County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over,FID
Pennsylvania,Delaware,47.92,52.08,7.31,17.72,10.08,10.66,12.51,15.4,12.05,6.68,7.59,73.7,18.99,0.07,4.54,0.01,0.79,1.45,2.69,72.05,18.31,22.5,17.93,13.08,28.19,2414
Pennsylvania,Elk,49.68,50.32,5.86,16.08,5.86,8.49,13.59,17.1,14.02,9.35,9.64,100.37,0.29,0.17,0.32,0.02,0.06,0.45,0.54,99.94,24.98,33.78,20.94,10.37,9.93,2420
Pennsylvania,Erie,49.17,50.83,7.18,17.22,11.26,10.38,12.08,14.69,12.63,7.28,7.27,88.5,6.74,0.13,1.06,0.03,1.02,2.05,3.12,86.74,28.51,27.24,19.28,11.66,13.31,2425
Pennsylvania,Fayette,49.05,50.95,6.03,15.42,7.6,9.84,13.03,15.57,14.51,8.93,9.06,95.11,4.07,0.18,0.32,0,0.25,1.68,0.77,94.62,37.18,27.7,18.24,8.54,8.34,2431
Pennsylvania,Forest,66.93,33.07,2.84,11.11,10.98,14.54,13.19,14.96,14.01,11.46,6.92,81.95,15.54,0.23,0,0,0.36,0.22,3.29,79.25,36.07,32.77,20.04,5.76,5.36,2436
Pennsylvania,Franklin,48.91,51.09,7.92,17.38,7.71,10.41,13.14,14.46,12.48,8.64,7.85,91.86,3.13,0.1,0.84,0,0.72,1.3,3.79,89.11,20.58,28.29,21.8,13.72,15.6,2439
Pennsylvania,Butler,49.22,50.78,6.6,17.36,8.59,9.17,13.43,16.4,13.29,7.64,7.51,96.25,0.99,0.1,0.84,0.01,0.24,0.87,1.02,95.43,20.07,23.9,20.27,13.21,22.55,2338
Pennsylvania,Clarion,48.43,51.57,6.12,15.52,14.94,8.7,11.46,14.07,12.77,8.78,7.64,98.26,1.1,0.06,0.32,0,0.24,0.79,0.61,97.8,31.53,28.84,20.44,10.21,8.97,2366
Pennsylvania,Clearfield,51.6,48.4,5.98,15.22,7.77,10.27,13.82,16.11,13.38,9,8.47,96.71,2.15,0.05,0.45,0.03,0.42,0.79,2.13,95.3,33.96,30.98,17.39,10.02,7.64,2372
Pennsylvania,Columbia,47.96,52.04,5.77,15.2,15.3,8.72,11.83,14.22,12.9,8.16,7.9,95.35,1.38,0.18,0.85,0,0.36,0.9,1.86,93.87,27.96,30.41,19.8,10.56,11.27,2385
Pennsylvania,Lackawanna,48.09,51.91,6.5,15.49,9.76,10.09,12.28,14.86,13.36,8.38,9.29,93.36,2.4,0.11,1.47,0.04,1.05,1.24,4.18,90.7,28.58,26.93,18.58,11.4,14.51,2471
Pennsylvania,Greene,51.51,48.49,6.17,15.17,9.66,10.75,13.58,15.22,14.12,7.89,7.44,95.96,3.45,0.36,0.36,0,0,0.69,1.15,95.04,31.78,27.06,17.58,11.67,11.91,2447
Pennsylvania,Huntingdon,52.88,47.12,6.44,15.13,9.37,10.82,13.41,15.07,13.52,8.94,7.3,93.23,5.15,0.07,0.47,0.02,0.12,0.76,1.44,91.94,28.64,30.28,20.6,11.19,9.3,2454
Pennsylvania,Indiana,49.73,50.27,6.05,15.23,16.37,9.2,10.82,13.83,12.82,8.06,7.62,95.07,2.47,0.2,0.83,0.05,0.5,0.73,1.04,94.66,31.37,28.52,18.42,11.43,10.25,2459
Pennsylvania,Jefferson,49.34,50.66,6.84,16.21,7.75,9.52,12.22,15.9,13.29,9.14,9.12,98.53,0.27,0.19,0.11,0,0.13,0.87,0.61,98.12,32.48,31.48,19.2,8.83,8.01,2462
Pennsylvania,Juniata,49.87,50.13,7.67,17.6,7.61,9.81,12.68,15.14,12.69,8.82,7.96,96.52,0.37,0.19,0.31,0.03,0.4,1.16,2.07,95.08,23.96,32.12,21.41,12.09,10.41,2466
Pennsylvania,Montgomery,48.5,51.5,7.17,17.03,7.67,10.89,13.61,16.04,12.5,7.31,7.78,81.98,8.25,0.06,6.04,0.03,0.8,1.66,3.81,79.24,13.29,18.63,17.17,14.58,36.35,2528
Pennsylvania,Lancaster,48.87,51.13,8.21,18.13,9.48,10.5,12.25,14.52,11.93,7.36,7.61,88.88,3.51,0.17,1.82,0.04,2.53,1.47,7.93,84.21,19.24,25.76,22.5,14.15,18.35,2482
Pennsylvania,Lawrence,48.19,51.81,6.47,16.2,7.81,9.31,12.04,15.36,14.03,8.8,10,94.75,3.55,0.07,0.38,0.02,0.23,1.62,1.03,94.05,29.31,29.36,18.7,11.39,11.25,2488
Pennsylvania,Lebanon,48.78,51.22,7.58,16.77,8.11,10.05,12.7,14.77,13,8.51,8.5,88.82,1.72,0.11,0.94,0,4.7,2.05,8.15,86.43,20.48,26.9,21.8,14.67,16.15,2492
Pennsylvania,Lehigh,48.44,51.56,7.38,17.67,8.6,10.92,13.2,15.31,12.15,7.18,7.58,79.96,5.67,0.23,2.94,0.01,7.54,2.06,16.92,72.39,21.95,25,19.3,12.69,21.07,2496
Pennsylvania,Luzerne,48.87,51.13,6.21,15.45,9.03,9.81,12.94,15.2,13.41,8.58,9.36,92.45,3.24,0.11,0.88,0.01,1.64,1.11,5.39,89.35,29.95,27.35,19.17,11.15,12.38,2501
Pennsylvania,Lycoming,48.95,51.05,6.73,15.73,10.59,9.88,12.07,15.32,13.22,8.11,8.35,93.21,4.27,0.19,0.53,0.03,0.34,1.65,1.26,92.47,29.14,28.84,20.83,10.18,11.01,2505
Pennsylvania,Mifflin,48.93,51.07,7.53,16.81,7.15,9.35,12.68,14.69,13.28,9.65,8.86,97.79,0.56,0.13,0.16,0,0.07,1.07,1.12,96.87,31.9,32.29,20.98,8.44,6.38,2517
Pennsylvania,Monroe,49.37,50.63,6.29,19.38,9.57,8.42,13.4,17.33,12.84,7.43,5.34,79.06,12.71,0.17,2.08,0.03,2.64,2.27,12.09,71.28,19.31,24.56,20.43,14.68,21.02,2521
Pennsylvania,McKean,51,49,6.52,16.23,8.65,10.09,13.28,15.24,12.99,8.55,8.44,96.52,2.25,0.2,0.42,0,0.54,1.01,1.7,95.6,29.59,31.6,20.33,10.35,8.13,2509
Pennsylvania,Mercer,48.96,51.04,6.24,16.9,8.87,8.91,11.92,15.22,13.46,8.85,9.63,92.62,5.45,0.15,0.66,0.01,0.18,1.48,1.08,91.97,28.05,28.9,20.1,12.11,10.85,2513
Virginia,Giles,49.02,50.98,6.44,16.38,6.79,9.16,13.77,14.89,14.54,9.98,8.05,96.26,1.14,0,0,0,0.43,1.7,1.04,95.75,30.62,30,17.54,13.03,8.82,2873
Virginia,Gloucester,49.48,50.52,6.13,17.37,7.21,9.47,13.33,17.95,13.86,8.74,5.94,86.8,9.12,0.8,0.78,0.03,0.69,1.09,2.61,84.96,15.85,23.37,23.88,15.68,21.22,2887
Virginia,Hanover,49.13,50.87,6.78,19.66,7.34,8.04,14.3,17.61,13.16,7.39,5.73,86.58,9.05,0.29,1.2,0.08,0.63,1.49,2.05,85.18,10.97,18.49,19.51,15.13,35.89,2909
Pennsylvania,Montour,48.09,51.91,6.86,15.56,6.98,10.24,11.8,16,13.97,8.81,9.77,95,1.46,0.08,1.96,0,0.42,0.45,1.53,93.77,25.7,28.32,17.51,13.3,15.17,2533
Pennsylvania,Northampton,48.83,51.17,6.6,16.84,9.4,9.69,13.22,15.7,12.9,7.61,8.04,86.1,4.52,0.15,2.27,0.05,3.73,2.11,9.65,81.34,19.06,23.31,20.31,14.33,22.99,2537
Pennsylvania,Northumberland,49.93,50.07,6.68,15.09,7.67,10.11,12.54,15.42,13.96,9.18,9.35,95.62,1.91,0.16,0.26,0.04,0.77,0.79,2.14,94.39,32.02,30.35,19.13,9.82,8.68,2544
Pennsylvania,Perry,50.16,49.84,7.26,17.4,7.43,9.98,13.69,16.07,14.48,7.84,5.85,96.68,0.66,0.19,0.25,0,0.6,0.81,1.2,96.15,17.69,29.19,23.32,15.59,14.21,2554
Virginia,Grayson,49,51,5.31,14.76,6.59,8.21,12.59,15.43,16.12,11.3,9.68,98.66,2.47,0,0.02,0.53,0.02,0.37,2.47,96.31,40.32,29.13,17.18,7.8,5.57,2896
Virginia,Goochland,49.56,50.44,5.74,15.62,4.86,8.56,14.9,18.91,16.49,9.27,5.64,67.71,27.13,0.23,0.15,0,1.14,0.96,1.96,66.97,13.31,17.82,15.84,12.68,40.36,2892
Virginia,Greene,49.21,50.79,8.65,17.57,6.81,11.01,14.19,16.24,12.79,7.75,4.99,87.31,6.82,0,0.93,0,1.57,1.62,3.81,84.89,17.14,27.6,23.92,14.2,17.13,2899
Virginia,Greensville,62.63,37.37,4.87,12.57,9.12,14.1,16.53,17.13,13.13,7.42,5.14,37.74,59.9,0.3,0.54,0,0.73,0.29,1.26,37.44,32.91,29.01,20.89,12.61,4.58,2902
Virginia,Halifax,47.66,52.34,6.65,16.65,6.61,8.64,11.91,14.91,15.26,10.57,8.79,60.52,37.17,0.16,0.33,0.05,1.02,0.95,1.65,60.15,38.29,27.73,14.93,9.45,9.59,2904
Virginia,King William,48.69,51.31,7.62,18.34,6.91,11.11,14.39,16.61,12.66,7.2,5.16,75.32,18.28,1.8,0.08,0,0.55,1.3,2.16,73.74,15.21,20.7,20.56,22.86,20.66,2943
Virginia,Henrico,46.97,53.03,8,17.45,8.39,12.77,14.32,15.07,11.64,6.21,6.15,60.06,28.06,0.3,5.98,0.03,1.37,1.95,4.35,57.32,15.96,24.71,20.3,14.41,24.63,2915
Virginia,Henry,48.17,51.83,6.53,15.08,7.05,8.87,12.86,15.82,14.12,11.14,8.54,75.53,22.54,0,0.38,0,1.6,1.25,4.56,72.62,35.75,33.15,17.48,6.88,6.74,2918
Virginia,Highland,49.94,50.06,3.66,12.37,4.83,6.46,9.65,18.14,19.95,14.61,10.34,101.46,0,0,0,0,0.26,1.46,0.26,101.46,24.25,34.16,18.14,10.44,13.01,2920
Tennessee,Haywood,47.08,52.92,7.9,19.15,7.78,10.7,11.84,15.4,13.48,7.59,6.16,47.08,51.18,0.07,0.46,0,1.42,0.97,3.36,45.39,39.85,29.19,15.86,6.96,8.14,2781
Tennessee,Lake,63.67,36.33,5.32,12.51,10.83,16.29,15.13,14.39,11.81,7.72,5.99,68.85,28.03,0.79,0.23,0,0.7,1.34,1.3,68.45,50.65,24.13,13.52,6.78,4.91,2817
Minnesota,Fillmore,49.7,50.3,8.24,17.3,6.18,9.9,11.05,15.05,13.11,8.82,10.35,98.81,0.18,0.38,0.25,0,0.35,0.58,0.8,98.29,25.2,28.62,20.08,13.05,13.05,1909
Minnesota,Freeborn,49.47,50.53,7.41,15.9,6.98,9.55,11.18,15.29,13.49,9.71,10.47,96.21,0.71,0.33,0.78,0,1.58,0.81,8.21,89.79,27.95,28.95,20.07,11.99,11.03,1910
Minnesota,Goodhue,49.64,50.36,7.63,17.38,6.79,10.32,11.83,16.21,13.39,8.06,8.38,94.98,1.1,1.12,0.56,0.08,0.83,0.78,2.62,93.26,21.21,22.71,21.29,15.48,19.31,1911
Minnesota,Hubbard,50.36,49.64,7.37,15.67,5.65,8.51,10.64,15.81,15.57,12.04,8.74,94.04,0.1,2.12,0.13,0,0.2,2.31,1.49,93.03,26.1,30,21.37,10.46,12.07,1915
Minnesota,Grant,49.42,50.58,7.28,15.42,5.63,9.82,9.9,15.55,14.22,10.6,11.57,98.89,0.48,0.25,0.32,0,0.48,0.65,1.41,98.09,28.65,29.78,19.19,11.6,10.78,1912
Minnesota,Hennepin,49.13,50.87,7.92,16.02,10.36,14.5,13.39,14.85,11.61,5.77,5.58,75.47,11.32,0.81,5.95,0.04,2.28,2.76,6.26,71.82,19.26,21.75,18.11,13.31,27.57,1913
Tennessee,Hickman,52.47,47.53,6.8,17.07,8.24,10.87,14.38,15.77,12.94,8.36,5.58,91.98,4.43,0.11,0.11,0,1.22,1.41,1.71,91.41,28.14,30.95,20.14,12.68,8.08,2792
Tennessee,Houston,49.18,50.82,6.94,18.12,7.29,9.23,12.46,14.09,14.03,10.33,7.51,94.05,1.58,0.44,0,0,0,2.27,1.66,92.77,36.91,30.25,18.19,6.63,8.02,2796
Tennessee,Humphreys,49.17,50.83,6.93,17.64,6.87,9.69,12.77,14.68,14.12,10.16,7.13,94.85,2.73,0.62,0.11,0,0.23,0.8,1.27,94.08,29.34,31.54,17.79,11.71,9.61,2798
Tennessee,Jackson,49.92,50.08,5.95,15.77,6.6,8.96,13.24,16.29,15.54,10.81,6.85,96.76,0.3,0,0,0,0,1.68,0.95,95.82,39.46,32.59,17.23,5.34,5.38,2801
Tennessee,Jefferson,49.11,50.89,6.96,16.65,9.42,9.39,13.32,14.74,13.31,10.19,6.02,94.1,2.3,0.25,0.09,0.07,0.38,1.24,2.89,91.84,33.4,28.13,19.26,9.48,9.73,2804
Tennessee,Johnson,53.9,46.1,5.85,13.77,7.71,11.08,14.28,15.46,14.15,10.74,6.95,95.78,2.1,0.28,0.19,0,0.47,0.88,1.33,95,41.84,30.14,16.68,7.04,4.31,2808
Tennessee,Knox,48.61,51.39,7.27,16,11.64,12.29,13.28,14.37,12.09,7.11,5.96,85.07,8.81,0.2,1.75,0.03,0.65,1.53,3.01,82.88,26.5,26.82,18.02,11.38,17.28,2814
Tennessee,Hardin,48.71,51.29,6.64,16.43,6.95,9.32,12.67,14.84,14.68,10.6,7.87,94.25,3.07,0.12,0.35,0.06,0.17,1.86,1.79,92.74,39.94,31.11,14.17,7.96,6.82,2773
Tennessee,Henry,48.35,51.65,7.1,15.82,6.59,9.39,12.01,14.78,14.63,11.36,8.32,88.8,8.13,0.2,0.14,0,0.2,1.64,1.65,87.45,32.26,32.03,17.9,9.09,8.73,2789
Tennessee,Marshall,48.88,51.12,7.77,18.17,7.6,11.35,13.68,15.1,13.22,7.58,5.54,87.14,6.72,0.1,0.38,0,2.02,1.3,4.31,84.84,29.69,29.93,19.19,10.69,10.5,2848
Tennessee,Lauderdale,52.5,47.5,7.9,17.59,9.56,13.12,13.74,14.37,11.41,7.33,4.98,62.66,34.7,0.42,0.19,0.03,0.43,1.32,1.77,61.37,37.3,31.03,16.55,7.26,7.86,2821
Tennessee,Lawrence,48.8,51.2,8.02,18.49,7.71,9.99,13.11,14.2,12.4,9,7.1,94.55,1.63,0.29,0.36,0,0.73,1.12,1.65,93.9,35.01,31.1,18.31,7.83,7.75,2823
Tennessee,Lewis,48.96,51.04,7.14,17.8,7.35,9.75,12.29,15.12,14.33,9.22,6.99,94.4,1.15,0.47,0.05,0,1.83,0.8,2.55,93.92,39.73,23.76,19.62,9.83,7.06,2825
Tennessee,Lincoln,48.76,51.24,7.84,16.73,7.6,9.67,12.29,15.79,13.44,9.47,7.16,88.47,6.11,0.2,0.1,0.04,1.07,2.59,2.46,87.2,31.1,26.02,19.27,10.98,12.63,2828
Tennessee,Loudon,49.07,50.93,6.39,14.99,6.52,8.63,12.16,14.11,15.71,13.22,8.27,92.83,1.25,0.18,0.43,0,0.79,1.51,6.01,88.27,24.84,25.85,19.61,13.59,16.11,2830
Tennessee,McMinn,48.57,51.43,6.96,17.07,7.69,9.79,13.13,14.91,13.59,9.73,7.13,92.92,4.07,0.13,0.65,0,0.14,1.71,2.77,90.48,33.55,27.89,19.86,8.22,10.49,2833
Tennessee,Macon,49.26,50.74,8.19,18.14,8.32,10.55,13.97,14.09,12.66,8.27,5.81,95.72,0.54,0.38,0.19,0,0.74,1.02,3.44,93.35,40.2,29.53,16.92,7.55,5.8,2839
Tennessee,McNairy,49.1,50.9,7.12,17.76,7,10.05,12.45,14.4,13.93,10.13,7.15,91.11,5.78,0.2,0.23,0,0.05,1.43,1.4,89.86,38.01,29.89,17.66,7.98,6.46,2836
Tennessee,Madison,47.46,52.54,8.12,17.74,10.77,11.3,12.27,14.52,12.13,7.17,5.99,60.58,35.31,0.2,0.92,0.08,0.65,1.32,3.18,58.41,31.81,27.03,17.76,10.33,13.07,2841
Tennessee,Marion,49.12,50.88,6.69,16.36,7.58,10.03,12.98,15.54,14.9,9.55,6.36,93.79,1.69,0.13,0.32,0,0.36,3.31,1.23,93.01,35.04,26.55,18.24,8.91,11.26,2844
Tennessee,Morgan,55.06,44.94,6.19,15.98,8.38,12.23,14.96,15.37,13.18,8.32,5.39,93.33,2.62,0.12,0.51,0,0.29,1.66,0.79,92.99,33.93,30.17,21.15,9.28,5.47,2866
Tennessee,Maury,48.37,51.63,8.53,17.09,8.13,12.03,12.71,15.47,13.11,7.24,5.71,81.34,12.66,0.24,0.43,0.02,1.55,1.38,4.55,78.33,25.04,28.76,21.6,11.1,13.5,2850
Tennessee,Meigs,49.75,50.25,6.16,16.58,6.9,9.5,13.84,15.37,15.6,10.3,5.73,95.96,1.06,0.43,0,0,0,1.08,1.24,94.81,38.46,23.58,18.45,13.49,6.01,2854
Tennessee,Monroe,49.46,50.54,7.28,16.8,7.55,9.83,13.26,14.31,14.52,10.33,6.11,93.58,2.21,0.31,0.35,0,0.89,1.54,3.14,91.54,35.6,30.46,19.46,7.14,7.34,2857
Tennessee,Montgomery,49.01,50.99,10.54,18.9,13.06,15.16,13.51,12.36,8.46,4.75,3.26,68.8,18.36,0.67,2.07,0.34,1.35,3.34,7.11,64.34,23.66,27.41,21.66,13.76,13.5,2859
Tennessee,Moore,49.18,50.82,5.83,17.43,6.6,9.24,13.27,15.29,13.97,10.77,7.59,92.8,1.34,0.3,0.28,0,1.49,2.28,0.52,92.55,29.42,23.41,21.62,13.02,12.52,2863
Tennessee,Scott,49.09,50.91,8.02,18.66,7.98,11.47,13.58,14.25,12.31,8.26,5.48,98.13,0,0.34,0.17,0,0.66,0.45,0.93,97.86,44.85,25.93,18.09,6.5,4.63,2020
Tennessee,Obion,48.18,51.82,6.67,17.45,7.34,10.08,13.31,14.62,13.78,9.54,7.21,87.57,10.31,0.19,0.2,0,0.95,1.09,3.03,85.57,31.04,30.96,19.34,11.11,7.55,2872
Tennessee,Overton,49.35,50.65,7.34,17.19,6.89,9.97,13.35,14.23,14.23,10.14,6.66,96.11,0.56,0,0,0,0,1.94,0.19,96.07,36.4,30.79,18.12,8.03,6.66,2875
Tennessee,Perry,50.21,49.79,7,16.59,7.74,9.27,11.65,14.16,14.85,10.93,7.81,93.7,2.4,0,0,1.19,0.28,0.71,0.9,93.4,37.35,34.59,14.88,6.04,7.14,2878
Tennessee,Pickett,50.23,49.77,5.95,14.14,6.4,8.8,11.64,14.18,16.43,13.47,8.98,97.2,0,0,0,0,0,2.7,2.56,95.31,39.88,32.2,15.96,2.99,8.97,2881
Tennessee,Polk,49.75,50.25,6.49,16.87,7.15,9.16,13.96,15.03,14.27,10.43,6.64,97.15,0.1,0.39,0,0,0.03,1.53,1.13,96.17,37.4,26.56,19.44,10.38,6.23,2883
Tennessee,Putnam,49.53,50.47,7.2,16.26,14.48,10.98,11.9,12.93,11.64,8.18,6.42,91.94,1.92,0.21,1.17,0,1.14,1.2,4.95,88.2,37.49,27.91,16.48,7.93,10.2,2890
Tennessee,Rhea,48.94,51.06,7.7,17.2,9.01,10.04,12.98,14,13.36,9.39,6.32,92.8,2.07,0.25,0.31,0,1.52,1.17,3.29,90.91,33.6,31.67,20.02,7.1,7.61,2893
Tennessee,Roane,49.15,50.85,6.05,15.97,6.65,8.81,12.66,15.65,15.66,10.44,8.12,95.03,2.45,0.32,0.54,0.08,0.2,1.34,1.39,93.94,28.66,28.53,19.48,11.53,11.81,2001
Tennessee,Rutherford,49.4,50.6,8.82,18.95,12.38,14.01,14.66,13.58,9.39,4.94,3.27,76.79,11.64,0.29,2.9,0.04,2.15,1.58,5.88,73.3,19.53,26.82,21.72,15.17,16.76,2015
Tennessee,Robertson,49.23,50.77,8.45,18.57,7.87,11.74,13.94,15.67,11.98,6.94,4.84,87.13,7.23,0.41,0.15,0.12,0.74,1.29,5.43,82.66,20.76,28.32,22.89,15.12,12.91,2011
Tennessee,Sullivan,48.35,51.65,6.31,15.55,7.25,9.42,13.38,15.28,14.17,10.35,8.28,94.89,1.9,0.28,0.57,0.01,0.51,1.19,1.39,94.12,32.06,28.13,17.67,10.06,12.07,2046
Tennessee,Sequatchie,49.65,50.35,7.33,17.46,7.53,9.98,13.72,14.72,13.68,9.97,5.62,89.01,0,1.03,0,0.11,1.4,6.34,2.59,87.93,38.07,26.7,17.19,11.25,6.79,2025
Tennessee,Sevier,49.3,50.7,7.02,16.34,8.17,10.49,13.55,15.18,13.79,9.53,5.95,93.26,0.77,0.18,0.84,0,0.99,1.3,4.36,90,28,31.48,19.07,9.78,11.66,2030
Tennessee,Shelby,47.72,52.28,8.57,19.38,10.1,12.51,13.47,14.32,11.39,5.66,4.61,41.98,51.19,0.17,2.28,0.03,2.38,1.44,5.07,39.52,27.76,26.56,17.24,10.37,18.06,2033
Tennessee,Smith,49.25,50.75,7.52,18.06,7.7,10.48,13.46,16.17,13.02,8,5.58,94.63,1.87,0.23,0.19,0,0.78,1.61,1.94,93.48,29.18,28.78,19.2,10.43,12.4,2037
Tennessee,Stewart,49.95,50.05,6.39,17.82,7.12,8.98,12.89,15.92,14.18,10.05,6.63,93.81,1.56,1.18,0.96,0,0.4,0.66,1.7,92.5,32.73,25.69,21.92,9.55,10.11,2041
Tennessee,Van Buren,49.91,50.09,6.24,15.95,6.31,9.52,12.55,15.7,16.76,10.83,6.15,95.03,1.78,0,0.13,0,0,2.25,0.63,94.39,45.66,23.76,18.7,6.87,5.01,2077
Tennessee,Warren,49.33,50.67,7.87,17.72,7.59,11.07,13.52,14.49,12.61,8.61,6.52,93.34,2.88,0.06,0.56,0,1.14,1.27,7.71,86.89,37.12,28.68,18.83,8.6,6.77,2081
Tennessee,White,48.91,51.09,6.99,16.72,7.64,9.72,12.91,14.55,13.93,9.93,7.61,94.77,1.52,0.33,0.31,0,0.32,1.27,1.57,93.64,34.72,35.15,15.35,8.3,6.48,2100
Wisconsin,Kewaunee,50.84,49.16,6.97,17.74,6.63,9.89,12.79,16.14,13.35,8.22,8.27,97.67,0.12,0.61,0.16,0.12,0.82,0.83,1.99,96.62,22.13,23.86,23.45,15.66,14.9,3160
Wisconsin,Manitowoc,49.72,50.28,6.77,16.94,7.11,9.79,12.23,16.69,13.63,8.34,8.5,94.96,0.74,0.45,2.31,0,0.75,1.09,2.87,93.05,22.43,28.36,22.75,14.14,12.31,3169
Tennessee,Sumner,48.8,51.2,7.87,18.77,7.42,11.02,14.48,15.47,12.36,7.52,5.09,86.9,6.51,0.33,1.01,0.01,0.97,1.12,3.48,84.77,20.01,25.25,21.48,14.31,18.96,2050
Tennessee,Tipton,49.03,50.97,8.01,20.75,8.35,10.94,14.04,15.4,11.44,6.73,4.34,76.54,18.42,0.44,0.61,0.01,0.52,1.18,1.99,74.98,25.94,24.77,20.64,13.8,14.85,2055
Tennessee,Trousdale,49.71,50.29,7.45,18.63,7.85,10.43,13.32,15.31,13.48,7.93,5.6,86.58,7.08,0.51,1.93,0,0.84,1.55,2.3,85.12,28.57,27.15,20.61,10.55,13.11,2062
Tennessee,Unicoi,48.94,51.06,6.29,14.99,6.69,9.46,12.64,15.22,15.04,10.81,8.86,97.14,0.78,0.53,0,0,1.15,0.1,3.46,94.71,37.5,26.58,17.38,8.93,9.61,2069
Tennessee,Union,49.84,50.16,7.97,17.15,8.16,10.29,13.32,16.03,13.31,8.86,4.91,97.84,0,0.14,0.42,0.59,0.21,0.69,1.04,97.26,42.02,28.39,15.72,9.24,4.63,2073
Wisconsin,Langlade,50.22,49.78,6.25,16.16,6.36,8.84,11.35,16.67,14.42,10.57,9.38,97.61,0.65,0.83,0.16,0,1.02,0.94,1.42,97.21,27,33.3,20.28,11.14,8.28,3165
Virginia,Isle of Wight,48.7,51.3,6.51,17.48,6.61,8.4,12.9,18.78,14.69,8.73,5.91,71.22,24.83,0.2,0.63,0,0.14,1.55,1.92,69.88,20.16,18.11,22.38,13.64,25.71,2925
Virginia,James City,48.27,51.73,6.19,16.39,6.95,8.48,12.14,14.88,14.27,11.5,9.2,77.56,12.9,0.11,2.24,0.14,1.33,1.81,3.96,75.32,12.09,18.41,20.24,14.24,35.02,2930
Virginia,King and Queen,49.73,50.27,6.42,15.45,7.04,8.93,11.85,17.12,15.87,9.63,7.69,67.16,31.85,0.72,0,0,0,0,2.33,65.01,24.16,31.19,24.69,10.27,9.7,2936
Virginia,King George,50.25,49.75,9.26,19.68,7.41,11.32,14.86,16.45,10.85,6.42,3.75,75.06,16.44,0.39,0.87,0.05,0.29,3.56,3.49,72.42,11.83,18.29,18.99,15.46,35.43,2938
Virginia,Madison,48.75,51.25,6.83,16.65,6.85,8.87,11.91,16.41,14.97,9.96,7.55,85.59,11.98,0.41,0.52,0.1,1.14,0.52,2.17,85.48,18.28,25.7,21.77,15.65,18.59,2955
Virginia,Lancaster,46.98,53.02,5.01,12.19,5.48,6.07,8.5,14.14,17.41,15.79,15.41,70.7,28.94,0,0.3,0,0.32,0.5,0.61,70.41,23.02,30.94,22.04,9.19,14.81,2948
Virginia,Lee,52.18,47.82,6.22,15.1,7.77,11.81,14.32,14.88,13.85,9.6,6.44,94.09,3.72,0.34,0.62,0.16,0.38,0.09,1.46,93.06,41.81,26.51,18.86,7.88,4.94,2950
Virginia,Loudoun,49.33,50.67,10.7,20.89,5.87,12.89,18.88,15.64,8.59,3.92,2.62,66.51,6.69,0.13,13.13,0.06,3.89,2.99,10.93,60.06,5.56,9.55,12.81,12.98,59.1,2952
Virginia,Louisa,49.29,50.71,7.31,15.96,6.82,10.31,13.08,17.11,14.93,9.11,5.36,76.39,17.95,0.42,0.59,0,0.38,1.55,2.16,75.01,21.66,24.79,19.35,14.55,19.66,2953
Virginia,Lunenburg,53.1,46.9,6.33,14.09,7.88,10.63,12.85,15.7,15.32,9.77,7.43,61.49,36.81,0,0,0.09,1.07,0.96,3.14,59.71,33.89,32.38,18.18,8.37,7.18,2954
Virginia,Northumberland,48.73,51.27,5.12,12.36,5.56,6.62,8.27,14.24,17.71,17.64,12.47,71.87,27.7,0.11,0.82,0,0.09,0.13,0.89,71.07,22.91,25.17,22.86,12.56,16.5,2983
Virginia,Mathews,48.6,51.4,4.66,14.62,5.41,6.36,11.22,15.43,16.8,14.66,10.85,88.29,9.9,0.82,0,0,0.43,0.84,1.2,87.09,25.31,25.66,20.65,12.19,16.19,2962
Virginia,Mecklenburg,49.58,50.42,5.9,14.66,7.17,9.41,11.68,15.38,15.06,11.66,9.07,59.45,37.46,0.19,0.65,0.06,1.41,0.94,2.36,58.93,35.14,30.47,16.88,8.04,9.46,2964
Virginia,Middlesex,49.88,50.12,4.83,12.54,6.03,7.14,9.97,16.62,17.68,14.72,10.47,78.68,19.03,0.19,0,0,0.34,0.59,1.16,77.52,23.94,25.84,18.2,11.5,20.52,2965
Virginia,Montgomery,51.72,48.28,5.56,13.61,29.95,11.17,10.47,10.37,9.09,5.4,4.38,86.25,3.85,0.09,5.53,0.01,0.92,1.38,2.51,84.61,31.72,24.13,17.09,11.71,15.36,2966
Virginia,Nelson,48.62,51.38,5.87,14.49,6.13,8.46,11.05,15.97,18.14,12.09,7.8,83.03,13.78,0,0.19,0,1.47,1.32,2.66,81.9,24.75,27.35,21.12,11.75,15.03,2968
Virginia,New Kent,50.86,49.14,6.5,16.92,6.29,9.46,14.66,18.4,15.69,8.1,3.98,77.68,15.49,1.31,0.72,0,0.11,0.49,0.8,76.98,12.73,20.77,20.45,15.97,30.08,2971
