County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over,FID
Michigan,Missaukee,50.89,49.11,7.2,18.3,6.65,9.12,11.44,15.85,14.05,9.95,7.43,97.73,0.23,0.62,0.31,0,0.38,1.49,1.62,96.74,28.75,32.73,22.59,7.85,8.09,1810
Michigan,Monroe,49.34,50.66,6.97,18.61,8.02,9.78,13.28,16.6,13.32,7.35,6.07,95.37,1.94,0.32,0.44,0.02,0.44,1.98,2.97,93.15,19.87,24.77,20.56,15.39,19.41,1812
Michigan,Montcalm,51.7,48.3,7.4,18.12,8.13,10.91,13.47,15.51,12.33,8.05,6.07,94.93,2.44,0.37,0.29,0,0.96,1.35,3.08,93,29.49,31.55,20.27,9.45,9.23,1815
Michigan,Montmorency,50.42,49.58,4.56,13.19,5.12,6.94,9.27,15.59,18.33,15.41,11.59,99.04,0,0.2,0.04,0,0.35,1.96,0.92,98.52,34.09,36.31,17.16,8.12,4.31,1816
Michigan,Muskegon,49.63,50.37,7.88,18.42,8.85,11.09,12.45,15.15,12.59,7.11,6.45,80.64,14.33,0.71,0.59,0.04,1.53,2.76,4.62,78.18,30.11,29.56,19.5,11.02,9.81,1818
Michigan,Newaygo,50.33,49.67,7.53,18.87,7.62,9.22,12.03,15.93,13.27,9.02,6.52,94.47,1.24,0.93,0.41,0,2.48,1.51,5.33,92.31,30.29,27.41,21.12,11.09,10.09,1820
Michigan,Otsego,49.22,50.78,6.93,17.41,7.03,8.69,12.57,16.07,14.28,9.47,7.55,98.15,0.01,0.13,0.34,0,0.23,2.31,1.23,97.33,26.88,28.8,22.12,11.61,10.59,1834
Michigan,Oceana,50.22,49.78,8.08,18.17,7.18,9.35,11.16,15.16,13.87,9.75,7.28,93.53,0.58,0.94,0.35,0.02,4.35,1.95,13.18,85.62,29.76,32.78,19.78,10.05,7.64,1825
Michigan,Ogemaw,49.84,50.16,5.83,15.7,6.22,8.24,10.39,15.96,15.7,12.86,9.1,97.85,0.12,0.4,0.23,0,0.06,2.1,1.28,97.06,35.22,32.96,17.5,7.23,7.09,1827
Michigan,Ontonagon,51.56,48.44,4.29,12.27,4.04,6.06,10.03,17.4,19.54,15.81,10.55,100.07,0.37,1,0.22,0,0,1.22,1.12,99.14,35.07,30.09,20.73,7.89,6.22,1829
Michigan,Osceola,49.81,50.19,7.49,18.67,7.11,9.05,11.56,15.36,13.72,9.87,7.17,97.44,0.4,0.4,0.24,0.03,0.23,1.91,1.45,96.56,30.28,34.28,19.63,9.27,6.53,1830
Michigan,Oscoda,50.41,49.59,6.16,14.97,6.31,6.44,9.43,16.18,16.98,13.76,9.78,100.28,0.05,1,0.05,0,0.36,1.1,0.91,99.73,37.19,37.39,14.36,6.15,4.91,1832
Michigan,Schoolcraft,49.5,50.5,5.79,15.3,5.59,7.42,11.41,16.46,16.79,11.13,10.11,89.1,1.65,6.98,0.33,0,0.18,3.59,0.32,89.1,33.64,29.61,17.98,11.6,7.18,1861
Michigan,Ottawa,48.95,51.05,8.15,20,11.89,10.5,12.59,14.15,10.95,6.29,5.47,88.5,1.14,0.31,2.56,0.03,4.28,2.26,8.34,85.12,18.06,26.18,22.35,14.5,18.92,1837
Michigan,Presque Isle,50.13,49.87,4.85,13.75,4.69,6.95,9.58,16.13,17.89,13.45,12.7,99.96,0.1,0.9,0.13,0.24,0.21,0.85,0.76,99.44,31.98,34.87,18,9.27,5.87,1840
Michigan,Roscommon,49.88,50.12,4.68,12.37,5.19,6.46,9.4,15.11,18.78,16.12,11.89,99.22,0.17,0.85,0.38,0.07,0.36,0.93,1.11,98.6,36.05,36.16,14.52,7,6.28,1843
Michigan,Saginaw,48.34,51.66,7.15,18.07,9.94,9.8,11.96,14.75,13.04,8.01,7.28,76.32,19.07,0.38,1.1,0.01,1.69,2.51,7.67,71.54,29.32,27.53,18.99,11.03,13.14,1845
Michigan,St. Clair,49.51,50.49,6.94,18.14,7.57,9.3,13.46,16.59,13.49,7.91,6.61,95.86,2.47,0.27,0.5,0.05,0.49,2,2.86,93.92,23.31,27.45,20.85,13.2,15.18,1854
Michigan,St. Joseph,49.46,50.54,8.4,18.89,7.88,10.54,12.07,14.66,12.71,8.02,6.83,94.03,2.88,0.41,0.56,0,1.35,1.68,6.3,89.39,26.2,29.83,22.04,11.51,10.41,1857
Michigan,Sanilac,49.44,50.56,7.08,17.86,7.11,8.94,11.88,15.83,13.72,9.59,7.99,98.57,0.42,0.49,0.32,0.01,1.17,1.1,3.23,96.89,29.39,31.27,20.77,10,8.58,1858
Michigan,Wayne,48.02,51.98,7.83,19.11,9.34,10.8,13.45,14.78,12.01,6.46,6.21,53.44,42.14,0.32,2.7,0.02,2.14,1.96,5.1,50.79,30.93,26.01,17.17,10.62,15.28,1871
Michigan,Shiawassee,49.43,50.57,6.86,18.91,7.96,9.78,13.05,16.05,13.09,7.91,6.39,98.79,0.58,0.34,0.31,0.06,0.24,1.05,2.39,96.71,24.87,28.9,21.63,11.26,13.34,1863
Michigan,Tuscola,50.15,49.85,6.76,18.17,7.48,9.52,12.44,16.03,13.76,9.03,6.82,97.24,1.21,0.43,0.29,0.01,0.81,1.46,2.8,95.78,26.93,31.82,20.13,11.67,9.45,1866
Michigan,Van Buren,49.57,50.43,7.74,19.16,7.37,10.19,12.48,15.84,13.43,7.87,5.93,88.26,4.29,0.62,0.35,0.18,4.15,2.56,9.62,83.34,27.29,28.09,19.06,12.32,13.23,1867
Michigan,Wexford,49.82,50.18,8.22,17.5,7.48,10.09,12.08,15.54,13.22,8.77,7.11,96.32,0.44,0.46,0.37,0,0.4,1.77,1.65,95.41,29.53,32.36,20.01,9.48,8.62,1873
Michigan,Washtenaw,49.34,50.66,6.7,16.39,16.36,12.64,12.7,13.69,11.39,5.64,4.5,74.76,12.4,0.34,7.89,0.01,1.08,3.27,3.81,72.51,21.26,21.68,17.42,12.74,26.89,1869
Minnesota,Blue Earth,50.32,49.68,7.02,14.47,22.67,12.09,10,11.72,10.21,5.6,6.22,91.01,2.48,0.16,1.93,0,0.77,1.62,2.46,89.57,24.76,27.22,20.98,12.75,14.29,1886
Minnesota,Brown,49.65,50.35,7.22,16.35,8.73,9.42,10.49,15.9,12.97,8.21,10.71,97.89,0.08,0,0.95,0.07,0.97,0.57,3.06,95.88,23.06,29.01,22.2,13.92,11.82,1892
Minnesota,Big Stone,48.87,51.13,6.57,15.54,5.43,8.31,9.2,15.58,14.23,10.84,14.29,99.45,0.32,0.08,0.21,0,0.27,0.72,1.16,98.82,30.52,27.9,21.34,10.61,9.64,1882
Minnesota,Aitkin,50.64,49.36,5.86,13.15,4.91,6.84,9.25,15.29,17.46,16.26,10.97,96.3,0.09,2.25,0.35,0,0.4,1.38,0.84,95.91,30,31.86,20.64,8,9.5,1875
Minnesota,Anoka,49.97,50.03,8.18,19.23,7.89,11.96,14.6,16.9,11.5,5.91,3.83,87.12,3.8,0.62,3.81,0.05,1.38,2.23,3.35,85.3,12.63,20.98,21.75,18.21,26.43,1877
Minnesota,Beltrami,49.92,50.08,9.08,17.84,14.15,10.83,10.01,13.28,11.86,6.84,6.1,74.2,0.75,17.94,1.37,0.42,0.26,3.57,1.16,73.54,30.66,25.42,20.37,11.37,12.19,1880
Minnesota,Becker,50.19,49.81,8.21,17.6,6.62,9.8,10.91,14.94,14.57,9.35,7.99,88.08,0.39,6.57,0.39,0.08,0.22,3.57,1.41,87.41,25.9,28.18,20.57,12.26,13.1,1878
Minnesota,Benton,50.13,49.87,8.88,17.1,11.2,13.92,12.87,13.85,10.33,5.67,6.19,94.23,1.52,0.69,1.12,0,0.07,1.58,1.76,93.06,22.91,26.18,22.73,14.7,13.47,1881
Minnesota,Clay,49.39,50.61,8.14,17.18,17.07,11.68,11.05,12.82,10.07,5.8,6.2,90.15,1.26,1.5,1.24,0.02,0.89,1.71,3.56,87.89,24.58,25.37,20.2,15.15,14.69,1898
Minnesota,Carlton,52.03,47.97,7.52,17.42,7.21,10.91,13.01,16.1,12.8,7.74,7.29,88.63,1.63,5.21,0.57,0.01,0.78,1.96,1.44,88.16,23,24.41,23.67,14.84,14.07,1893
Minnesota,Carver,49.69,50.31,9.07,22.19,6.08,10.91,15.86,17.42,10.01,4.57,3.9,90.59,1.07,0.12,2.6,0.03,1.68,1.3,3.67,88.63,10.48,16.16,19.35,17.46,36.55,1894
Minnesota,Cass,51.12,48.88,7.37,15.65,5.94,8.33,10.27,15.26,16.07,13.02,8.08,86.63,0.17,10,0.36,0.38,0.28,2.46,1.36,85.77,26.68,30.73,20.19,11.23,11.16,1895
Minnesota,Chippewa,49.05,50.95,7.74,17.11,6.9,9.92,10.71,14.75,13.58,8.65,10.64,94.23,0.53,0.88,0.18,0,2.14,1.93,4.47,91.92,25.75,30.08,21.34,11.57,11.27,1896
Minnesota,Chisago,51.48,48.52,7.47,19.6,7.02,10.65,15.08,17.3,11.29,6.46,5.13,94.01,1.49,0.51,0.94,0.01,0.22,0.9,1.71,92.84,12.76,22.93,23.42,20.06,20.84,1897
Minnesota,Faribault,49.69,50.31,6.83,16.57,5.93,9.34,10.02,15.52,13.95,10.03,11.82,98.14,0.27,0.42,0.25,0,1.19,1.56,4.81,95.14,30.73,27.69,20.54,11.47,9.57,1908
Minnesota,Clearwater,50.3,49.7,8.36,17.92,6.34,9.57,11.04,14.93,13.2,10.09,8.56,86.71,0.98,8.88,0.69,0,0.07,1.51,1.36,86.15,30.85,31.42,19.71,9.19,8.82,1899
Minnesota,Cook,49.92,50.08,4.85,12.89,5.37,8.56,11.21,17.08,19.74,11.94,8.37,88.45,0.29,6.12,0.66,0,1.55,3.61,1.55,88.45,24.43,26.66,23.86,12.97,12.08,1900
Minnesota,Cottonwood,49.31,50.69,7.39,17.89,6.17,8.77,10.85,14.31,13.38,9.32,11.92,93.81,0.32,0.61,2.1,0,1.75,1.63,5.34,90.25,28.68,33.39,18,8.86,11.07,1902
Minnesota,Crow Wing,49.81,50.19,7.8,16.51,7.32,10.34,11.16,14.68,13.68,10.2,8.3,95.77,0.72,0.78,0.3,0,0.27,1.1,1.13,95.06,25.94,29.78,20.43,12,11.85,1903
Minnesota,Dakota,49.09,50.91,8.46,19.22,7.74,12.26,14.28,16.64,11.41,5.63,4.36,85.09,4.31,0.37,4.27,0.09,2.37,2.22,5.47,82.35,11.91,19.51,20.04,16.65,31.89,1904
Minnesota,Dodge,49.98,50.02,9.12,21.19,6.72,11.1,13.82,15.25,10.55,6.43,5.82,95.91,0.17,0.11,0.65,0,0.7,1.17,4.19,92.65,14.66,22,22.46,19.15,21.74,1906
Minnesota,Douglas,50.15,49.85,7.36,15.74,8.05,10.29,10.71,14.8,13.42,10.07,9.56,97.57,0.66,0.44,0.37,0.01,0.01,0.65,0.97,97.06,25.63,27.87,22.12,11.67,12.71,1907
Tennessee,Grainger,49.81,50.19,6.98,16.56,7.06,9.6,14.12,15.25,14.44,10.12,5.87,96.6,0.3,0.02,0.33,0,0.76,0.94,2.03,95.33,41.26,29.58,16.95,6.04,6.16,2748
Tennessee,Hamilton,48.12,51.88,7.24,15.74,10.19,11.51,12.83,14.62,13.18,7.81,6.88,73.2,19.91,0.22,1.72,0.04,1.36,1.32,3.86,70.96,27.67,26.36,17.82,11.62,16.54,2761
Tennessee,Hawkins,48.97,51.03,6.77,16.84,6.81,9.64,14.15,15.08,14.23,10.03,6.45,96.22,1.16,0.43,0.46,0.04,0.55,0.67,1.22,95.51,35.92,29.3,18.89,8.18,7.71,2779
New Jersey,Morris,48.96,51.04,6.8,18.33,6.89,9.48,14.66,17.34,12.64,7.23,6.62,82.89,3.08,0.21,8.69,0.09,3.02,1.51,10.75,75.75,9.43,14.13,14.66,13.4,48.38,1511
New Jersey,Ocean,47.92,52.08,8.09,16.45,7.49,9.46,11.57,13.63,12.3,10.1,10.91,89.81,3.08,0.08,1.65,0.03,2.66,1.44,7.56,85.53,19.31,22.7,18.74,13.77,25.47,1546
Illinois,DuPage,49.01,50.99,7.54,18.64,8.42,11.44,13.74,16.27,12.34,6.29,5.32,79.86,4.41,0.21,9.95,0.03,3.23,1.72,12.69,70.98,11.86,18.5,18.57,14.7,36.38,64
Illinois,Edgar,48.49,51.51,7.04,16.41,6.96,9.87,11.84,15.21,14,9.72,8.96,99.08,0.82,0.17,0.27,0,0.31,0.43,0.92,98.52,29.73,30.76,16.63,11.55,11.32,66
Illinois,Ford,48.68,51.32,7.06,18.07,6.45,9.69,11.99,15.94,12.11,8.48,10.22,97.96,1.17,0.11,0.38,0,0.21,0.4,1.91,96.27,22.92,28.79,22.06,12.15,14.08,81
Illinois,Franklin,48.89,51.11,7.16,16.79,7.55,10.18,12.39,14.27,13.27,9.93,8.47,97.73,0.25,0.15,0.23,0,0.32,1.24,1.21,96.89,34.91,31.85,17.37,8.71,7.15,85
Illinois,Edwards,49.37,50.63,6.81,17.38,6.74,9.39,12.54,15.34,14.08,8.87,8.85,97.38,0.67,0,0.33,0,0,1.41,0,97.38,31.31,30.67,18.47,10.33,9.22,71
Illinois,Effingham,49.67,50.33,7.98,18.13,8.33,10.86,11.72,15.62,12.18,7.72,7.46,97.45,0.1,0.09,0.31,0.02,0.88,1.13,1.53,96.77,24.94,25.52,21.89,12.5,15.14,76
Illinois,Fayette,52.59,47.41,7.04,16.68,9.11,11.1,12.73,15.12,12.06,8.35,7.82,97.41,0.22,0.09,0.59,0.03,0.38,0.68,1.12,96.68,30.31,28.38,20.84,8.15,12.33,79
Illinois,Hardin,49.7,50.3,6.39,14.95,6.23,8.94,11.74,14.93,16.5,12.18,8.15,96.92,0.81,0,0.53,0,0,3.63,0.93,96.16,45.18,22.81,16.97,9.9,5.14,113
Illinois,Gallatin,48.74,51.26,7.23,15.19,7.21,9.48,11.58,14.47,14.35,11.86,8.62,100.68,0.7,0.43,0.21,0,0.11,1.16,0.27,100.52,33.87,27.39,20.78,9.17,8.79,92
Illinois,Greene,50.51,49.49,6.92,17.47,7.54,10.38,12.14,15.81,12.53,8.92,8.27,98.2,0.35,0.22,0.1,0.22,0.61,1,0.76,97.98,30.18,28.76,20.66,12.75,7.65,96
Illinois,Grundy,49.89,50.11,8.74,19.96,7.37,12.43,14.7,14.75,10.97,6.23,4.85,92.93,1.15,0.07,0.47,0.03,1.4,1.31,7.55,87.1,14.07,23.14,21.75,16.93,24.1,99
Illinois,Hamilton,48.85,51.15,7.01,17.03,6.76,10.43,10.96,14.52,13.53,10.13,9.63,98.34,0.19,0.33,0,0,0.33,0.76,1.03,97.85,32.29,27.32,18.5,11.9,9.99,106
Illinois,Hancock,49.15,50.85,7.01,16.35,6.66,9.4,11.14,15.11,14.51,10.34,9.48,98.34,0.24,0.16,0.3,0,0.17,1.44,0.6,98.21,28.57,27.31,21.8,11.88,10.43,111
Illinois,Kankakee,49.12,50.88,8.13,18.82,9.87,11.2,12.52,14.26,11.77,7.01,6.42,78.14,14.98,0.22,0.91,0.02,2.55,1.99,8.15,73.31,24.04,25.63,20.07,14.38,15.88,161
Illinois,Henderson,49.3,50.7,5.67,15.89,5.78,8.57,10.97,16.98,15.24,11.62,9.28,97.65,0.11,0.16,0.79,0.16,1.62,1.28,0.46,97.56,28.62,27.42,21.47,11.58,10.91,117
Illinois,Henry,49.74,50.26,7.27,18.04,6.77,9.94,11.98,15.28,13.64,8.82,8.26,94.64,1.51,0.35,0.27,0.04,2.05,1.12,4.51,91.96,22.53,28.3,20.53,13.66,14.99,121
Illinois,Iroquois,48.86,51.14,6.71,18.24,6.52,9.05,11.54,15.66,13.35,9.64,9.29,97.28,0.86,0.26,0.33,0.05,1.23,1.17,5.23,93.68,22.32,30.19,20.41,14.31,12.78,125
Illinois,Jackson,50.94,49.06,6.13,13.88,24.84,12.23,9.8,11.11,10.39,5.91,5.72,78.04,14.35,0.3,3.41,0.04,1,2.27,3.81,76.17,42.09,24.56,14.1,8.78,10.47,129
Illinois,Jasper,49.82,50.18,7.05,17.04,7.4,9.99,11.37,16.43,13.29,8.7,8.71,99.34,0,0.33,0.28,0,0,0.61,0.63,98.71,26.67,27.72,23.85,11.66,10.09,133
Illinois,Jefferson,51.37,48.63,7.44,16.09,8.21,11.28,12.82,14.56,13.41,8.64,7.55,89.19,8.24,0.28,0.58,0.02,0.82,1.83,2.08,88.33,30.42,29.21,19.27,10.47,10.63,137
Illinois,Jersey,48.97,51.03,6.91,17.42,9.43,9.88,12.19,15.94,12.54,8.39,7.29,97.69,0.73,0,0.25,0,0.08,1.02,0.94,96.83,20.37,25.7,22.58,15.66,15.69,142
Illinois,Jo Daviess,50.17,49.83,6.32,15.54,6.07,8.11,11.01,15.17,16.47,11.94,9.37,96.68,0.29,0.36,0.48,0,1.75,0.66,2.65,96.02,21.19,28.61,21.63,14.44,14.14,145
Illinois,Johnson,55.78,44.22,5.52,15.2,8.46,11.47,13.26,15.28,13.59,10.29,6.93,85.84,13.72,0.07,0.39,0,0.56,0.44,2.55,83.79,30.6,29.41,20.45,11.08,8.46,152
Illinois,Kane,49.84,50.16,9.4,21,8.21,12.1,14.77,14.41,10.47,5.46,4.19,72.81,5.43,0.17,3.18,0.01,14.04,1.91,28.61,59.16,14.38,21.53,18.79,14.97,30.32,156
Illinois,LaSalle,49.92,50.08,7.07,17.3,8.09,10.51,12.2,15.77,12.66,8.08,8.32,92.95,1.41,0.13,0.53,0,2.87,2,7.52,88.74,23.04,25.28,22.37,13.5,15.81,175
Illinois,Lawrence,55.98,44.02,6.36,14.07,9.85,13.21,13.97,14.88,11.73,7.88,8.06,87.86,8.89,0.19,0.29,0.27,1.53,1.07,2.69,87.13,34.62,28.67,19.05,7.3,10.37,177
Illinois,Lee,52.48,47.52,6.82,15.98,7.83,10.67,13.03,16.61,13.39,8.14,7.53,92.65,4.02,0.21,0.34,0,1.11,1.85,4.69,89.08,22.96,28.37,20.59,13.43,14.66,180
Illinois,McLean,48.55,51.45,7.59,17.07,16.85,12.3,12.35,13.33,10.27,5.32,4.91,83.61,7.02,0.17,3.93,0.02,1.4,2.17,4.01,81.56,20.96,22.29,19.36,13.88,23.52,193
Illinois,Kendall,49.52,50.48,10.73,21.98,6.76,14.1,17.48,13.03,8.61,4.46,2.85,78.6,4.35,0.07,2.68,0,3.6,2.73,14,69.43,7.61,16.5,21.16,19.51,35.23,165
Illinois,Knox,50.23,49.77,6.42,15.5,9.78,10.36,11.5,14.22,13.76,9.19,9.26,87.66,7.45,0.48,0.73,0.01,2.13,1.57,4.62,85.67,32.39,28.09,19.19,11.55,8.78,166
Illinois,Lake,49.91,50.09,8.14,20.81,8.58,10.36,14.18,16.2,11.34,5.75,4.64,76.14,6.6,0.17,6.01,0.02,8.02,2.15,18.93,65.83,12.56,17.94,17,14.6,37.9,170
Illinois,Livingston,50.13,49.87,6.82,17.08,8.1,11.12,12.54,16.17,12.4,7.92,7.85,92.57,4.7,0.13,0.49,0.03,1.08,1.15,3.68,90.18,23.2,26.11,22.9,13.48,14.31,182
Illinois,Logan,50.71,49.29,6.34,15.11,10.81,12.17,12.89,14.94,12.04,7.75,7.96,86.93,10.15,0.18,0.29,0,1.58,1.31,2.76,86.25,23.8,26.91,20.96,14.34,13.98,186
Illinois,McDonough,50.07,49.93,5.54,13.22,27.58,9.25,8.59,10.94,10.64,6.79,7.45,91.31,4.44,0.35,1.94,0.08,0.75,1.49,2.61,89.6,39.94,24.62,15.37,11.56,8.5,189
Illinois,McHenry,49.86,50.14,7.88,20.84,7.18,10.21,15.33,17.04,11.37,6.01,4.13,89.73,1,0.15,2.65,0,4.18,1.42,10.78,83.69,11.78,18.32,18.64,18.02,33.24,192
Illinois,Mason,49.08,50.92,6.31,17.15,6.62,9.2,12.13,15.28,14.18,9.65,9.48,99.75,0.16,0.27,0.92,0,0.25,0.39,0.74,99.3,26.9,30.93,18.63,11.75,11.78,206
Illinois,Macon,47.8,52.2,7.54,16.69,9.06,10.61,11.55,14.71,13.46,8.2,8.18,80.22,15.62,0.14,0.96,0,0.42,2.6,1.78,79.18,27.25,28.24,18.03,11.57,14.92,194
Illinois,Macoupin,49.3,50.7,7.16,16.77,8.16,10.01,12.03,15.39,13.37,8.49,8.62,98.18,0.31,0.18,0.33,0,0.11,1.33,0.95,97.55,26.06,25.95,22.32,12.55,13.13,196
Illinois,Madison,48.86,51.14,7.32,16.78,10.25,11.32,12.65,15.33,12.09,7.34,6.93,88.34,7.94,0.23,0.76,0.01,0.67,1.57,2.54,86.61,23.54,24.54,20.48,13.22,18.22,199
Illinois,Marion,48.64,51.36,7.7,17.09,7.95,9.89,11.47,15.06,13.29,9.11,8.44,94.01,2.78,0.16,0.41,0.03,0.5,2.83,1.5,93.11,32.31,28.42,19.59,10.15,9.52,201
Illinois,Marshall,49.26,50.74,6.34,16.69,6.47,9.16,11.67,15.38,14.76,9.88,9.64,97.89,0.3,0.08,0.7,0,0.97,1.04,2.07,97.05,23.99,26.69,21.57,13.76,13.99,202
Illinois,Ogle,49.58,50.42,7.16,19.05,7.19,9.53,13.12,16.26,12.51,8.35,6.83,95.5,0.53,0.03,0.64,0,1.61,1.84,8.42,89.33,18.91,24.94,25.26,14.79,16.1,229
Illinois,Massac,47.79,52.21,7.56,16.45,7.14,9.8,12.57,15.36,12.72,9.47,8.92,91.64,4.32,0.21,0.36,0,0.77,2.68,1.85,90.24,29.13,29.06,22.66,11.11,8.04,208
Illinois,Menard,48.65,51.35,6.93,18.09,6.5,9.22,12.7,16.51,14.48,8.82,6.75,99.48,0.14,0.02,0,0,0.02,0.31,0.81,98.99,19.19,25.57,21.97,14.16,19.11,212
Illinois,Mercer,49.44,50.56,7,17,6.52,8.99,12.17,15.89,14.16,9.78,8.48,98.47,0.37,0.22,0.21,0.08,0.57,0.8,1.55,97.79,19.28,30.2,20.46,16.32,13.74,216
Illinois,Morgan,50.25,49.75,6.64,16.12,10.04,10.68,11.54,15.19,13.1,8.58,8.12,92.22,5.92,0.33,0.28,0.03,0.11,1.68,1.95,90.67,27.41,27.32,19.13,13.4,12.73,225
Illinois,Moultrie,48.58,51.42,8.08,18.19,7.18,10.73,11.34,14.25,12.6,8.5,9.13,97.3,0.15,0,0.75,0.18,0.23,0.57,0.75,97.08,22.89,32.79,19.69,11.2,13.44,227
Illinois,Monroe,49.4,50.6,7.16,18.53,6.77,9.97,13.5,17.72,12.22,7.14,7,96.59,0.13,0.12,0.31,0.08,0.26,0.92,1.28,95.72,14.55,19.76,20.36,15.92,29.4,219
Illinois,Montgomery,52.3,47.7,6.82,15.75,7.91,10.99,12.88,15.72,12.66,8.26,9.01,95.37,3.33,0.22,0.25,0.25,0.39,0.61,1.43,94.56,30.12,28.11,18.05,12.75,10.98,223
Illinois,Pike,49.9,50.1,7.37,16.59,7.44,9.6,12.11,14.41,13.4,9.44,9.65,97.74,1.22,0.38,0.67,0,0.23,0.67,0.88,97.21,29.15,31.09,19.09,11.25,9.42,241
Illinois,Peoria,48.39,51.61,8.12,17.46,10.2,12,12.21,13.71,12.37,7.19,6.73,75.08,17.35,0.11,2.87,0.05,1.25,2.55,3.5,73.21,24.75,25.48,19.34,12.56,17.87,233
Illinois,Perry,54.2,45.8,6.42,15.81,9.79,11.96,13.26,14.61,12.43,8.23,7.49,89.06,8.65,0.49,0.48,0,1.14,0.78,2.85,87.76,30.87,29.79,20.78,10.57,7.99,235
Illinois,Piatt,49.44,50.56,6.65,18.49,6.22,9.51,12.24,17.01,13.66,8.83,7.38,98.12,0.3,0,0.09,0,0.09,1.28,0.85,97.38,17.21,26.99,24.81,12.33,18.67,238
Pennsylvania,Allegheny,47.87,52.13,6.24,14.87,10.2,11.42,11.93,15.27,13.3,7.82,8.94,82.01,12.97,0.12,2.67,0.03,0.42,1.76,1.44,81.13,26.66,25.14,17.95,11.67,18.58,2302
Pennsylvania,Armstrong,49.34,50.66,6.27,15.56,6.77,9.47,12.59,16.66,14.28,9.19,9.21,98.79,0.85,0.05,0.18,0,0.31,0.6,0.58,98.53,27.66,30.33,20.73,11.1,10.18,2309
Pennsylvania,Bedford,49.65,50.35,6.34,16.42,6.69,9.12,13.02,15.77,13.61,10.25,8.79,98.54,0.38,0.08,0.23,0.05,0.16,0.79,0.86,97.92,29.05,32.39,20.68,9.11,8.77,2324
Pennsylvania,Blair,48.55,51.45,6.84,15.84,8.92,9.99,12.19,14.8,13.71,8.68,9.05,96.4,1.72,0.06,0.59,0.01,0.26,0.95,0.97,95.86,29.64,28.05,20.32,11.19,10.8,2328
Pennsylvania,Berks,49.06,50.94,7.44,18.02,9.5,10.08,13.1,15.24,12.13,7.19,7.29,83.68,4.5,0.14,1.25,0.03,7.53,1.87,14.89,77.53,21.18,25.61,21.18,13.67,18.36,2326
Pennsylvania,Fulton,50.33,49.67,7.36,16.96,6.98,9.63,13.76,14.97,13.2,10.23,6.91,97.93,0.92,0.22,0.03,0,0.06,0.8,0.82,97.14,26.39,28.42,22.14,11.61,11.44,2446
Pennsylvania,Bradford,49.23,50.77,7.22,16.86,6.85,9.14,12.13,15.89,14.1,9.73,8.08,97.27,0.52,0.16,0.49,0,0.31,0.92,1.11,96.55,30.27,29.45,20.06,10.35,9.87,2333
Pennsylvania,Bucks,49.05,50.95,6.64,17.61,7.38,9.5,13.43,17.45,13.41,7.56,7.03,90.25,3.58,0.14,3.69,0.02,0.77,1.17,3.92,87.26,12.99,18.97,18.15,14.9,34.99,2336
Pennsylvania,Carbon,49.31,50.69,6.36,15.52,6.77,9.55,13.38,16.45,14.12,9.36,8.48,95.22,1.47,0.14,0.51,0,0.68,0.93,3.02,93.26,24.38,28.16,22.85,11.86,12.75,2349
Pennsylvania,Centre,51.8,48.2,5.23,13.33,27.69,10.71,10.4,11.63,9.72,5.94,5.34,88.16,2.81,0.23,5.11,0.05,0.83,1.14,2.3,86.72,27.05,25.52,18.28,11.72,17.44,2354
Pennsylvania,Chester,49.14,50.86,7.6,18.74,8.56,9.79,13.82,16.35,12.34,6.82,5.99,85.91,5.99,0.1,3.55,0.01,1.38,1.4,5.81,81.63,12.04,16.1,16.04,14.38,41.45,2360
Pennsylvania,Cambria,49.42,50.58,6.1,14.99,8.91,9.48,12,15.25,14.42,8.83,10.01,95.18,3.6,0.08,0.57,0.05,0.26,0.98,1.38,94.35,31.24,29.31,19.05,11,9.4,2341
Pennsylvania,Cameron,49.14,50.86,5.01,15.42,5.35,8.24,10.99,16.7,16.93,10.21,11.15,100.57,0.06,0.14,0.33,0,0,1.1,0.55,100.02,25.45,36.86,19.12,10.82,7.75,2343
Pennsylvania,Clinton,49.01,50.99,6.76,15.89,14.42,9.17,11.28,13.92,12.38,8.38,7.8,96.23,1.38,0.15,0.43,0,0.34,0.79,1.02,95.6,31.69,30.45,20.27,9.67,7.93,2379
Pennsylvania,Crawford,48.82,51.18,6.87,17.21,8.73,9.32,12.25,15.03,14.02,8.84,7.74,96.7,1.72,0.22,0.38,0.01,0.25,1.16,0.96,96.2,30.88,31.34,18.24,9.69,9.85,2389
Pennsylvania,Cumberland,49.1,50.9,6.54,15.72,10.48,10.66,12.89,15.03,13.07,7.88,7.73,90.23,2.97,0.12,2.65,0.04,0.56,1.71,2.5,88.57,16.81,25.1,19.94,15.64,22.51,2397
Pennsylvania,Dauphin,48.35,51.65,7.49,17.06,8.53,11.56,12.9,15.53,13.19,7.09,6.65,73.38,17.32,0.11,2.93,0.03,2.24,2.76,6.33,70.05,21.92,25.91,18.97,14.35,18.85,2403
