State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),"Under $25,000","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 and over",Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Utah,Sevier,50.45,49.55,9.73,24.36,7.43,12.3,10.23,11.84,10.41,8.11,6.38,94.87,0.19,1.11,0.32,0.17,1.81,1.53,4.48,92.9,7.57,10.84,7.68,3.2,4.07,41.05,1.97,27.64,69.87,14.35,261
Kentucky,Livingston,49.02,50.98,6.15,16.01,6.98,9.26,12.23,16.07,15.66,10.78,7.34,97.89,0.22,0.28,0.21,0.06,0.23,1.1,1.29,97.1,11.71,12.42,5.81,3.65,4.29,43.33,2.67,35.42,65.53,15.79,1575
Kentucky,Meade,50.14,49.86,8.26,21.24,9.13,12.16,13.38,15.18,10.99,6.36,4.05,92.4,3.31,0.51,0.55,0.13,0.62,2.48,3.0,90.57,8.79,11.63,7.08,3.77,3.85,41.08,4.22,26.76,73.48,15.11,2084
Virginia,Fairfax,49.39,50.61,7.42,18.67,7.89,13.26,15.25,16.16,12.16,5.82,4.0,62.68,9.17,0.36,17.53,0.08,6.12,4.06,15.58,54.6,2.58,4.22,5.03,4.68,18.79,52.81,2.39,19.87,77.88,11.54,2939
Virginia,Fauquier,49.32,50.68,6.68,20.85,6.76,8.77,13.83,18.08,13.33,7.6,5.11,85.28,8.16,0.37,1.28,0.06,2.44,2.4,6.41,81.91,3.6,5.91,5.51,5.03,14.27,51.21,2.51,22.37,74.97,11.58,2940
Virginia,Floyd,50.18,49.82,6.24,17.4,6.34,9.55,13.16,15.27,15.21,10.37,7.21,95.95,1.83,0.13,0.23,0.01,0.77,1.09,2.7,94.15,13.02,10.41,9.25,5.61,3.16,46.94,3.32,29.14,65.91,16.79,2708
Virginia,Fluvanna,45.95,54.05,7.05,17.91,5.77,11.27,14.95,15.59,12.63,9.28,6.38,80.74,15.33,0.19,0.57,0.04,1.0,2.13,2.96,79.09,4.91,8.65,6.78,6.52,8.67,46.1,2.28,29.22,67.82,11.53,2709
Virginia,Franklin,49.33,50.67,6.09,16.8,8.12,8.54,12.4,15.79,15.3,10.64,6.95,88.5,8.15,0.27,0.45,0.03,1.39,1.22,2.54,87.38,10.91,12.1,8.24,4.97,5.36,43.99,3.59,32.1,65.64,14.86,2710
Virginia,Frederick,49.7,50.3,7.16,20.27,7.6,10.62,14.6,16.04,11.91,7.48,5.23,89.31,4.05,0.3,1.24,0.04,3.04,2.02,6.6,86.32,5.42,9.12,7.19,5.51,9.23,48.3,2.66,23.76,72.63,13.48,2941
Kentucky,Logan,48.93,51.07,7.1,19.34,7.37,10.65,12.43,15.15,12.92,9.12,6.54,90.13,6.58,0.23,0.24,0.04,1.24,1.54,2.43,89.19,14.62,10.96,6.7,4.12,3.46,43.04,4.49,31.45,64.69,18.73,2080
Kentucky,Lyon,55.08,44.92,4.37,12.46,5.93,10.49,12.8,16.41,17.08,12.61,8.35,92.96,5.3,0.14,0.29,0.01,0.2,1.08,0.93,92.28,12.42,11.87,7.17,4.53,3.36,32.14,2.32,52.73,54.11,12.2,1576
Kentucky,McCracken,47.95,52.05,6.77,17.45,7.25,10.78,12.47,15.26,13.9,8.74,8.04,85.05,11.02,0.23,0.8,0.02,0.75,2.14,2.11,83.92,13.21,11.23,6.73,4.48,6.35,42.83,3.51,33.1,68.46,13.25,1577
Kentucky,Magoffin,50.07,49.93,6.8,19.21,8.1,11.04,14.21,15.44,12.89,8.04,4.87,98.62,0.14,0.28,0.06,0.0,0.24,0.67,0.71,98.3,18.68,7.28,6.09,1.4,1.59,26.89,2.82,47.78,71.55,15.29,2230
Kentucky,Marion,51.68,48.32,7.23,19.46,7.79,12.62,13.6,15.26,11.79,7.0,6.02,88.06,8.09,0.15,0.59,0.03,1.35,1.73,2.43,87.21,12.07,10.77,5.96,3.91,3.3,39.94,2.44,34.7,65.64,15.52,2083
Kentucky,Marshall,49.18,50.82,5.92,16.73,6.74,9.54,12.74,15.24,14.48,11.06,8.23,98.26,0.16,0.19,0.28,0.01,0.28,0.83,1.11,97.52,11.01,12.22,8.08,4.93,4.45,44.51,3.11,33.26,66.14,13.29,1579
Kentucky,McCreary,54.34,45.66,6.65,18.04,8.82,12.74,15.64,14.25,12.17,7.81,4.47,91.36,5.51,0.7,0.14,0.02,0.78,1.49,2.14,90.45,19.1,8.79,4.42,1.01,1.37,26.91,4.97,45.88,61.4,17.03,2081
Kentucky,McLean,49.06,50.94,6.36,19.1,7.12,10.08,13.15,14.85,13.25,9.62,7.28,97.6,0.58,0.24,0.1,0.0,0.7,0.78,1.11,97.35,12.56,11.21,6.23,5.25,3.96,44.34,2.94,32.45,67.56,14.66,1578
Kentucky,Madison,48.56,51.44,6.79,17.32,16.1,11.99,12.97,13.13,10.99,6.44,4.8,91.57,4.36,0.3,0.91,0.04,0.82,2.0,2.19,90.41,11.23,10.04,6.74,3.93,5.15,47.81,3.89,27.42,66.62,15.56,2082
Kentucky,Martin,55.3,44.7,6.23,16.84,8.81,15.15,15.21,14.75,12.26,6.43,4.8,91.96,6.93,0.37,0.17,0.01,0.02,0.54,3.0,89.2,16.64,8.17,2.81,3.33,2.6,26.68,5.5,49.96,64.29,12.03,2231
Kentucky,Mason,48.22,51.78,7.47,18.76,7.6,9.86,13.57,14.85,13.35,8.23,6.9,90.34,6.4,0.21,0.58,0.01,0.66,1.81,1.42,89.69,12.46,10.14,7.12,3.62,4.81,42.01,4.24,31.54,67.88,15.44,2429
Kentucky,Nelson,49.19,50.81,7.76,20.45,7.69,11.62,13.7,15.5,12.34,6.87,4.86,91.93,5.03,0.12,0.5,0.02,0.78,1.62,2.04,90.93,8.96,11.38,8.32,4.76,3.82,44.75,3.63,26.43,73.09,14.54,2090
Kentucky,Menifee,49.9,50.1,6.17,19.81,8.29,9.36,12.37,14.68,14.22,10.02,5.92,96.54,1.84,0.1,0.11,0.02,0.21,1.19,0.81,96.04,15.95,10.66,5.53,3.04,2.0,37.04,2.7,43.99,66.38,17.57,2232
Kentucky,Mercer,48.79,51.21,6.68,19.02,6.91,9.69,13.05,15.78,13.82,9.17,6.75,92.77,3.59,0.18,0.36,0.05,1.27,1.78,2.3,91.95,10.03,10.57,9.39,4.72,4.97,45.72,4.66,27.91,68.97,14.35,2085
Kentucky,Metcalfe,49.59,50.41,6.99,18.64,8.02,9.82,12.85,15.15,12.69,9.2,7.08,96.78,1.52,0.14,0.14,0.0,0.51,0.9,1.14,96.35,13.66,14.2,6.97,2.51,2.18,42.52,2.38,34.31,64.76,18.82,2086
Kentucky,Monroe,49.48,50.52,6.55,18.43,7.07,9.93,12.55,15.29,13.57,10.15,7.0,95.15,2.11,0.11,0.07,0.01,1.44,1.11,2.64,94.08,17.83,11.39,5.87,2.76,1.8,41.07,3.6,35.79,62.83,19.67,2087
Kentucky,Montgomery,48.84,51.16,7.46,18.85,7.92,12.09,14.47,14.47,12.51,7.23,5.57,94.46,2.76,0.18,0.32,0.02,1.11,1.15,2.49,93.27,13.17,10.16,7.09,4.25,3.32,40.92,3.19,31.42,70.43,15.58,2088
Kentucky,Morgan,56.66,43.34,5.81,16.13,8.93,14.13,14.75,15.02,12.67,7.58,5.42,94.26,4.31,0.22,0.33,0.01,0.14,0.73,0.78,93.72,13.29,8.73,4.37,2.92,2.54,32.08,2.15,48.35,59.06,14.09,2233
Kentucky,Muhlenberg,50.51,49.49,6.19,17.44,8.45,10.85,13.22,14.84,13.38,9.18,7.04,93.7,4.53,0.15,0.14,0.02,0.38,1.1,1.17,93.02,13.68,11.52,7.53,3.34,3.18,36.14,3.26,41.35,63.93,15.43,2089
Kentucky,Owsley,49.55,50.45,6.33,18.28,7.91,10.22,12.6,14.76,14.28,9.78,6.98,98.68,0.27,0.25,0.04,0.0,0.17,0.59,0.82,97.98,20.13,5.53,2.31,1.77,1.54,24.75,4.21,48.96,67.95,15.52,2234
Kentucky,Nicholas,49.7,50.3,7.06,19.13,6.69,10.61,13.92,14.87,12.92,8.76,6.8,97.87,0.57,0.1,0.22,0.0,0.5,0.73,1.37,97.01,12.22,11.6,7.29,5.16,2.14,43.77,2.24,32.64,66.35,17.49,2091
Kentucky,Ohio,49.96,50.04,7.98,18.98,7.84,10.76,12.59,14.32,12.75,8.91,6.53,96.23,0.82,0.21,0.21,0.03,1.47,1.02,3.54,94.5,12.53,11.91,6.47,3.38,2.5,38.11,3.79,35.8,68.78,14.81,2092
Kentucky,Oldham,52.62,47.38,6.66,23.66,5.77,9.39,16.43,17.71,12.35,6.06,3.18,91.03,4.34,0.28,1.32,0.05,1.31,1.67,3.54,89.19,4.14,5.41,5.61,4.63,12.17,43.82,2.67,26.69,74.26,8.44,2430
Kentucky,Pendleton,50.05,49.95,6.9,20.0,8.13,9.95,13.96,17.04,12.46,7.15,5.13,98.16,0.36,0.22,0.13,0.02,0.21,0.9,0.96,97.61,10.14,9.27,7.99,4.6,3.8,43.37,4.46,29.5,71.73,15.39,2432
Kentucky,Owen,49.67,50.33,7.05,19.63,6.89,10.46,13.16,15.68,13.41,8.63,5.85,96.58,0.84,0.16,0.16,0.01,1.25,1.01,2.27,95.63,11.65,11.71,10.36,4.42,5.03,47.78,2.59,27.94,68.95,15.87,2431
Kentucky,Russell,48.93,51.07,6.64,17.42,7.32,9.95,13.11,15.0,13.73,9.6,7.76,96.46,0.47,0.26,0.23,0.01,1.58,1.0,3.33,94.94,18.2,13.23,5.25,3.19,2.64,38.59,3.05,37.68,64.52,17.59,2095
Kentucky,Perry,49.48,50.52,6.45,17.19,8.64,11.33,14.04,15.74,13.83,8.03,5.36,96.5,1.52,0.13,0.52,0.01,0.32,1.01,0.64,96.2,17.01,8.87,4.86,3.5,3.43,34.5,3.96,42.32,70.3,15.28,2235
Kentucky,Pike,49.01,50.99,6.41,17.51,8.02,11.43,13.86,15.59,14.11,8.09,5.63,97.99,0.54,0.1,0.46,0.02,0.17,0.73,0.69,97.55,16.6,11.5,6.71,3.34,3.41,34.27,2.88,43.46,69.66,15.25,2236
Kentucky,Powell,49.71,50.29,7.49,19.43,7.85,11.23,13.82,14.89,13.25,8.05,4.97,97.68,0.63,0.11,0.13,0.03,0.52,0.9,1.05,97.23,14.94,10.66,6.45,3.02,2.2,36.63,3.39,38.27,69.25,16.7,2237
Kentucky,Pulaski,48.81,51.19,6.81,17.89,7.4,10.67,13.22,14.85,13.55,9.34,6.9,96.13,1.15,0.23,0.46,0.03,0.88,1.12,2.09,95.05,16.46,11.52,5.84,3.48,3.73,39.35,3.4,35.97,66.7,16.31,2093
Kentucky,Robertson,50.26,49.74,6.7,17.13,7.1,9.38,11.74,15.38,14.29,10.43,8.28,98.2,0.18,0.13,0.09,0.0,0.44,0.96,0.96,97.81,16.26,9.51,6.7,2.45,2.41,33.44,7.45,38.26,64.15,16.91,2433
Kentucky,Rockcastle,49.12,50.88,6.48,18.79,7.76,10.29,13.99,15.81,12.9,9.02,5.8,98.4,0.11,0.26,0.08,0.01,0.23,0.91,0.6,98.15,17.65,9.43,5.83,2.23,2.81,36.46,3.66,38.88,66.49,17.65,2094
Kentucky,Rowan,48.61,51.39,6.26,16.65,20.74,10.53,11.63,12.08,10.41,7.23,5.02,96.09,1.5,0.15,0.77,0.02,0.45,1.04,1.26,95.43,14.93,7.72,5.68,3.98,3.2,41.83,2.78,37.12,61.6,15.83,2238
Kentucky,Todd,49.37,50.63,8.74,20.39,8.7,10.57,12.73,14.3,11.12,8.1,6.12,89.03,7.99,0.15,0.1,0.02,1.32,1.39,3.96,86.65,12.38,12.01,6.81,3.25,2.79,40.25,4.08,30.02,64.23,19.7,1580
Kentucky,Scott,49.3,50.7,8.32,20.62,8.89,12.83,15.6,14.34,10.79,5.54,3.72,89.89,5.23,0.27,0.88,0.03,1.89,1.8,4.23,87.85,7.52,8.43,6.65,5.53,8.42,46.69,3.7,21.83,76.25,11.59,2096
Kentucky,Shelby,48.11,51.89,7.19,19.53,7.85,11.57,14.44,15.14,12.89,7.26,4.77,85.43,7.48,0.28,0.61,0.11,3.87,2.23,9.06,81.0,6.84,9.31,6.75,5.59,7.28,48.15,2.88,24.26,68.78,16.01,2097
Kentucky,Simpson,48.89,51.11,7.4,19.24,8.03,10.82,13.25,15.29,12.55,8.24,6.03,87.25,9.38,0.24,0.66,0.02,0.63,1.82,1.88,86.23,11.06,10.97,8.89,4.1,3.45,46.01,4.85,27.22,68.94,15.18,2098
Kentucky,Spencer,50.75,49.25,7.3,20.68,6.35,10.66,16.08,17.35,12.23,6.49,3.75,96.24,1.51,0.19,0.41,0.05,0.43,1.17,1.4,95.41,6.58,7.5,8.15,5.77,7.68,47.71,5.11,21.82,74.48,14.38,2099
Kentucky,Taylor,48.34,51.66,6.91,17.66,11.3,9.97,11.52,14.59,12.59,8.85,7.15,91.95,4.96,0.13,0.53,0.04,0.76,1.63,1.77,91.09,14.94,11.41,7.0,2.95,2.99,40.79,4.51,33.89,64.24,16.05,2100
Kentucky,Woodford,47.99,52.01,6.52,19.88,7.01,9.71,13.46,17.16,14.32,7.67,5.32,89.67,4.93,0.15,0.5,0.04,2.94,1.76,6.74,86.43,7.65,9.8,8.96,5.09,8.59,50.43,3.2,23.46,69.92,15.25,2105
Kentucky,Trigg,49.09,50.91,6.44,18.06,6.53,8.21,12.68,14.54,15.27,11.81,7.2,89.13,8.17,0.27,0.31,0.03,0.38,1.72,1.22,88.4,12.63,12.27,8.34,5.01,4.1,38.41,3.21,37.06,63.61,16.81,1581
Kentucky,Trimble,50.89,49.11,6.92,20.17,7.06,10.4,14.5,15.67,13.15,7.82,5.12,96.4,0.31,0.35,0.43,0.06,1.25,1.2,2.53,95.45,11.51,8.15,7.49,5.54,5.79,43.89,3.98,31.01,70.37,15.68,2434
Kentucky,Union,51.11,48.89,6.55,19.42,13.25,9.96,11.12,13.8,12.83,7.34,6.37,85.45,12.05,0.19,0.34,0.05,0.44,1.49,1.62,84.32,11.49,10.27,7.22,5.14,3.46,41.75,3.92,34.87,69.05,16.27,1582
Kentucky,Warren,48.95,51.05,7.03,18.24,15.81,12.37,12.34,13.18,10.62,6.17,4.76,83.63,9.06,0.28,2.8,0.11,2.02,2.09,4.55,81.56,10.4,10.05,6.76,4.4,5.28,47.01,4.07,25.65,68.18,15.84,2101
Kentucky,Washington,48.95,51.05,6.56,18.99,8.49,9.57,12.87,15.83,12.51,8.49,7.4,90.83,6.33,0.09,0.26,0.02,1.1,1.37,3.35,88.77,10.73,11.27,7.42,5.1,3.58,45.32,4.96,27.66,66.15,16.16,2102
Kentucky,Wayne,49.46,50.54,6.57,17.87,7.74,10.51,12.89,14.74,14.15,9.73,6.25,95.16,1.52,0.2,0.32,0.04,1.6,1.16,2.89,94.13,20.24,11.88,4.89,1.83,2.5,34.46,5.27,39.32,64.45,18.38,2103
Kentucky,Webster,49.67,50.33,7.33,17.99,7.95,10.96,13.1,14.61,13.55,8.38,6.74,91.4,4.13,0.21,0.26,0.32,2.25,1.44,4.26,89.81,11.71,10.89,7.09,3.55,3.41,39.86,3.49,37.1,65.0,17.08,1583
Kentucky,Whitley,48.62,51.38,6.78,19.63,10.46,10.24,12.83,14.14,12.45,8.44,5.82,97.38,0.58,0.27,0.36,0.04,0.18,1.19,0.87,96.87,16.68,10.23,4.93,2.77,2.15,34.01,3.79,41.26,67.19,14.79,2104
Louisiana,Acadia,48.83,51.17,8.4,21.2,9.19,11.24,11.99,14.75,11.23,7.13,5.64,79.53,18.09,0.26,0.22,0.01,0.56,1.32,1.72,78.6,12.67,9.57,5.91,3.67,3.78,40.61,2.91,31.47,67.84,18.31,1385
Kentucky,Wolfe,49.06,50.94,7.42,18.55,6.74,10.66,12.43,15.79,13.43,9.48,6.09,98.78,0.14,0.29,0.04,0.0,0.18,0.58,0.56,98.45,19.06,9.07,3.55,1.47,0.75,23.68,1.71,52.44,68.92,15.12,2239
Oregon,Union,49.24,50.76,6.91,17.61,10.81,10.22,10.02,13.59,14.58,8.78,7.95,93.09,0.51,1.12,0.81,0.88,1.29,2.29,3.89,90.91,11.77,11.42,6.97,4.92,4.8,43.74,3.65,31.16,66.15,15.44,1209
Oregon,Wallowa,49.07,50.93,5.91,14.48,5.27,8.29,8.88,15.55,19.01,12.59,10.62,96.05,0.37,0.64,0.34,0.1,0.53,1.97,2.23,94.53,12.91,13.46,6.89,5.14,4.62,44.35,4.94,33.88,59.7,17.12,1210
Pennsylvania,Beaver,48.25,51.75,5.81,16.66,7.55,9.63,11.88,16.54,14.06,8.89,9.68,91.22,6.26,0.11,0.42,0.02,0.24,1.73,1.17,90.42,10.46,11.61,8.35,5.14,5.69,47.84,3.24,31.33,71.95,8.16,2872
Louisiana,Assumption,48.91,51.09,6.9,20.04,8.65,10.91,12.64,15.52,12.75,7.7,5.73,66.76,30.49,0.57,0.25,0.05,0.99,0.89,2.13,65.93,10.1,9.45,7.51,4.36,4.72,39.67,3.28,35.73,69.94,15.63,1388
Louisiana,Allen,56.24,43.76,7.17,17.58,8.64,14.01,14.39,14.75,11.27,7.4,5.52,71.55,23.23,2.41,0.68,0.02,0.49,1.61,1.33,70.94,10.99,9.61,5.48,2.99,3.49,34.84,2.14,43.24,55.93,15.41,1386
Louisiana,Ascension,49.38,50.62,8.62,22.18,8.31,12.62,15.25,14.41,10.48,5.52,3.34,73.28,22.24,0.32,0.95,0.08,1.91,1.22,4.69,70.84,6.06,7.18,5.96,5.33,8.71,45.58,2.57,23.14,76.52,14.32,1387
Louisiana,Beauregard,50.96,49.04,7.56,20.56,8.3,12.1,13.3,14.0,11.95,7.74,5.23,82.24,13.06,1.0,0.63,0.05,0.62,2.41,2.81,80.58,9.57,10.47,7.15,3.84,4.84,39.17,3.25,31.0,66.08,17.93,1390
Oregon,Wasco,49.6,50.4,7.1,17.98,7.86,10.11,11.09,13.85,14.9,8.98,8.67,86.07,0.42,4.43,0.76,0.58,5.2,2.55,14.85,77.56,10.16,12.7,6.95,4.3,4.77,43.28,4.22,30.64,61.89,19.89,103
Oregon,Washington,49.18,50.82,7.95,19.53,8.55,14.17,15.3,14.08,11.0,5.42,4.6,76.58,1.82,0.74,8.64,0.46,7.51,4.25,15.72,69.75,5.98,8.65,7.26,5.23,9.95,49.16,4.07,21.75,73.82,15.29,104
Oregon,Wheeler,49.83,50.17,4.93,15.34,3.96,7.7,8.19,13.88,17.63,16.52,12.63,92.44,0.0,1.25,0.56,0.14,2.57,3.05,4.3,90.7,16.38,13.53,8.19,3.19,2.5,42.61,3.05,40.6,53.3,19.01,105
Oregon,Yamhill,50.19,49.81,7.23,20.22,9.84,11.23,12.89,13.92,12.07,7.01,6.36,85.45,0.88,1.53,1.49,0.17,7.2,3.29,14.71,79.09,7.14,9.1,7.2,5.0,5.86,44.46,4.32,26.79,65.52,16.49,106
Pennsylvania,Adams,49.17,50.83,6.12,18.38,9.09,9.36,13.18,15.61,13.33,8.42,7.32,93.66,1.54,0.21,0.74,0.02,2.51,1.33,6.03,90.56,6.88,9.58,8.71,5.62,7.01,51.31,2.66,25.67,71.0,10.04,2869
Kentucky,Bracken,49.81,50.19,7.59,20.03,7.52,10.26,13.44,15.74,12.52,7.86,5.8,97.79,0.34,0.2,0.06,0.01,0.55,1.05,1.13,97.21,12.45,10.54,7.6,3.55,3.29,42.33,3.09,31.67,70.06,15.81,2419
Kentucky,Campbell,49.0,51.0,6.88,18.07,10.99,12.31,12.57,15.1,11.84,6.76,6.03,94.33,2.53,0.14,0.83,0.02,0.6,1.54,1.65,93.44,9.36,9.64,7.16,4.98,7.94,49.58,3.69,25.32,72.1,11.97,2420
Kentucky,Bullitt,49.49,50.51,7.0,20.49,7.7,11.27,14.8,16.09,12.31,7.21,3.94,96.84,0.65,0.32,0.5,0.03,0.47,1.2,1.4,96.03,7.56,10.05,8.35,5.43,5.29,46.53,4.02,25.09,74.67,13.16,2057
Kentucky,Butler,50.1,49.9,6.85,17.98,8.06,11.27,12.69,15.11,12.77,9.17,6.63,96.95,0.38,0.28,0.16,0.0,1.32,0.91,2.54,96.0,16.09,11.45,6.82,4.12,2.29,40.37,4.41,36.43,65.93,17.38,2058
Kentucky,Caldwell,48.2,51.8,6.61,17.42,7.23,9.28,12.8,14.73,14.68,9.91,7.91,92.76,5.14,0.15,0.25,0.02,0.34,1.34,0.99,92.05,15.55,10.7,6.48,3.8,3.99,40.06,3.3,37.39,66.05,15.33,1565
Kentucky,Carlisle,48.82,51.18,6.84,17.55,7.17,9.99,12.23,14.56,13.58,9.6,9.31,97.2,0.76,0.55,0.27,0.0,0.31,0.9,1.63,96.12,15.52,11.72,7.35,4.04,1.78,38.75,5.11,38.05,64.46,16.05,1567
Kentucky,Calloway,48.2,51.8,5.73,14.98,20.46,10.26,10.31,12.13,11.54,8.6,6.51,91.98,3.74,0.23,1.77,0.03,0.75,1.5,2.39,90.54,13.72,11.4,6.75,4.09,3.95,47.58,4.32,30.98,62.5,14.83,1566
Kentucky,Crittenden,49.88,50.12,7.02,17.09,7.14,9.9,12.25,14.84,14.0,10.56,7.55,97.75,0.82,0.35,0.18,0.08,0.13,0.7,0.52,97.32,15.5,11.69,6.77,3.91,2.37,38.4,3.89,36.36,63.39,16.61,1569
Kentucky,Carroll,50.93,49.07,8.02,19.0,8.21,11.77,13.54,15.05,12.12,7.18,5.73,92.08,1.51,0.26,0.55,0.02,3.25,2.33,7.3,88.57,13.38,8.7,7.2,4.85,4.92,43.16,7.23,26.85,68.85,15.99,2421
Kentucky,Carter,49.79,50.21,7.0,18.55,8.94,10.79,12.97,14.54,13.01,8.92,5.94,97.77,0.53,0.24,0.18,0.02,0.4,0.86,1.16,97.15,15.19,10.61,6.05,3.35,2.97,38.48,3.55,37.84,67.54,15.31,2217
Kentucky,Casey,48.81,51.19,6.83,18.55,7.54,10.57,12.88,14.2,13.97,9.45,6.68,97.18,0.53,0.2,0.19,0.03,1.0,0.87,2.37,96.06,17.46,10.6,5.49,2.48,1.66,39.77,2.9,35.51,61.96,19.83,2059
Kentucky,Christian,50.68,49.32,10.44,19.56,14.63,14.28,11.23,10.76,8.96,5.55,4.72,71.52,21.24,0.58,1.02,0.39,1.99,3.25,6.14,68.57,10.48,11.93,6.84,2.83,2.97,32.83,4.47,26.26,68.69,14.55,1568
Kentucky,Clark,48.84,51.16,6.93,18.36,7.48,10.97,14.1,15.38,13.3,7.92,6.25,92.19,4.8,0.15,0.38,0.02,1.03,1.44,2.5,91.0,11.26,10.45,8.95,3.89,6.26,45.8,4.15,28.41,69.68,14.98,2060
Kentucky,Clay,53.43,46.57,6.36,17.8,8.7,13.58,15.34,14.77,11.96,7.4,4.66,94.17,4.21,0.16,0.12,0.01,0.44,0.89,1.85,92.91,16.7,6.82,3.7,1.66,1.12,23.57,7.05,51.73,64.31,13.97,2218
Kentucky,Clinton,50.02,49.98,6.83,18.73,7.04,9.98,12.79,15.0,13.51,10.02,6.56,96.75,0.38,0.18,0.13,0.25,1.13,1.18,2.25,96.04,21.59,11.97,3.17,2.31,1.68,35.67,3.86,38.51,65.14,17.44,2061
Kentucky,Fayette,49.22,50.78,7.07,16.02,14.4,14.77,13.28,13.5,10.77,5.73,4.8,75.73,14.53,0.26,3.23,0.05,3.7,2.51,6.92,73.05,11.11,10.1,7.12,4.89,7.65,51.4,3.48,24.13,69.71,15.79,2066
Kentucky,Cumberland,49.1,50.9,6.84,17.28,7.37,8.63,12.25,15.32,13.73,10.63,8.46,95.39,2.6,0.12,0.13,0.0,0.45,1.31,0.92,94.92,16.55,13.39,5.05,1.58,2.23,40.84,2.95,38.26,62.28,18.57,2062
Kentucky,Daviess,48.54,51.46,7.59,18.82,8.45,11.14,12.53,14.99,12.49,7.67,6.94,91.18,4.79,0.13,0.71,0.06,1.3,1.83,2.61,90.02,11.6,10.86,7.56,4.47,4.46,43.76,3.06,30.15,70.71,12.54,2063
Kentucky,Edmonson,49.92,50.08,6.12,18.34,8.39,10.04,12.63,14.77,14.03,9.83,6.81,96.94,1.39,0.3,0.21,0.01,0.28,0.87,0.82,96.48,14.55,12.02,5.78,4.45,2.27,40.54,4.24,36.47,64.72,18.24,2064
Kentucky,Elliott,56.05,43.95,5.95,16.06,8.23,12.67,14.7,14.93,13.54,8.77,5.67,95.59,3.41,0.13,0.06,0.09,0.17,0.55,0.79,95.17,16.53,8.84,3.35,2.33,1.38,24.77,5.34,46.98,59.03,14.49,2219
Kentucky,Estill,49.3,50.7,6.57,17.92,7.14,10.65,13.68,15.48,13.76,9.33,5.98,98.53,0.2,0.22,0.1,0.0,0.23,0.72,0.69,98.19,16.56,11.86,4.57,2.85,2.36,32.96,4.31,42.52,67.9,16.02,2065
Kentucky,Graves,49.05,50.95,7.17,19.12,7.89,10.6,12.28,14.29,12.77,9.0,7.55,90.43,4.33,0.25,0.33,0.05,2.78,1.83,5.65,87.84,13.57,11.85,6.36,4.11,3.65,40.6,4.24,33.24,64.69,17.79,1571
Kentucky,Fleming,49.07,50.93,6.75,19.54,7.3,10.32,13.83,14.76,13.35,8.64,6.12,97.02,1.28,0.08,0.22,0.01,0.56,0.83,1.04,96.58,15.63,9.9,5.81,4.58,2.9,44.09,3.83,29.93,66.54,18.59,2220
Kentucky,Floyd,48.91,51.09,6.81,17.54,8.15,11.54,13.45,15.39,14.05,8.08,5.48,98.18,0.75,0.1,0.19,0.0,0.22,0.57,0.56,97.9,17.94,10.56,5.48,2.69,2.74,31.42,3.48,46.41,69.23,16.15,2221
Kentucky,Franklin,48.44,51.56,6.74,16.94,9.34,11.3,13.23,15.19,13.8,7.87,6.1,84.44,10.4,0.21,1.43,0.02,1.32,2.19,2.79,83.24,10.6,11.29,7.99,5.16,7.31,47.19,4.16,28.98,67.86,14.29,2067
Kentucky,Gallatin,50.16,49.84,7.84,21.06,8.07,10.59,14.23,15.53,12.07,7.53,3.87,94.68,1.32,0.13,0.17,0.03,1.62,2.05,4.33,92.58,10.76,10.33,8.29,2.2,3.02,39.52,4.83,31.65,70.44,17.64,2422
Kentucky,Fulton,49.63,50.37,6.18,15.34,8.56,11.1,12.12,14.82,14.15,9.36,8.59,73.45,23.62,0.26,0.66,0.03,0.16,1.82,0.78,72.99,17.33,14.13,5.56,3.45,2.54,34.64,6.22,41.35,62.47,13.83,1570
Kentucky,Garrard,49.33,50.67,6.93,18.27,6.82,10.31,14.0,16.45,13.45,8.47,6.09,95.31,2.05,0.14,0.22,0.02,1.31,0.96,2.38,94.4,13.23,10.56,5.8,4.71,2.92,43.05,5.42,30.49,66.41,18.44,2068
Kentucky,Grant,49.88,50.12,8.67,21.48,8.21,11.97,14.15,14.7,10.8,6.73,4.01,96.68,0.72,0.23,0.32,0.15,0.99,0.9,2.34,95.47,9.31,12.08,7.12,3.66,3.94,44.45,4.38,25.54,70.96,16.31,2423
Kentucky,Harlan,48.75,51.25,6.91,17.75,8.55,10.41,12.97,14.9,14.81,8.11,6.17,96.13,2.2,0.14,0.34,0.01,0.22,0.96,0.72,95.74,17.53,9.35,4.71,2.38,2.58,30.05,2.69,47.84,67.91,16.86,2222
Kentucky,Grayson,50.7,49.3,6.97,18.81,7.57,11.11,13.1,14.65,13.38,8.94,6.15,97.3,1.03,0.19,0.24,0.03,0.25,0.97,1.0,96.66,14.95,11.17,6.85,3.09,2.41,38.74,4.24,33.92,65.22,17.16,2069
