PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
PA2450022,DELAWARE WATER GAP BORO,Region 3,Pennsylvania,Community water system,850,,Monroe,7,29,4
PA7360379,CITGO SUBWAY QUARRYVILLE,Region 3,Pennsylvania,Transient non-community system,50,,Lancaster,3,5,2
PA2590846,TIOGA HERITAGE CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,25,,Tioga,3,15,2
PA2640047,INDIAN ROCKS POA,Region 3,Pennsylvania,Community water system,1100,,Wayne,15,439,2
PA2520805,LORISHS MOBILE PARK,Region 3,Pennsylvania,Transient non-community system,48,,Pike,3,6,2
PA7360331,BURGER KING 1514,Region 3,Pennsylvania,Transient non-community system,600,,Lancaster,3,5,2
PA6250046,IMPERIAL POINT WATER SERVICE,Region 3,Pennsylvania,Community water system,1200,,Erie,7,87,5
PA2080342,BURLINGTON HOTEL,Region 3,Pennsylvania,Transient non-community system,25,,Bradford,3,3,1
PA6370911,MT JACKSON PRESBYTERIAN CHURCH,Region 3,Pennsylvania,Transient non-community system,168,,Lawrence,2,3,2
PA7280935,ANTRIM BIC CHURCH,Region 3,Pennsylvania,Transient non-community system,650,,Franklin,3,9,2
PA7010988,GETTYSBURG CHURCH OF CHRIST,Region 3,Pennsylvania,Transient non-community system,140,,Adams,2,0,2
PA6530835,COUDERSPORT GOLF COURSE,Region 3,Pennsylvania,Transient non-community system,25,,Potter,3,5,2
PA1150131,LONGWOOD GARDENS,Region 3,Pennsylvania,Community water system,250,,Chester,6,99,3
PA2401074,WHITETAIL PRESERVE,Region 3,Pennsylvania,Transient non-community system,25,,Luzerne,2,0,1
PA2450478,JP OCONNORS BAR AND GRILL,Region 3,Pennsylvania,Transient non-community system,100,,Monroe,3,7,2
PA2640902,HAMLIN EXPRESS MART,Region 3,Pennsylvania,Transient non-community system,50,,Wayne,3,0,1
PA2400543,MOYERS GROVE CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,350,,Luzerne,2,10,3
PA2451115,W T  CAMPGROUND UPPER WELL,Region 3,Pennsylvania,Transient non-community system,100,,Monroe,2,1,2
PA7670106,FOREST LAKES WATER ASSN,Region 3,Pennsylvania,Community water system,232,,York,3,104,5
PA7670110,WHISPERING PINES MHP,Region 3,Pennsylvania,Community water system,97,,York,4,33,3
PA6610874,BARBERS ORCHARD,Region 3,Pennsylvania,Transient non-community system,50,,Venango,3,0,2
PA6431090,ILSCO EXTRUSIONS,Region 3,Pennsylvania,Non-Transient non-community system,25,,Mercer,3,1,1
