PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CO0162155,BRIGGSDALE WC,Region 8,Colorado,Community water system,80,,Weld,6,16,4
CO0162610,PIERCE TOWN OF,Region 8,Colorado,Community water system,850,,Weld,6,62,5
CO0130321,GREEN MOUNTAIN WSD,Region 8,Colorado,Community water system,25000,,Jefferson,23,0,4
CO0223675,RIFLE FALLS STATE PARK,Region 8,Colorado,Transient non-community system,190,,Garfield,3,4,5
CO0225167,C LAZY U RANCH,Region 8,Colorado,Transient non-community system,146,,Grand,6,13,7
CO0211185,CONEJOS COUNTY COURTHOUSE,Region 8,Colorado,Non-Transient non-community system,80,,Conejos,4,192,1
CO0259176,CHRIST LUTHERAN CHURCH SCHOOL,Region 8,Colorado,Transient non-community system,30,,Summit,4,5,3
CO0260700,SANBORN WESTERN CAMPS,Region 8,Colorado,Non-Transient non-community system,736,,Teller,10,34,6
CO0107189,CRYSTAL SPRING WATER,Region 8,Colorado,Transient non-community system,90,,Boulder,5,27,3
CO0159095,SILVERTHORNE TOWN OF,Region 8,Colorado,Community water system,3520,,Summit,20,96,6
CO0219710,SHRINE MOUNTAIN INN,Region 8,Colorado,Transient non-community system,36,,Eagle,5,4,2
CO0260200,CHRIST HAVEN LODGE,Region 8,Colorado,Transient non-community system,58,,Teller,4,8,4
CO0240500,MOUNTAIN VIEW AT RIVERS EDGE RV,Region 8,Colorado,Transient non-community system,300,,Mineral,4,13,6
CO0157700,SAWPIT TOWN OF,Region 8,Colorado,Community water system,45,,San Miguel,4,66,3
CO0121200,ELEPHANT ROCK MHP,Region 8,Colorado,Community water system,65,,El Paso,5,158,4
CO0208843,WILDERNESS AWARE RAFTING,Region 8,Colorado,Transient non-community system,105,,Chaffee,3,0,1
CO0230412,JEFFCO PINE VALLEY CLIVUS BSMT,Region 8,Colorado,Transient non-community system,100,,Jefferson,3,4,7
CO0222676,RIVER RUNNERS OF CANON CITY,Region 8,Colorado,Transient non-community system,30,,Fremont,3,0,0
CO0347098,BURNING BEAR CG,Region 8,Colorado,Transient non-community system,46,,Park,3,0,3
CO0347270,GENEVA PARK CG,Region 8,Colorado,Transient non-community system,78,,Park,2,4,5
CO0318384,INDIAN CREEK CAMPGROUND,Region 8,Colorado,Transient non-community system,38,,Douglas,4,4,2
CO0145540,PATTERSON VALLEY WC,Region 8,Colorado,Community water system,120,,Otero,5,19,7
CO0253210,FOOTHILLS LODGE,Region 8,Colorado,Transient non-community system,98,,Rio Grande,5,5,7
CO0254138,EUZOA BIBLE CHURCH,Region 8,Colorado,Transient non-community system,370,,Routt,3,28,9
CO0330425,KELSEY CG,Region 8,Colorado,Transient non-community system,65,,Jefferson,3,2,1
CO0136300,BRANSON TOWN OF,Region 8,Colorado,Community water system,110,,Las Animas,9,6,6
CO0347150,DEER CREEK CG,Region 8,Colorado,Transient non-community system,49,,Park,3,0,3
CO0226501,LAKE FORK COVE ALLIANCE INC,Region 8,Colorado,Transient non-community system,25,,Gunnison,5,5,5
CO0247012,CAMP SANTA MARIA WC,Region 8,Colorado,Transient non-community system,140,,Park,4,2,3
CO0118001,BEVERLY HILLS MUTUAL WC,Region 8,Colorado,Community water system,310,,Douglas,11,26,6
CO0162438,KEENESBURG TOWN OF,Region 8,Colorado,Community water system,1100,,Weld,15,45,5
CO0222770,ROYAL GORGE DAIRY QUEEN,Region 8,Colorado,Transient non-community system,52,,Fremont,6,6,5
CO0222530,KOA ROYAL GORGE,Region 8,Colorado,Transient non-community system,52,,Fremont,6,9,4
CO0230294,EVERGREEN INN LLC,Region 8,Colorado,Transient non-community system,30,,Jefferson,3,3,7
CO0130095,MOUNTAIN VIEW VILLAGE,Region 8,Colorado,Community water system,38,,Jefferson,6,158,6
CO0263500,PRAIRIE VISTA RESTAURANT,Region 8,Colorado,Transient non-community system,101,,Yuma,3,8,4
CO0130045,HIDDEN VALLEY MUTUAL WC,Region 8,Colorado,Community water system,155,,Jefferson,10,20,6
CO0221560,CAMP LA FORET,Region 8,Colorado,Transient non-community system,163,,El Paso,8,12,3
CO0103055,GLENDALE CITY OF,Region 8,Colorado,Community water system,4490,GLENDALE,Arapahoe,4,0,5
CO0159070,KINGDOM PARK COURT,Region 8,Colorado,Community water system,70,,Summit,3,1,5
CO0360192,CRAGS CAMPGROUND NO 2 UPPER,Region 8,Colorado,Transient non-community system,61,,Teller,2,2,4
CO0360690,RED ROCKS CG,Region 8,Colorado,Transient non-community system,105,,Teller,4,1,2
CO0121150,COLORADO SPRINGS UTILITIES,Region 8,Colorado,Community water system,418096,,El Paso,81,2,4
CO0144035,WIGGINS TOWN OF,Region 8,Colorado,Community water system,1000,,Morgan,7,19,5
CO0145330,HOLBROOK CENTER SOFT WA,Region 8,Colorado,Community water system,51,,Otero,5,50,6
CO0224174,TAGGERTS INC,Region 8,Colorado,Transient non-community system,43,,Gilpin,3,4,5
CO0221260,CRYSTAL KANGAROO CAMPGROUND,Region 8,Colorado,Transient non-community system,51,,El Paso,7,5,5
CO0135553,NORTH CARTER LAKE WD,Region 8,Colorado,Community water system,293,,Larimer,6,1,3
CO0221750,RD NIXON PLANT CLEAR SPRING RANCH,Region 8,Colorado,Non-Transient non-community system,124,,El Paso,11,1,3
CO0101080,HIGH PLAINS WUA,Region 8,Colorado,Community water system,200,,Adams,7,5,4
CO0125288,FRASER TOWN OF,Region 8,Colorado,Community water system,1200,,Grand,21,10,7
CO0222820,ROYAL VIEW CG,Region 8,Colorado,Transient non-community system,201,,Fremont,5,7,3
CO0201047,TOMAHAWK TRUCK STOP BRIGHTON,Region 8,Colorado,Transient non-community system,100,,Adams,4,12,4
CO0143719,SPRING VIEW TP,Region 8,Colorado,Community water system,145,,Montrose,4,92,5
CO0230837,WEE CREEKERS INC,Region 8,Colorado,Non-Transient non-community system,60,,Jefferson,3,34,5
CO0139180,CLIFTON WD,Region 8,Colorado,Community water system,34500,,Mesa,14,8,6
CO0321685,RAMPART RA,Region 8,Colorado,Transient non-community system,389,,El Paso,4,2,2
CO0111600,LA JARA TOWN OF,Region 8,Colorado,Community water system,825,,Conejos,3,56,8
CO0221446,FUEL BS CONVENIENCE STORE,Region 8,Colorado,Transient non-community system,100,,El Paso,3,8,5
CO0134450,HERMOSA VILLAGE,Region 8,Colorado,Community water system,120,,La Plata,7,7,4
CO0247468,LAKE GEORGE PIZZA,Region 8,Colorado,Transient non-community system,27,,Park,4,2,1
CO0152188,CROSS L ESTATES,Region 8,Colorado,Community water system,50,,Rio Blanco,5,83,2
CO0251470,KOA PUEBLO S COLORADO CITY,Region 8,Colorado,Transient non-community system,124,,Pueblo,3,3,5
CO0230019,CONIFER WA,Region 8,Colorado,Non-Transient non-community system,125,,Jefferson,5,2,6
CO0108900,TRAILS WEST ASSOC,Region 8,Colorado,Community water system,249,,Chaffee,7,5,3
CO0130085,MORRISON TOWN OF,Region 8,Colorado,Community water system,930,,Jefferson,9,42,5
