State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,"FID"
Indiana,Rush,"17,042",24.96,59.46,15.57,97.79,0.55,0.02,0.31,0.0,0.38,0.96,1.09,97.15,8.31,33.38,16.44,9.25,47.41,4.95,5.75,19.86,24.87,32.91,36.64,493
Indiana,St. Joseph,"254,028",25.18,61.24,13.58,79.66,12.99,0.35,1.62,0.06,2.32,2.99,7.26,75.72,7.96,21.31,19.48,17.68,46.3,5.84,7.72,20.71,26.0,33.45,36.68,496
Indiana,Scott,"23,573",23.24,63.32,13.44,97.8,0.34,0.23,0.07,0.0,0.69,0.87,1.5,97.14,15.65,28.77,16.82,7.0,41.82,6.52,7.26,23.45,28.63,37.86,39.98,504
Indiana,Shelby,"43,679",24.5,61.84,13.66,94.78,1.02,0.22,0.69,0.08,2.29,0.92,3.59,93.55,8.86,29.45,18.77,10.6,48.79,5.34,5.56,16.3,21.56,28.17,31.89,506
Indiana,Spencer,"20,608",23.23,61.46,15.31,96.65,0.59,0.31,0.63,0.0,1.59,0.23,2.39,96.05,9.14,31.21,18.89,10.66,48.79,3.71,5.82,15.46,18.68,26.29,28.08,509
Indiana,Starke,"23,131",23.87,60.43,15.7,97.38,0.34,0.19,0.19,0.05,0.65,1.2,3.32,94.92,12.89,30.41,16.6,8.01,40.05,6.15,8.35,22.58,31.16,43.32,46.0,512
Indiana,Steuben,"32,706",22.95,61.78,15.27,93.43,0.56,0.4,0.43,0.02,0.32,4.84,2.35,91.51,7.28,27.75,19.95,13.69,49.31,5.71,4.38,13.55,21.52,29.11,31.91,515
Indiana,Sullivan,"19,031",22.92,61.17,15.92,98.36,0.86,0.12,0.1,0.0,0.32,0.25,0.65,98.07,8.45,29.52,20.89,10.07,44.05,4.07,4.73,22.04,28.08,33.9,35.83,518
Indiana,Switzerland,"10,404",25.22,60.64,14.14,97.65,0.43,0.13,0.0,0.0,0.89,0.88,1.3,97.25,14.03,29.89,16.49,6.27,44.29,5.44,8.46,22.19,28.21,34.8,39.03,526
Indiana,Tippecanoe,"159,419",22.14,68.08,9.78,85.79,3.93,0.18,6.04,0.02,1.66,2.38,7.8,80.22,5.38,16.46,15.5,21.06,50.56,4.32,12.14,25.54,29.82,37.46,39.95,530
Indiana,Tipton,"15,551",21.88,60.92,17.2,98.08,0.18,0.0,0.24,0.0,0.47,1.03,2.28,96.27,7.52,30.5,21.45,11.23,46.76,4.3,4.3,9.63,13.38,20.16,23.88,534
Indiana,Union,"7,334",24.2,61.06,14.74,97.46,0.03,0.1,0.53,0.0,0.0,1.88,0.38,97.46,9.49,26.42,19.09,12.52,47.71,4.79,6.63,17.33,22.48,30.92,32.48,538
Indiana,Vanderburgh,"172,917",22.69,63.04,14.28,86.77,8.95,0.22,0.94,0.0,0.64,2.49,2.2,85.33,7.49,23.31,21.77,14.98,50.05,3.34,7.85,20.64,25.33,32.1,35.05,543
Indiana,Vermillion,"15,842",23.2,60.99,15.81,98.57,0.13,0.44,0.18,0.0,0.09,0.59,0.89,97.71,8.29,30.65,20.74,9.79,44.46,4.41,6.55,21.03,27.19,33.52,38.9,548
Indiana,Vigo,"98,368",22.78,63.19,14.03,90.36,5.0,0.23,1.77,0.03,0.42,2.2,1.71,89.31,8.67,22.77,19.97,14.57,45.7,3.94,8.22,24.48,29.62,36.26,39.62,553
Indiana,Wabash,"30,836",23.27,59.3,17.43,97.06,0.28,0.94,0.31,0.0,0.92,0.49,2.12,95.86,9.21,30.15,18.32,11.37,45.32,5.11,5.66,19.11,24.64,31.67,35.2,555
Indiana,Warren,"8,387",23.55,60.21,16.24,97.78,0.0,0.07,0.21,0.0,0.95,0.98,1.03,97.69,12.28,28.23,18.96,9.81,46.35,3.26,2.44,13.83,17.83,24.3,25.68,567
Indiana,Warrick,"58,423",25.25,61.71,13.04,95.0,0.84,0.21,1.46,0.0,0.65,1.84,1.59,93.79,5.11,21.98,22.26,18.36,50.24,3.66,3.75,12.53,16.34,20.24,23.05,575
Indiana,Washington,"27,650",24.61,61.93,13.45,98.58,0.36,0.13,0.19,0.0,0.03,0.72,1.14,97.52,13.02,30.11,16.33,7.9,44.72,5.23,6.02,20.46,26.21,36.63,38.93,584
Indiana,Wayne,"66,026",23.33,60.31,16.36,90.53,2.98,0.06,0.95,0.0,1.12,4.37,2.56,89.2,11.6,26.81,18.64,11.93,43.86,5.81,9.8,24.55,30.01,37.36,40.5,586
Indiana,Wells,"27,058",24.74,60.22,15.04,98.16,0.41,0.3,0.11,0.0,0.23,0.81,2.09,96.51,6.36,28.41,21.86,10.71,48.61,4.43,1.92,14.44,17.14,25.63,29.37,590
Indiana,White,"24,216",24.05,59.3,16.64,97.52,0.13,0.25,0.26,0.02,0.53,1.29,7.12,90.99,7.35,30.72,20.29,10.3,47.51,4.48,4.07,14.66,21.63,28.11,32.23,594
Indiana,Whitley,"32,637",24.28,61.92,13.8,97.27,0.35,0.18,0.15,0.0,0.76,1.29,1.48,96.6,6.21,28.58,22.06,11.0,49.19,5.22,2.73,12.11,16.99,23.56,26.67,597
Iowa,Adair,"7,452",22.11,57.03,20.85,97.81,0.05,0.15,0.62,0.0,0.0,1.37,0.75,97.33,5.8,30.64,24.07,11.04,53.54,2.23,2.79,13.66,17.71,25.28,27.51,598
Iowa,Adams,"3,957",20.92,57.64,21.43,98.03,0.25,0.13,0.0,0.0,0.25,1.34,1.26,97.4,6.44,29.97,24.08,11.8,51.76,2.32,4.98,14.2,18.98,27.82,31.08,602
Iowa,Allamakee,"13,893",23.02,58.25,18.74,95.39,0.11,1.35,0.98,0.0,0.28,1.9,5.66,92.43,7.62,30.79,21.72,9.7,50.47,4.32,3.49,17.12,24.18,33.16,36.67,608
Iowa,Appanoose,"12,669",22.65,57.52,19.83,97.29,0.47,0.02,0.3,0.0,0.16,1.75,1.29,96.83,8.9,27.56,21.68,11.92,45.83,4.91,6.01,22.15,26.16,36.91,42.67,611
Iowa,Audubon,"5,874",21.72,56.06,22.22,98.38,0.0,0.56,0.15,0.0,0.07,0.83,0.66,98.08,7.59,30.12,22.68,11.95,54.41,1.45,3.52,14.96,21.38,26.06,29.83,615
Iowa,Benton,"25,786",25.47,59.64,14.89,97.44,0.21,0.02,0.16,0.0,0.66,1.51,1.1,96.96,4.79,25.9,24.59,12.52,51.81,2.68,2.59,11.17,15.02,20.47,22.92,619
Iowa,Black Hawk,"124,514",22.31,63.59,14.1,85.72,9.2,0.11,1.44,0.03,1.28,2.22,3.84,83.62,6.58,21.54,19.84,16.77,50.92,3.68,7.81,21.27,25.54,32.94,36.09,623
Iowa,Boone,"25,606",23.11,61.59,15.3,98.04,0.7,0.22,0.59,0.0,0.09,0.36,1.76,96.43,5.19,24.14,25.61,14.26,53.01,2.54,3.47,13.77,18.94,26.6,29.44,625
Iowa,Bremer,"22,733",23.42,59.26,17.33,97.99,0.2,0.1,0.4,0.2,0.14,0.98,1.0,97.26,4.08,24.01,21.15,18.99,52.77,2.44,3.09,10.97,14.16,18.36,20.76,631
Iowa,Buchanan,"20,701",26.93,58.09,14.98,97.77,0.6,0.14,0.53,0.0,0.45,0.52,1.16,97.21,5.82,28.15,19.91,11.82,50.37,2.81,3.03,15.89,18.47,24.03,25.96,632
Iowa,Buena Vista,"18,953",25.67,59.28,15.05,82.03,2.18,0.06,6.18,0.5,6.44,2.61,24.1,66.55,14.82,19.52,17.45,13.86,53.42,1.79,4.63,16.47,22.67,33.9,36.8,633
Iowa,Butler,"14,636",23.82,57.1,19.08,98.63,0.27,0.2,0.28,0.05,0.0,0.57,0.87,97.79,6.76,30.19,22.1,10.9,49.04,2.38,2.48,14.74,18.57,25.36,28.63,361
Iowa,Calhoun,"9,348",20.67,56.92,22.41,98.46,0.21,0.04,0.21,0.0,0.13,0.94,1.27,97.31,5.85,27.64,24.68,14.48,49.66,1.94,7.02,19.07,23.23,29.73,31.46,365
Iowa,Carroll,"20,301",25.14,57.05,17.81,97.42,0.3,0.27,0.83,0.04,0.58,0.56,1.68,96.64,5.89,28.53,21.5,12.21,54.63,1.52,4.16,14.2,18.48,23.24,26.36,369
Iowa,Cass,"13,621",23.02,56.83,20.15,97.69,0.44,0.29,0.02,0.0,0.51,1.04,1.94,96.68,5.08,31.02,22.21,11.57,50.72,2.34,4.32,18.56,24.28,31.9,35.67,374
Iowa,Cedar,"18,199",24.54,58.79,16.67,97.87,0.02,0.06,0.66,0.0,0.36,1.02,1.51,96.77,5.37,27.77,22.39,13.75,54.59,2.34,3.62,12.8,16.17,20.72,23.9,379
Iowa,Cerro Gordo,"43,012",21.34,61.11,17.55,95.36,1.14,0.2,0.99,0.0,0.66,1.65,3.82,92.8,5.45,22.22,28.2,15.05,53.45,3.25,5.31,18.88,23.1,30.66,34.47,383
Iowa,Cherokee,"11,617",21.4,58.16,20.44,97.39,0.09,0.3,0.21,0.0,0.83,1.17,2.35,95.73,5.09,27.7,24.81,13.95,54.04,1.53,1.58,11.76,16.59,25.75,30.47,388
Iowa,Chickasaw,"12,213",23.78,57.67,18.55,97.81,0.15,0.9,0.53,0.0,0.13,0.47,2.21,96.66,7.42,31.82,19.78,10.49,49.1,2.79,4.54,16.15,23.3,32.39,37.3,393
Iowa,Clarke,"9,035",23.24,59.9,16.86,99.14,0.09,0.06,0.11,0.0,0.0,0.61,10.24,88.9,7.4,30.86,21.41,8.97,50.82,2.37,6.64,17.41,24.54,30.3,34.13,397
Iowa,Clay,"16,362",23.1,58.81,18.1,96.6,0.23,0.16,0.4,0.33,1.17,1.12,2.75,95.29,4.48,26.43,25.99,13.2,52.41,3.62,3.61,14.03,17.96,27.01,29.15,398
Iowa,Clayton,"17,679",22.89,58.58,18.54,97.87,0.32,0.14,0.11,0.0,0.26,1.3,1.63,97.09,5.58,33.68,20.04,10.94,51.93,2.79,4.47,16.92,21.53,29.11,33.26,402
Iowa,Clinton,"48,307",23.6,59.87,16.53,94.45,2.8,0.11,0.4,0.0,0.42,1.81,2.48,92.83,7.18,25.52,24.05,11.94,49.46,3.58,5.44,16.2,20.81,27.65,31.67,404
Iowa,Crawford,"16,779",26.62,57.52,15.86,91.78,0.64,0.14,0.05,0.0,5.51,1.89,24.51,74.5,14.24,24.8,17.32,8.59,48.49,2.35,7.54,18.87,26.14,31.99,36.56,408
Iowa,Dallas,"66,421",28.81,61.66,9.54,92.29,1.26,0.04,2.5,0.02,2.13,1.76,6.1,88.44,3.71,14.51,19.23,27.44,53.82,1.94,3.69,8.89,11.92,16.03,18.72,413
Iowa,Davis,"8,541",29.59,54.37,16.04,98.81,0.01,0.12,0.27,0.0,0.05,0.75,0.84,98.01,10.1,22.28,20.29,10.17,42.92,3.17,4.58,23.84,31.11,38.91,46.61,416
Iowa,Decatur,"7,605",24.48,56.63,18.88,96.38,1.18,0.6,0.76,0.0,0.32,0.75,1.1,95.81,9.44,25.8,19.38,12.98,45.51,3.29,7.4,26.56,34.03,42.17,45.04,419
Iowa,Delaware,"17,401",24.9,58.93,16.17,98.71,0.01,0.06,0.05,0.0,0.01,1.17,0.74,98.14,6.65,30.48,20.74,10.48,54.46,2.37,3.33,11.24,16.05,23.31,25.56,421
Iowa,Des Moines,"39,499",23.36,59.47,17.18,91.56,5.14,0.23,0.83,0.0,0.3,1.95,2.67,89.31,6.1,24.63,24.82,13.68,47.06,3.87,6.37,19.86,25.59,33.2,36.15,424
Iowa,Dickinson,"16,471",18.79,59.02,22.18,98.17,0.33,0.07,0.25,0.44,0.08,0.64,1.12,97.56,4.68,23.14,26.74,20.58,54.8,2.52,3.51,10.52,14.78,19.77,23.65,427
Iowa,Dubuque,"90,037",24.33,60.53,15.13,94.63,1.29,0.18,1.14,0.03,0.08,2.65,1.88,93.39,5.91,24.62,18.97,17.98,53.88,2.47,3.7,13.95,18.46,25.19,27.78,434
Iowa,Emmet,"9,605",22.43,59.3,18.27,94.85,0.27,0.2,0.33,0.15,0.69,3.52,8.14,90.3,8.61,23.76,25.94,11.28,52.33,2.84,4.54,15.26,19.82,29.11,32.87,437
Iowa,Fayette,"20,121",23.2,57.8,19.0,97.14,0.58,0.48,0.28,0.0,0.17,1.35,1.82,96.06,7.37,28.19,20.23,12.47,48.16,2.88,4.32,16.8,21.22,30.18,33.89,442
Iowa,Floyd,"15,879",23.69,57.36,18.96,96.35,1.4,0.0,1.0,0.09,0.2,0.96,2.02,94.68,6.13,28.72,22.8,11.43,49.57,3.38,4.8,18.07,23.8,32.23,36.15,447
Iowa,Franklin,"10,506",23.87,57.89,18.24,91.74,0.18,0.02,0.45,0.0,5.85,1.76,11.19,87.25,10.84,24.55,23.22,10.77,51.38,2.3,5.33,14.59,21.68,30.05,34.45,451
Iowa,Fremont,"7,185",22.84,58.37,18.79,97.04,0.11,0.29,0.03,0.0,1.2,1.34,2.53,95.77,6.11,29.51,21.31,13.44,49.84,2.35,3.55,13.85,19.53,25.54,28.92,455
Iowa,Greene,"9,142",23.06,56.75,20.19,97.47,0.0,0.03,0.18,0.0,0.97,1.35,2.06,96.39,8.28,24.25,25.46,12.19,50.55,2.95,3.71,17.61,21.18,31.46,33.45,458
Iowa,Grundy,"12,283",24.16,57.66,18.19,98.48,0.2,0.11,0.24,0.0,0.24,0.72,1.03,97.8,4.49,24.59,25.21,14.92,50.64,2.04,2.87,9.48,12.75,18.75,20.9,460
Iowa,Guthrie,"10,653",23.45,57.55,19.0,97.61,0.12,0.3,0.0,0.07,0.68,1.23,1.94,96.8,5.2,27.19,25.38,13.46,50.04,2.66,3.24,14.04,18.81,26.63,29.36,467
Iowa,Hamilton,"15,299",23.39,58.48,18.13,93.43,0.25,1.03,2.39,0.0,1.69,1.21,4.92,91.59,7.09,26.15,24.37,11.73,48.63,3.28,6.55,15.72,23.77,31.77,35.25,469
Iowa,Hancock,"11,107",23.6,58.37,18.03,96.34,0.05,0.37,0.29,0.0,1.49,1.45,3.55,94.66,6.44,27.41,25.32,11.45,50.88,2.71,3.98,13.04,18.71,28.2,32.03,470
Iowa,Hardin,"16,656",23.45,55.88,20.67,97.16,0.25,0.12,0.79,0.0,0.76,0.92,3.55,94.54,5.71,24.92,26.46,13.25,48.63,3.11,3.94,15.38,20.92,29.0,30.98,475
Iowa,Harrison,"14,491",24.22,59.08,16.71,98.06,0.09,0.24,0.31,0.0,0.1,1.2,1.27,97.19,6.05,27.95,23.32,11.63,50.93,2.77,2.65,14.28,19.36,25.49,28.75,478
Iowa,Henry,"19,153",23.62,60.64,15.74,94.14,1.78,0.21,2.3,0.0,0.18,1.39,3.85,90.57,6.64,25.13,23.31,13.77,48.1,2.9,5.59,21.13,26.44,32.5,34.39,479
Iowa,Howard,"9,361",25.71,56.01,18.28,98.07,0.78,0.0,0.43,0.0,0.0,0.73,0.85,97.33,7.87,28.71,22.42,8.49,51.68,2.42,3.14,15.8,22.6,29.18,33.18,481
Iowa,Humboldt,"9,588",22.81,57.1,20.09,97.37,0.0,0.07,0.21,0.0,0.56,1.78,3.61,94.79,6.74,27.01,23.87,12.24,50.18,1.9,2.12,15.29,22.83,28.59,32.09,487
Iowa,Ida,"6,907",23.45,56.83,19.72,98.7,0.16,0.0,0.23,0.0,0.07,0.84,1.53,97.23,6.91,28.04,21.67,13.48,51.51,2.29,5.46,16.29,23.28,33.3,35.46,491
Iowa,Iowa,"15,986",24.61,59.22,16.17,98.52,0.29,0.03,0.19,0.03,0.15,0.79,1.96,96.84,4.46,25.63,24.08,14.77,55.27,2.11,2.73,12.66,15.88,19.47,22.41,495
Iowa,Jackson,"19,554",23.28,58.73,17.99,93.85,0.66,0.11,0.2,0.39,0.18,4.61,1.16,93.2,7.67,32.07,19.68,10.49,51.07,2.25,4.84,16.96,23.04,29.99,32.25,499
Iowa,Jasper,"34,851",23.37,60.36,16.27,98.24,0.38,0.14,0.52,0.0,0.11,0.61,1.0,97.32,5.44,28.51,22.98,12.65,49.4,3.29,4.1,17.02,20.62,26.4,29.27,505
Iowa,Jefferson,"15,457",21.57,62.88,15.55,92.05,0.88,0.17,4.21,0.0,0.0,2.69,2.46,89.68,4.3,24.35,21.72,22.18,50.72,2.99,7.51,21.17,25.27,28.85,30.89,507
Iowa,Johnson,"123,393",20.79,70.35,8.86,85.7,4.71,0.23,5.38,0.01,1.78,2.19,4.81,83.13,2.91,10.5,16.14,31.7,58.93,2.53,10.5,21.75,24.66,30.15,31.95,508
Iowa,Jones,"19,276",23.51,58.92,17.58,98.05,0.22,0.34,0.26,0.22,0.3,0.62,0.96,97.62,5.69,28.52,22.66,13.1,51.92,2.97,3.53,12.95,17.19,24.27,26.69,516
Iowa,Keokuk,"10,271",23.44,57.99,18.57,98.51,0.22,0.08,0.02,0.0,0.26,0.91,0.89,97.89,7.77,30.31,22.58,9.18,49.29,3.32,3.97,16.48,22.8,30.2,33.75,520
Iowa,Kossuth,"15,193",22.63,56.48,20.89,98.31,0.16,0.05,0.48,0.0,0.3,0.7,1.45,97.01,5.87,27.23,25.08,12.93,51.95,1.53,3.46,11.83,16.7,23.1,25.83,523
Iowa,Lee,"34,486",22.13,61.26,16.61,94.24,2.32,0.15,0.51,0.0,0.53,2.25,3.04,92.13,7.21,28.69,23.16,10.67,47.67,4.19,6.25,19.24,24.98,33.97,37.77,531
Iowa,Linn,"206,909",24.62,62.49,12.89,90.79,3.98,0.25,1.74,0.03,1.02,2.18,2.62,89.43,4.22,17.94,23.64,20.72,53.28,2.89,4.43,13.48,16.99,21.83,23.91,535
Iowa,Louisa,"11,267",26.08,59.55,14.38,93.2,0.98,0.0,0.52,0.12,3.58,1.61,16.21,81.03,11.26,27.12,19.13,8.94,49.83,4.25,4.16,15.75,24.61,34.15,37.24,539
Iowa,Lucas,"8,719",24.13,56.46,19.41,98.86,0.08,0.58,0.14,0.0,0.0,0.33,0.62,98.31,7.66,31.43,21.88,8.15,44.01,5.26,8.56,21.38,26.85,33.15,36.71,542
Iowa,Lyon,"11,415",27.95,56.24,15.81,98.19,0.03,0.18,0.17,0.0,0.65,0.8,1.82,97.21,7.14,26.25,21.03,10.71,51.69,1.94,2.68,13.61,18.3,25.52,29.86,546
Iowa,Madison,"15,355",27.17,58.8,14.03,98.19,0.51,0.11,0.17,0.0,0.2,0.82,1.21,97.28,3.57,28.41,20.64,14.35,51.59,3.06,2.66,12.13,17.97,26.36,29.29,550
Iowa,Mahaska,"21,770",24.57,59.78,15.65,95.72,0.6,0.21,0.65,0.0,0.91,1.9,1.53,95.35,6.7,26.39,19.74,13.8,49.0,4.02,6.82,20.03,24.49,31.04,34.53,554
Iowa,Marion,"31,672",25.96,58.06,15.98,96.96,0.53,0.28,1.17,0.0,0.08,0.99,1.55,95.67,5.1,24.34,21.54,16.46,50.47,2.54,3.88,12.35,16.02,22.61,24.8,561
Iowa,Marshall,"39,303",25.73,59.02,15.25,86.75,1.78,0.41,1.42,0.0,8.16,1.47,17.6,77.83,9.99,22.16,21.5,12.4,48.33,3.66,4.79,18.42,25.07,31.88,35.37,568
Iowa,Mills,"14,668",25.37,61.24,13.38,97.48,0.35,0.22,0.34,0.0,0.12,1.49,2.48,95.59,5.52,23.1,22.56,17.14,49.26,2.32,2.87,11.34,17.36,21.84,25.26,569
Iowa,Mitchell,"10,506",24.39,55.42,20.2,98.72,0.2,0.0,0.26,0.22,0.0,0.61,0.8,98.05,5.77,29.0,23.59,10.16,50.14,1.86,2.24,12.36,15.81,22.38,27.74,572
Iowa,Monona,"8,955",22.08,55.48,22.45,96.93,0.12,0.4,0.07,0.0,0.21,2.27,1.16,96.36,8.19,29.99,22.86,10.64,48.07,3.27,6.14,16.87,22.97,30.31,33.04,576
Iowa,Monroe,"7,775",23.47,59.16,17.36,96.63,0.49,1.25,0.86,0.0,0.6,0.17,0.98,96.26,8.51,28.6,19.7,12.28,47.46,3.18,4.71,18.35,21.4,27.77,29.16,580
Iowa,Montgomery,"10,471",23.31,57.73,18.96,97.23,0.04,0.0,0.11,0.0,1.04,1.59,3.0,95.34,9.05,24.23,25.78,11.32,45.79,4.65,5.51,22.18,28.76,34.67,39.17,595
Iowa,Muscatine,"41,893",25.65,61.1,13.25,93.22,1.26,0.3,1.02,0.0,2.54,1.67,15.64,81.09,9.53,22.71,22.69,11.3,50.01,3.87,6.29,20.45,24.99,31.14,33.07,600
Iowa,O'Brien,"13,896",23.41,57.12,19.47,96.8,0.07,0.17,0.35,0.0,1.01,1.6,3.73,94.7,5.86,27.11,22.73,14.09,51.88,1.67,3.61,16.07,21.2,30.01,32.15,604
Iowa,Osceola,"6,289",23.36,57.47,19.18,98.36,0.64,0.33,0.24,0.0,0.11,0.32,6.23,92.24,9.24,28.05,22.87,9.41,53.87,1.84,2.81,12.9,19.64,24.88,27.7,607
Iowa,Page,"14,586",21.69,58.09,20.22,96.53,0.82,0.01,0.9,0.0,0.71,1.03,2.67,94.61,7.08,27.13,23.73,13.64,48.51,3.04,4.0,18.22,26.98,31.96,35.13,612
Iowa,Palo Alto,"9,058",22.58,57.45,19.97,98.3,0.36,0.31,0.39,0.0,0.0,0.64,1.25,97.1,6.83,24.81,26.67,10.66,49.48,3.37,2.84,17.5,23.45,31.72,35.64,618
Iowa,Plymouth,"24,531",25.78,58.13,16.09,96.45,0.12,0.23,0.69,0.0,1.21,1.3,3.01,94.9,4.52,25.76,23.7,13.83,56.25,1.35,2.24,8.72,12.88,18.72,20.57,622
Iowa,Pocahontas,"7,127",21.94,56.5,21.55,97.88,0.76,0.03,0.04,0.2,0.49,0.6,2.51,96.09,5.65,27.07,26.1,12.66,50.95,2.75,4.8,17.5,22.21,31.37,33.84,624
Iowa,Polk,"423,582",25.66,63.68,10.65,85.46,5.81,0.25,3.64,0.07,2.29,2.49,7.54,80.83,5.5,16.82,20.64,22.78,54.02,3.33,4.96,15.04,18.94,24.81,27.28,629
Iowa,Pottawattamie,"90,674",24.04,61.76,14.2,94.61,0.98,0.23,0.66,0.01,1.88,1.63,6.4,90.21,7.16,24.48,23.28,12.3,51.71,3.39,5.23,18.17,23.09,29.13,31.53,637
Iowa,Poweshiek,"17,131",22.97,58.05,18.98,96.88,0.48,0.03,1.44,0.0,0.13,1.03,1.62,95.29,4.53,27.27,22.14,15.87,51.93,2.85,4.76,15.46,18.28,24.16,26.82,640
Iowa,Ringgold,"4,995",25.39,52.81,21.8,98.48,0.1,0.38,0.4,0.0,0.0,0.64,1.76,96.72,7.45,25.41,21.82,13.51,45.21,2.7,4.56,17.58,25.47,30.69,36.46,642
Iowa,Sac,"10,069",22.88,56.22,20.9,98.16,0.72,0.03,0.21,0.04,0.49,0.36,1.88,96.87,6.71,30.32,20.97,13.36,52.06,2.07,2.75,13.1,18.83,27.67,30.94,647
Iowa,Scott,"162,321",24.68,62.38,12.94,86.74,7.22,0.26,2.01,0.0,1.02,2.76,5.58,82.98,5.04,18.21,22.9,20.84,49.98,3.0,6.18,15.94,20.03,26.83,29.07,657
Iowa,Shelby,"11,858",23.63,55.82,20.55,97.45,0.02,0.07,0.76,0.1,0.37,1.23,1.86,96.69,5.52,28.9,23.65,12.25,51.21,1.42,2.88,16.22,20.34,29.44,32.05,660
Iowa,Sioux,"31,143",28.3,57.07,14.63,94.05,0.45,0.21,0.46,0.0,4.07,0.76,8.93,89.85,7.06,21.71,19.58,14.8,55.08,1.36,2.76,9.91,15.6,22.3,26.06,663
Iowa,Story,"81,424",19.09,70.38,10.53,88.94,2.81,0.16,6.46,0.0,0.43,1.21,2.72,86.82,2.39,10.77,16.48,27.63,58.07,2.54,10.88,24.33,27.46,33.21,35.94,668
Iowa,Tama,"17,237",25.2,57.46,17.34,88.96,0.24,7.33,0.31,0.0,1.33,1.82,7.52,84.0,6.72,26.45,23.88,10.64,48.76,3.35,4.95,16.64,22.56,29.45,33.25,671
Iowa,Taylor,"6,153",23.78,56.33,19.89,96.18,0.0,0.46,0.44,0.0,1.64,1.28,6.26,92.54,6.83,31.25,23.45,9.25,49.99,2.68,5.27,19.81,26.33,33.04,38.0,674
Iowa,Union,"12,236",23.66,58.85,17.49,96.53,2.0,0.08,0.1,0.0,0.0,1.29,0.42,96.11,6.54,25.63,24.34,11.59,51.31,3.54,5.25,20.99,28.73,37.24,39.25,675
Iowa,Van Buren,"7,439",23.26,57.7,19.05,98.41,0.23,0.07,0.35,0.0,0.19,0.75,1.16,97.51,7.68,30.26,22.48,9.67,47.24,4.72,6.18,23.4,26.33,33.46,37.33,678
Iowa,Wapello,"34,511",22.87,61.17,15.96,93.48,1.22,0.18,0.91,0.0,2.53,1.68,8.97,87.39,10.96,25.29,21.22,10.65,47.01,4.67,7.21,25.73,30.83,37.92,41.65,681
Iowa,Warren,"44,514",26.65,60.24,13.11,97.53,0.4,0.06,0.38,0.07,0.31,1.25,1.83,96.09,3.13,21.42,22.91,18.5,53.67,2.75,2.75,10.54,14.32,18.77,20.52,685
Iowa,Washington,"21,344",24.94,58.48,16.58,94.99,0.85,0.03,0.27,0.1,2.2,1.56,4.93,92.98,7.69,25.03,21.81,13.79,53.84,2.45,3.01,15.16,19.8,27.18,30.19,687
Iowa,Wayne,"6,239",23.67,54.78,21.54,98.54,0.08,0.1,0.42,0.0,0.0,0.87,1.2,97.34,8.11,30.61,21.11,8.9,44.91,4.12,6.33,21.56,29.17,38.42,42.23,691
Iowa,Webster,"35,751",22.5,60.88,16.62,93.21,3.52,0.08,0.69,0.0,1.0,1.51,3.73,90.93,7.64,22.91,24.53,13.14,49.64,5.03,6.7,19.49,24.56,33.24,37.05,694
Iowa,Winnebago,"10,334",22.31,58.62,19.07,96.74,0.58,0.17,0.37,0.02,0.54,1.58,3.04,94.93,6.14,24.39,26.04,13.94,53.07,1.89,3.05,16.69,21.91,27.55,30.28,696
Iowa,Winneshiek,"18,565",22.78,59.43,17.79,96.75,0.76,0.43,0.94,0.0,0.66,0.46,1.97,95.81,4.87,26.38,20.33,18.94,54.75,2.46,2.36,10.9,15.89,23.36,25.67,698
Iowa,Woodbury,"98,804",26.6,60.6,12.8,83.93,2.42,1.65,2.56,0.18,6.29,2.97,13.7,77.59,8.98,21.67,20.16,13.4,50.8,2.93,6.66,19.67,25.55,33.74,36.98,702
Iowa,Worth,"7,420",22.52,59.47,18.01,98.05,0.16,0.01,0.08,0.0,0.31,1.39,2.08,96.51,6.51,24.43,28.18,11.85,53.95,2.95,4.39,16.71,21.91,27.72,30.67,703
Iowa,Wright,"12,964",23.17,56.99,19.84,94.76,0.24,0.13,0.26,0.23,3.47,0.9,9.38,88.93,7.94,27.09,24.17,10.61,49.26,2.77,4.9,15.57,21.52,28.88,32.67,705
Kansas,Allen,"12,896",23.36,58.49,18.15,94.17,1.59,0.6,0.6,0.0,0.5,2.54,2.64,92.62,7.89,23.72,24.72,11.93,47.92,4.49,8.04,22.05,29.08,37.92,39.55,709
Kansas,Anderson,"7,917",25.86,54.64,19.5,96.19,0.05,0.05,0.0,0.0,0.0,3.71,0.14,96.05,7.63,27.42,20.58,12.1,47.25,3.36,3.85,20.21,25.26,36.38,37.31,712
Kansas,Atchison,"15,815",24.92,59.53,15.55,91.99,5.18,0.48,0.1,0.0,0.2,2.04,1.82,90.37,6.46,28.01,16.14,13.61,46.38,4.17,5.17,19.75,25.35,33.75,36.71,715
