State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
Nebraska,Lincoln,14765,1.26,2.46,10.49,17.51,32.61,19.22,16.44,14765,5.21,28.04,36.37,30.38,1327
Nebraska,Logan,319,7.21,0.63,7.52,18.81,26.02,14.73,25.08,319,0.0,13.48,33.54,52.98,1328
Nebraska,Loup,316,5.06,10.76,11.71,15.19,16.46,13.92,26.9,316,2.22,11.08,39.24,47.47,1331
Nebraska,McPherson,199,0.0,0.0,16.08,4.02,27.64,30.65,21.61,199,1.01,18.09,19.6,61.31,1332
Nebraska,Madison,14187,1.56,1.55,7.08,24.97,31.04,12.26,21.53,14187,6.53,29.65,37.84,25.97,1335
Nebraska,Merrick,3330,3.96,1.56,8.92,18.17,24.32,10.84,32.22,3330,5.77,20.96,29.94,43.33,1337
Nebraska,Morrill,1969,0.46,1.22,3.15,12.44,30.02,16.81,35.91,1969,3.86,24.94,32.4,38.8,1339
Nebraska,Nance,1530,2.94,1.18,5.03,6.08,17.78,22.16,44.84,1530,2.55,23.79,32.42,41.24,1341
Nebraska,Nemaha,2912,0.55,1.68,7.04,13.77,24.21,12.84,39.9,2912,3.37,26.68,33.21,36.74,1343
Nebraska,Nuckolls,1852,0.92,0.54,2.59,13.77,22.19,17.33,42.66,1852,5.13,24.24,33.69,36.93,1345
Nebraska,Otoe,6509,1.52,1.84,12.46,18.5,22.83,11.71,31.14,6509,5.82,22.32,36.33,35.52,1348
Nebraska,Pawnee,1221,2.62,0.66,5.24,7.78,19.9,16.46,47.34,1221,11.38,16.05,36.69,35.87,1350
Nebraska,Perkins,1202,0.08,1.41,5.57,9.07,27.54,24.38,31.95,1202,4.66,19.22,36.52,39.6,1352
Nebraska,Phelps,3900,0.69,2.0,4.36,20.0,32.18,15.23,25.54,3900,3.03,26.79,36.23,33.95,1355
Nebraska,Pierce,2990,0.3,2.04,6.86,17.96,19.43,21.07,32.34,2990,4.48,20.47,34.38,40.67,1356
Nebraska,Platte,13173,1.95,4.45,6.26,20.02,34.06,18.07,15.18,13173,5.9,24.59,40.31,29.2,1359
Nebraska,Polk,2048,0.49,0.39,7.42,12.26,29.3,11.67,38.48,2048,3.47,19.34,31.59,45.61,1362
Nebraska,Red Willow,4503,1.87,0.07,4.89,14.23,24.29,23.21,31.45,4503,6.06,28.49,38.17,27.27,1364
Nebraska,Richardson,3706,0.4,2.62,4.21,5.86,20.4,22.48,44.04,3706,6.31,29.95,34.27,29.47,1365
Nebraska,Rock,617,1.78,0.16,2.43,17.34,36.47,28.2,13.61,617,4.05,25.28,37.6,33.06,1366
Nebraska,Saline,5292,0.66,1.49,11.22,16.14,24.94,13.72,31.82,5292,1.47,20.62,38.51,39.4,1367
Nebraska,Sarpy,67299,6.0,5.75,25.18,29.6,24.43,6.12,2.91,67299,3.19,25.63,45.32,25.85,1368
Nebraska,Saunders,8542,2.74,2.04,11.73,16.01,26.89,11.85,28.74,8542,3.42,21.4,34.97,40.21,1370
Nebraska,Scotts Bluff,14657,1.43,1.43,7.01,13.41,36.21,23.2,17.32,14657,5.44,32.28,35.23,27.05,1373
Nebraska,Seward,6766,1.74,2.29,10.32,20.82,27.61,10.6,26.62,6766,4.15,18.83,37.13,39.89,1375
Nebraska,Sheridan,2312,0.0,0.13,5.15,9.9,23.53,23.01,38.28,2312,6.27,24.44,38.62,30.67,1376
Nebraska,Sherman,1414,0.5,0.92,5.94,8.2,20.37,16.55,47.52,1414,2.9,17.75,34.44,44.91,1377
Nebraska,Sioux,530,2.08,3.4,4.34,14.91,20.38,11.89,43.02,530,5.66,17.36,26.6,50.38,1380
Nebraska,Stanton,2430,2.84,0.7,8.23,23.21,30.53,10.08,24.4,2430,2.55,19.96,38.64,38.85,1382
Nebraska,Thayer,2247,0.27,2.63,3.56,13.93,23.63,16.6,39.39,2247,5.52,25.72,36.85,31.91,1383
Nebraska,Thomas,276,0.72,0.0,9.78,30.07,19.2,10.87,29.35,276,1.09,11.59,34.42,52.9,1384
Nebraska,Thurston,2165,0.92,2.03,9.56,21.76,30.62,13.86,21.25,2165,7.34,29.05,36.26,27.34,1385
Nebraska,Valley,1844,1.03,1.41,7.86,9.82,20.44,17.95,41.49,1844,3.58,24.46,33.3,38.67,1386
Nebraska,Washington,8303,1.98,2.38,12.33,27.51,26.7,8.21,20.88,8303,3.95,27.05,35.75,33.25,1387
Nebraska,Wayne,3793,3.3,5.83,10.73,15.69,21.8,11.34,31.32,3793,1.79,23.1,34.46,40.65,1388
Nebraska,Webster,1524,1.84,3.54,5.38,10.5,22.9,14.11,41.73,1524,4.2,23.1,36.94,35.76,1389
Nebraska,Wheeler,353,1.98,0.0,14.16,20.11,18.13,12.18,33.43,353,1.13,17.85,32.86,48.16,1390
Nebraska,York,5685,1.46,1.18,4.77,14.16,27.07,19.16,32.21,5685,3.22,27.44,37.99,31.35,1392
Nevada,Churchill,9972,1.65,0.24,18.15,40.99,27.4,7.18,4.38,9972,2.93,29.14,35.31,32.62,1396
Nevada,Clark,809026,4.98,3.77,28.61,43.63,15.67,2.95,0.38,809026,7.99,36.62,36.7,18.7,1399
Nevada,Douglas,21071,2.34,1.71,22.96,43.03,26.37,1.93,1.65,21071,2.04,21.29,42.62,34.04,1400
Nevada,Elko,18516,4.17,6.3,12.07,50.17,16.21,5.0,6.09,18516,4.92,27.08,36.23,31.76,1401
Nevada,Esmeralda,515,0.58,0.0,23.3,33.2,26.02,10.49,6.41,515,20.78,26.41,26.8,26.02,1404
Nevada,Eureka,661,1.06,5.3,9.08,39.49,26.32,6.35,12.41,661,5.75,9.38,36.01,48.87,1406
Nevada,Humboldt,6579,2.58,6.54,12.37,44.7,20.37,6.16,7.28,6579,4.2,27.39,34.82,33.59,1407
Nevada,Lander,2315,0.6,12.79,10.19,46.83,19.27,4.97,5.36,2315,6.87,17.41,35.46,40.26,1408
Nevada,Lincoln,2003,0.0,2.85,8.74,31.05,20.97,15.68,20.72,2003,6.99,33.35,23.36,36.3,1410
Nevada,Lyon,21726,3.3,2.2,32.06,37.96,19.05,4.16,1.27,21726,2.8,25.15,38.4,33.65,1412
Nevada,Mineral,1938,0.0,0.0,6.35,27.3,42.98,17.49,5.88,1938,4.95,37.05,34.06,23.94,1415
Nevada,Nye,19253,1.9,1.52,36.34,44.68,11.96,2.44,1.16,19253,3.99,32.16,36.71,27.13,1417
Nevada,Pershing,2009,0.15,1.89,10.95,48.33,23.59,7.91,7.17,2009,4.03,33.15,24.99,37.83,1419
Nevada,Storey,1704,2.99,0.53,20.72,44.84,23.59,0.0,7.34,1704,1.06,34.33,35.45,29.17,1420
Nevada,Washoe,186116,5.04,2.41,21.49,34.59,26.88,7.26,2.33,186116,6.53,30.53,37.09,25.85,1423
Nevada,White Pine,3749,1.55,0.05,12.62,30.09,20.78,16.3,18.62,3749,1.97,26.11,33.42,38.49,1425
Nevada,Carson City,22858,1.29,1.51,10.2,37.94,42.67,5.28,1.09,22858,5.44,33.09,33.73,27.74,1428
New Hampshire,Belknap,25576,2.4,2.06,14.65,28.65,24.43,9.09,18.72,25576,3.84,32.14,40.58,23.44,1432
New Hampshire,Carroll,22235,1.61,2.03,16.76,31.58,19.5,9.81,18.71,22235,3.84,34.44,41.11,20.61,1435
New Hampshire,Cheshire,30513,1.33,1.76,10.9,26.05,22.98,12.19,24.79,30513,5.45,31.53,39.95,23.08,1437
New Hampshire,Coos,13967,0.97,1.05,9.06,18.98,20.34,15.06,34.54,13967,7.84,34.42,39.38,18.36,1440
New Hampshire,Grafton,35141,1.4,2.11,12.5,30.9,20.92,8.8,23.36,35141,7.07,34.2,38.29,20.44,1442
New Hampshire,Hillsborough,162843,2.05,1.71,9.77,31.73,25.29,11.1,18.35,162843,5.58,30.97,40.57,22.88,1443
New Hampshire,Merrimack,59209,2.5,1.7,12.06,29.43,22.47,8.25,23.6,59209,5.48,27.75,42.17,24.6,1444
New Hampshire,Rockingham,122520,3.1,3.14,12.6,34.88,24.47,8.52,13.29,122520,2.96,26.45,42.73,27.86,1448
New Hampshire,Strafford,49831,2.42,2.71,14.18,26.8,22.73,11.35,19.8,49831,5.97,28.87,41.2,23.95,1453
New Hampshire,Sullivan,17281,0.8,1.13,9.04,27.19,23.6,11.9,26.34,17281,4.48,29.4,42.92,23.2,1454
New Jersey,Atlantic,101103,1.58,1.92,14.5,26.16,26.6,14.44,14.79,101103,12.66,33.36,35.34,18.64,1461
New Jersey,Bergen,342059,2.0,1.56,5.54,13.96,24.03,32.86,20.04,342059,7.99,34.2,39.21,18.6,1465
New Jersey,Burlington,168195,1.65,1.84,10.92,29.37,31.09,14.69,10.44,168195,4.43,30.4,40.64,24.53,1470
New Jersey,Camden,190660,1.17,1.08,5.95,18.94,31.94,23.59,17.32,190660,10.84,34.71,36.64,17.81,1472
New Jersey,Cape May,40670,1.51,2.24,12.1,27.76,26.73,16.66,13.0,40670,7.67,35.81,38.4,18.12,1477
New Jersey,Cumberland,50947,1.3,2.25,10.05,19.18,30.53,21.0,15.68,50947,10.11,33.04,34.49,22.36,1482
New Jersey,Essex,290680,1.57,1.41,6.31,13.2,21.11,25.69,30.71,290680,22.03,38.41,28.92,10.64,1483
New Jersey,Gloucester,106376,2.73,2.51,15.0,28.5,25.87,15.37,10.02,106376,5.03,28.44,41.74,24.79,1484
New Jersey,Hudson,261289,4.1,2.68,10.63,14.17,18.9,16.91,32.61,261289,31.88,44.96,17.53,5.63,1487
New Jersey,Hunterdon,47647,1.03,1.52,9.81,35.35,24.44,11.24,16.61,47647,3.14,22.69,43.32,30.85,1488
New Jersey,Mercer,131440,1.8,1.45,8.17,20.91,24.67,22.54,20.45,131440,10.98,33.5,36.64,18.88,1493
New Jersey,Middlesex,287971,2.33,1.98,8.38,27.32,27.06,22.56,10.37,287971,8.16,33.54,38.6,19.7,1497
New Jersey,Monmouth,238235,2.13,1.98,9.19,28.09,28.62,17.34,12.64,238235,6.83,29.14,40.65,23.39,1504
New Jersey,Morris,184162,1.89,1.58,7.57,25.06,29.59,21.53,12.78,184162,4.88,27.87,42.49,24.75,1511
New Jersey,Ocean,229454,3.49,2.42,13.7,32.61,33.2,10.78,3.8,229454,6.32,35.23,37.79,20.66,1546
New Jersey,Passaic,168681,0.79,0.86,5.22,12.58,23.47,31.65,25.43,168681,15.86,34.7,32.76,16.69,1551
New Jersey,Salem,24414,0.76,1.27,7.6,18.34,28.85,24.11,19.07,24414,9.59,29.62,35.99,24.8,1553
New Jersey,Somerset,119721,2.24,2.29,9.08,37.31,23.87,15.55,9.65,119721,4.37,29.36,42.07,24.2,1558
New Jersey,Sussex,54166,0.68,0.9,9.16,25.01,32.79,18.41,13.05,54166,3.22,25.05,41.79,29.94,1561
New Jersey,Union,191862,1.64,1.21,4.89,10.1,21.77,36.33,24.07,191862,10.68,34.05,36.56,18.71,1566
New Jersey,Warren,42322,1.0,1.47,10.53,26.47,23.99,14.88,21.67,42322,6.26,29.69,38.12,25.93,1570
New Mexico,Bernalillo,272528,2.43,2.09,15.47,31.79,29.16,15.95,3.1,272528,6.88,35.71,37.06,20.34,1574
New Mexico,Catron,1546,0.0,0.71,22.32,36.48,23.93,11.0,5.56,1546,4.4,20.38,38.81,36.42,1576
New Mexico,Chaves,23641,1.69,2.17,7.22,24.53,34.32,25.09,4.98,23641,4.97,33.14,35.53,26.37,1578
New Mexico,Cibola,8408,2.12,1.61,9.16,28.76,42.07,12.18,4.12,8408,6.57,32.8,29.82,30.82,1580
New Mexico,Colfax,5946,0.25,0.77,9.67,30.41,21.54,19.64,17.71,5946,8.24,32.26,34.48,25.03,1582
New Mexico,Curry,18620,3.28,5.38,8.68,25.9,34.49,16.33,5.94,18620,3.62,35.27,36.14,24.97,1586
New Mexico,De Baca,554,5.23,0.0,7.76,19.31,19.49,38.45,9.75,554,11.01,37.0,33.03,18.95,1589
New Mexico,Doña Ana,79421,5.03,5.05,18.02,39.06,21.3,8.82,2.71,79421,6.2,30.59,36.77,26.45,1590
New Mexico,Eddy,21548,5.5,5.22,9.36,22.4,28.37,24.99,4.16,21548,4.71,29.87,37.02,28.4,1592
New Mexico,Grant,11496,0.67,1.91,8.53,32.37,30.38,17.26,8.88,11496,5.65,34.1,34.9,25.35,1594
New Mexico,Guadalupe,1345,0.0,1.49,4.24,35.54,28.33,20.82,9.59,1345,5.65,43.57,29.44,21.34,1595
New Mexico,Harding,176,1.14,0.0,9.09,20.45,20.45,25.57,23.3,176,10.23,27.27,23.86,38.64,1597
New Mexico,Hidalgo,1742,1.49,2.87,13.66,29.33,27.55,12.97,12.11,1742,5.74,34.27,31.23,28.76,1600
New Mexico,Lea,22868,4.43,4.62,7.08,20.88,35.97,23.13,3.89,22868,3.89,29.19,37.16,29.76,1604
New Mexico,Lincoln,8478,0.47,1.78,20.63,35.85,25.15,11.13,4.99,8478,4.06,31.46,33.24,31.25,1613
New Mexico,Los Alamos,7895,0.41,1.58,12.25,21.48,37.67,26.54,0.08,7895,2.37,26.6,41.1,29.93,1618
New Mexico,Luna,8911,2.15,0.95,12.39,33.61,28.8,13.38,8.72,8911,7.88,35.27,31.95,24.9,1622
New Mexico,McKinley,21247,2.93,2.46,12.59,36.94,30.42,10.83,3.85,21247,10.52,39.36,28.33,21.79,1626
New Mexico,Mora,2278,0.04,0.0,8.69,46.93,12.34,16.77,15.23,2278,4.87,39.82,30.11,25.2,1629
New Mexico,Otero,23112,1.54,3.14,13.46,36.12,30.78,12.25,2.7,23112,5.2,33.73,40.33,20.73,1633
New Mexico,Quay,3182,0.41,1.73,2.58,22.47,29.92,33.28,9.62,3182,4.59,37.93,33.03,24.45,1637
New Mexico,Rio Arriba,13035,1.62,1.24,14.58,36.82,27.96,11.32,6.47,13035,5.29,23.18,34.45,37.08,1639
New Mexico,Roosevelt,6785,2.21,5.76,9.99,28.89,28.0,20.9,4.24,6785,5.78,33.72,32.76,27.74,1642
New Mexico,Sandoval,52504,3.91,4.9,27.48,43.82,15.56,2.71,1.63,52504,2.87,28.3,38.5,30.33,1646
New Mexico,San Juan,43582,1.98,3.3,15.58,39.5,27.72,10.29,1.63,43582,5.38,31.17,37.26,26.2,1650
New Mexico,San Miguel,11942,0.68,1.23,10.16,39.26,26.6,9.56,12.52,11942,6.51,28.35,34.98,30.15,1652
New Mexico,Santa Fe,63152,2.48,2.28,18.72,41.84,19.74,9.77,5.18,63152,3.88,34.66,37.04,24.42,1654
New Mexico,Sierra,5402,1.44,0.63,8.98,38.93,28.6,13.09,8.33,5402,7.52,34.39,40.37,17.72,1657
New Mexico,Socorro,5002,2.14,1.08,6.64,44.7,25.91,9.06,10.48,5002,7.06,35.93,25.85,31.17,1659
New Mexico,Taos,12592,0.44,0.98,20.99,38.86,21.92,7.58,9.22,12592,4.94,35.38,35.17,24.51,1662
New Mexico,Torrance,5957,1.26,1.24,12.3,55.55,15.73,6.33,7.59,5957,2.99,24.01,34.43,38.58,1664
New Mexico,Union,1404,0.78,2.99,6.98,19.59,34.26,27.35,8.05,1404,6.34,32.69,37.96,23.01,1667
New Mexico,Valencia,26456,1.61,0.65,18.34,45.29,25.17,5.3,3.63,26456,3.3,27.43,36.52,32.75,1670
New York,Albany,128122,2.2,1.9,5.57,18.55,25.34,19.9,26.54,128122,13.17,37.15,35.53,14.15,1673
New York,Allegany,18028,0.7,1.6,6.04,18.06,21.12,14.94,37.54,18028,7.6,33.6,39.06,19.75,1674
New York,Bronx,510135,1.33,1.9,5.36,8.11,21.92,24.19,37.19,510135,59.42,29.89,8.34,2.36,1681
New York,Broome,79528,0.81,1.31,3.92,16.37,25.42,25.33,26.84,79528,12.31,37.22,35.12,15.35,1683
New York,Cattaraugus,31999,1.21,1.15,5.76,19.48,20.4,14.97,37.02,31999,10.38,35.2,38.34,16.07,1687
New York,Cayuga,30870,1.57,1.21,6.34,18.57,18.29,14.37,39.66,30870,9.39,34.45,38.2,17.96,1689
New York,Chautauqua,53625,1.05,0.78,4.4,13.56,18.46,21.22,40.52,53625,12.06,36.22,36.38,15.33,1694
New York,Chemung,34328,0.73,1.06,4.62,11.76,25.54,24.08,32.21,34328,9.99,37.51,35.62,16.88,1696
New York,Chenango,20834,1.1,1.63,6.8,23.79,20.81,11.4,34.46,20834,9.51,32.66,37.89,19.93,1699
New York,Clinton,31557,2.21,2.07,8.42,28.52,20.76,17.01,21.0,31557,9.35,33.07,38.59,18.99,1702
New York,Columbia,25323,1.06,1.19,9.09,20.84,24.24,13.53,30.05,25323,6.89,32.37,38.78,21.96,1704
New York,Cortland,17980,1.02,0.93,3.78,19.68,22.95,12.39,39.24,17980,7.26,31.79,41.42,19.53,1706
New York,Delaware,18930,0.73,0.95,8.62,21.94,20.57,11.76,35.43,18930,8.56,35.36,37.12,18.96,1707
New York,Dutchess,110095,1.11,1.49,9.25,22.85,29.18,18.11,18.0,110095,7.46,32.87,37.83,21.83,1711
New York,Erie,392910,1.75,1.45,4.59,13.74,22.22,27.78,28.48,392910,12.5,38.61,35.37,13.53,1723
New York,Essex,16182,1.33,1.17,11.38,21.8,18.59,12.88,32.84,16182,8.44,34.84,40.19,16.54,1728
New York,Franklin,18880,1.42,1.58,7.04,23.85,19.13,12.22,34.74,18880,10.3,32.34,41.12,16.24,1731
New York,Fulton,22406,0.76,1.71,5.53,17.21,19.53,18.73,36.54,22406,10.22,32.98,38.05,18.74,1734
New York,Genesee,24174,0.85,0.66,5.21,18.0,21.85,15.22,38.21,24174,9.8,31.05,37.76,21.39,1736
New York,Greene,17681,0.62,1.05,10.42,21.55,23.26,14.61,28.49,17681,9.24,30.69,37.29,22.78,1739
New York,Hamilton,1416,0.07,1.98,12.85,24.36,19.0,17.23,24.51,1416,3.04,32.06,47.95,16.95,1742
New York,Herkimer,25093,0.93,0.98,6.43,16.75,17.55,15.42,41.94,25093,10.27,34.2,39.94,15.59,1745
New York,Jefferson,43046,2.25,3.96,10.36,24.92,15.57,8.85,34.08,43046,9.03,35.77,40.38,14.82,1782
New York,Kings,972314,1.98,1.91,5.31,6.41,15.67,19.26,49.46,972314,55.63,34.3,8.15,1.92,1788
New York,Lewis,10398,1.96,3.51,8.35,24.42,15.92,9.34,36.51,10398,4.39,28.34,43.56,23.72,1790
New York,Livingston,24496,1.45,1.26,8.76,23.91,22.43,10.26,31.94,24496,6.21,30.32,41.19,22.28,1791
New York,Madison,25959,1.15,1.7,8.26,23.59,19.57,13.26,32.46,25959,5.62,33.41,40.9,20.07,1796
New York,Monroe,305210,1.65,1.74,5.94,19.94,27.2,19.48,24.05,305210,11.28,36.7,37.67,14.35,1804
New York,Montgomery,19621,0.71,0.95,4.65,16.95,13.0,21.34,42.4,19621,13.37,34.91,33.68,18.03,1807
New York,Nassau,449967,1.03,0.97,2.97,7.26,18.86,49.2,19.7,449967,6.55,28.24,41.27,23.94,1839
New York,New York,758720,1.6,1.75,6.02,10.26,21.33,17.17,41.87,758720,77.63,19.63,2.25,0.49,1847
New York,Niagara,90022,0.83,0.98,5.56,16.3,21.6,26.57,28.16,90022,9.76,35.66,37.46,17.12,1850
New York,Oneida,90675,0.74,1.5,4.82,16.29,21.1,23.85,31.7,90675,10.36,37.26,36.19,16.2,1852
New York,Onondaga,187349,1.57,1.62,6.11,18.16,26.35,24.18,22.01,187349,12.09,36.16,37.75,14.0,1853
New York,Ontario,45711,3.24,2.92,10.92,24.25,20.42,10.59,27.67,45711,6.79,32.8,42.18,18.23,1856
New York,Orange,130428,2.4,2.35,11.77,24.27,24.09,14.42,20.7,130428,9.66,30.69,36.61,23.03,1859
New York,Orleans,16634,0.3,0.68,4.68,20.07,19.0,10.91,44.37,16634,7.65,31.63,41.38,19.34,1862
New York,Oswego,46597,1.17,1.2,7.91,29.24,21.43,11.45,27.6,46597,7.79,31.32,38.77,22.13,1864
New York,Otsego,23768,1.25,1.73,7.26,19.45,17.73,11.72,40.87,23768,7.89,37.06,36.41,18.64,1868
New York,Putnam,34915,1.19,0.89,9.01,22.11,30.24,20.33,16.24,34915,4.61,23.95,42.13,29.31,1870
New York,Queens,783362,1.11,1.48,3.97,6.92,20.03,35.32,31.17,783362,36.95,40.15,17.18,5.72,1872
New York,Rensselaer,65455,2.41,2.4,8.57,18.91,20.79,15.54,31.38,65455,9.56,34.85,37.58,18.01,1874
New York,Richmond,167160,1.26,1.05,9.11,26.94,30.18,13.03,18.43,167160,15.69,36.16,33.96,14.18,1876
New York,Rockland,101167,1.76,2.0,7.15,19.69,40.15,17.03,12.21,101167,10.59,30.15,37.68,21.58,1879
New York,St. Lawrence,41925,1.84,1.79,6.47,21.85,19.48,17.71,30.86,41925,9.75,35.48,37.81,16.96,1883
New York,Saratoga,95898,4.85,4.39,14.24,29.61,22.91,8.47,15.54,95898,4.43,31.65,44.03,19.88,1885
New York,Schenectady,57479,2.02,1.28,5.54,13.79,19.63,26.44,31.31,57479,11.52,37.31,36.23,14.93,1887
New York,Schoharie,12780,1.31,1.3,10.16,26.85,20.31,9.48,30.58,12780,6.52,33.54,35.36,24.58,1888
New York,Schuyler,7402,2.31,1.89,7.11,22.57,23.26,9.09,33.76,7402,6.38,33.49,36.73,23.4,1889
New York,Seneca,13784,1.16,1.23,8.78,19.89,17.87,16.47,34.6,13784,8.43,33.68,39.04,18.85,1890
New York,Steuben,40099,0.86,1.68,6.82,20.57,21.02,14.89,34.17,40099,8.96,33.67,38.91,18.45,1891
New York,Suffolk,495667,1.08,0.91,7.68,18.32,39.87,23.6,8.54,495667,5.48,26.19,39.11,29.22,1924
New York,Sullivan,28762,1.49,1.44,13.32,24.02,23.16,16.39,20.19,28762,9.48,35.54,34.61,20.37,1928
New York,Tioga,20643,2.32,1.48,6.1,21.65,26.88,15.56,26.01,20643,5.82,32.03,37.65,24.5,1930
New York,Tompkins,40817,3.47,3.56,8.27,27.07,23.07,10.9,23.65,40817,12.99,36.53,35.93,14.54,1933
New York,Ulster,70088,1.38,1.98,9.17,21.89,24.16,18.56,22.86,70088,6.96,35.56,36.41,21.07,1935
New York,Warren,29034,2.32,2.11,13.6,25.96,21.01,14.52,20.47,29034,8.76,33.78,39.67,17.78,1938
New York,Washington,24054,1.1,2.71,8.75,21.72,16.63,13.65,35.45,24054,9.25,30.85,38.48,21.41,1942
New York,Wayne,37281,0.94,1.78,7.59,24.27,23.42,11.45,30.55,37281,7.7,30.6,40.27,21.43,1952
New York,Westchester,353485,1.23,1.2,4.97,12.8,22.87,26.69,30.23,353485,13.99,35.75,33.74,16.52,1960
New York,Wyoming,16055,0.49,1.03,5.34,17.71,22.55,12.25,40.61,16055,6.35,31.37,41.95,20.33,1962
New York,Yates,8901,1.34,1.97,7.07,21.23,16.8,9.9,41.7,8901,12.37,28.46,39.1,20.08,1965
North Carolina,Alamance,65455,5.15,3.35,18.3,29.96,21.87,15.64,5.73,65455,4.75,31.18,35.31,28.77,1967
North Carolina,Alexander,14049,0.93,2.71,15.52,43.4,25.05,9.09,3.3,14049,3.47,20.99,35.31,40.22,1968
North Carolina,Alleghany,5001,0.48,2.84,13.46,36.53,33.37,10.44,2.88,5001,6.02,24.84,39.85,29.29,1970
North Carolina,Anson,9803,2.25,1.51,12.06,29.38,31.47,15.2,8.13,9803,7.03,30.13,28.29,34.55,1972
North Carolina,Ashe,11885,2.23,1.93,14.33,32.27,30.24,12.36,6.65,11885,4.61,27.73,41.13,26.53,1975
North Carolina,Avery,6569,1.77,1.67,15.66,34.39,27.04,12.76,6.71,6569,4.76,29.26,36.78,29.2,1977
North Carolina,Beaufort,20219,2.61,2.12,16.57,31.94,28.01,12.27,6.48,20219,6.34,29.02,35.91,28.73,1981
North Carolina,Bertie,8008,2.92,1.44,12.2,34.85,27.02,15.92,5.64,8008,11.3,29.47,28.68,30.54,1983
North Carolina,Bladen,13394,3.08,1.68,13.96,34.77,30.04,12.26,4.22,13394,8.19,29.78,30.42,31.6,1986
North Carolina,Brunswick,59416,10.2,7.92,34.33,31.91,11.48,2.87,1.29,59416,3.06,28.73,47.46,20.75,1995
North Carolina,Buncombe,105177,4.73,3.54,15.81,32.8,21.48,10.85,10.79,105177,5.63,34.74,39.17,20.47,1422
North Carolina,Burke,35664,1.53,1.42,11.99,32.86,30.48,15.32,6.4,35664,4.48,29.3,35.6,30.62,1424
North Carolina,Cabarrus,72843,8.07,5.54,25.15,28.5,15.76,11.63,5.34,72843,4.05,26.11,43.17,26.68,1426
North Carolina,Caldwell,32798,0.94,1.44,12.22,35.85,29.38,14.56,5.6,32798,5.16,28.8,34.11,31.92,1429
North Carolina,Camden,3912,4.58,1.43,31.42,35.07,14.42,6.16,6.93,3912,3.07,20.45,40.03,36.45,1433
North Carolina,Carteret,30060,4.83,3.39,20.12,40.38,18.7,7.6,4.98,30060,4.21,31.27,40.78,23.74,1447
North Carolina,Caswell,8993,1.67,0.92,15.06,32.89,29.86,16.17,3.44,8993,8.75,23.46,28.49,39.3,1449
North Carolina,Catawba,62940,1.88,2.1,15.88,36.5,26.0,12.73,4.9,62940,4.82,28.6,37.99,28.6,1450
North Carolina,Chatham,29904,7.47,7.94,22.8,34.9,17.47,5.83,3.6,29904,4.07,27.87,39.39,28.68,1451
North Carolina,Cherokee,12546,2.69,2.2,24.89,42.32,17.15,7.32,3.44,12546,4.65,34.75,35.72,24.88,1452
North Carolina,Chowan,6389,1.85,2.35,13.88,37.46,24.75,11.63,8.09,6389,7.75,33.78,37.25,21.22,1455
North Carolina,Clay,5300,2.42,3.4,19.98,39.28,24.51,7.62,2.79,5300,10.45,33.81,36.0,19.74,1457
North Carolina,Cleveland,36089,1.64,2.32,11.39,32.55,31.03,14.73,6.34,36089,7.2,30.11,35.49,27.19,1458
North Carolina,Columbus,21545,1.65,2.3,13.24,32.57,28.37,15.49,6.38,21545,6.28,30.91,33.12,29.69,1459
North Carolina,Craven,41002,4.77,4.16,21.1,37.98,19.86,8.91,3.23,41002,5.89,32.13,38.39,23.59,1462
North Carolina,Cumberland,127532,2.97,5.44,16.35,36.25,29.73,7.59,1.67,127532,6.9,37.76,36.14,19.2,1464
North Carolina,Currituck,10868,6.77,5.52,27.7,37.38,12.7,4.52,5.42,10868,2.22,21.83,38.12,37.83,1481
North Carolina,Dare,15830,2.67,1.93,18.8,50.01,18.28,3.99,4.32,15830,2.63,28.01,45.62,23.73,1485
North Carolina,Davidson,67555,3.05,2.22,16.2,34.45,24.46,13.71,5.92,67555,5.11,27.62,35.02,32.26,1489
North Carolina,Davie,16303,2.24,1.44,22.68,33.47,24.54,8.82,6.82,16303,5.02,23.23,35.75,36.0,1490
North Carolina,Duplin,21437,2.31,2.44,14.19,37.7,24.79,12.02,6.55,21437,4.64,26.24,38.01,31.12,1492
North Carolina,Durham,130128,8.37,5.19,19.34,32.57,19.92,9.38,5.23,130128,7.01,38.33,38.33,16.32,1494
North Carolina,Edgecombe,20800,2.82,1.91,11.98,30.95,30.81,13.43,8.11,20800,9.82,33.9,31.07,25.2,1495
North Carolina,Forsyth,148890,3.79,2.9,15.64,30.19,27.7,14.03,5.75,148890,6.92,34.38,36.13,22.56,1496
North Carolina,Franklin,25729,5.19,4.42,24.0,37.69,15.95,7.52,5.22,25729,4.35,23.48,42.63,29.54,1498
North Carolina,Gaston,85286,3.93,2.86,15.47,28.15,27.21,15.48,6.9,85286,5.87,31.38,37.8,24.96,1499
North Carolina,Gates,4690,2.07,2.81,21.51,33.54,19.51,11.09,9.47,4690,4.97,21.64,39.66,33.73,1500
