State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
North Carolina,Graham,3521,1.9,0.48,21.24,36.58,27.44,10.59,1.76,3521,7.33,24.62,35.96,32.09,1502
North Carolina,Granville,21567,4.63,4.13,23.32,34.47,18.3,8.93,6.21,21567,4.84,21.8,38.44,34.92,1503
North Carolina,Greene,7218,3.81,2.41,9.28,40.43,27.32,8.52,8.23,7218,6.84,27.87,36.84,28.44,1505
North Carolina,Guilford,208234,4.04,3.25,16.91,33.6,24.27,12.66,5.27,208234,6.4,36.0,36.08,21.52,1506
North Carolina,Halifax,21061,1.07,1.26,9.16,37.7,25.37,16.14,9.29,21061,10.48,34.45,28.01,27.05,1508
North Carolina,Harnett,46525,5.89,9.17,20.28,34.85,17.67,7.72,4.41,46525,4.82,28.58,36.8,29.79,1509
North Carolina,Haywood,26891,1.84,1.55,14.4,35.61,25.03,14.25,7.31,26891,4.37,30.61,37.07,27.96,1512
North Carolina,Henderson,49715,4.26,2.81,20.56,37.97,21.12,8.92,4.37,49715,3.93,30.13,40.49,25.45,1514
North Carolina,Hertford,8903,1.2,2.2,9.44,32.51,30.93,15.67,8.05,8903,8.95,35.77,26.36,28.91,1515
North Carolina,Hoke,18448,5.77,8.95,27.21,36.06,15.6,5.06,1.34,18448,4.45,30.09,38.05,27.41,1517
North Carolina,Hyde,2056,0.0,0.19,18.53,35.85,30.45,9.68,5.3,2056,1.75,34.34,43.34,20.57,1521
North Carolina,Iredell,68374,5.99,4.91,25.27,33.47,17.37,8.15,4.84,68374,3.25,27.03,39.01,30.7,1525
North Carolina,Jackson,17008,3.16,3.7,18.67,35.11,24.04,8.9,6.4,17008,4.86,31.01,41.89,22.24,1528
North Carolina,Johnston,71332,9.17,5.75,24.51,35.68,13.33,7.58,3.97,71332,4.61,24.39,39.09,31.92,1530
North Carolina,Jones,4069,4.28,2.46,14.97,30.99,27.35,12.44,7.52,4069,6.49,31.88,36.23,25.41,1536
North Carolina,Lee,22290,2.97,3.35,14.61,39.83,25.06,10.86,3.33,22290,4.71,28.54,34.41,32.34,1540
North Carolina,Lenoir,23494,1.34,2.07,10.33,35.19,29.6,15.48,5.98,23494,9.87,36.39,31.14,22.6,1542
North Carolina,Lincoln,33621,5.34,2.68,20.9,39.67,17.85,9.09,4.48,33621,3.89,24.23,38.66,33.23,1545
North Carolina,McDowell,18275,2.47,4.2,17.54,34.43,22.02,12.05,7.29,18275,6.89,24.98,41.26,26.86,1554
North Carolina,Macon,16062,1.87,1.38,17.21,39.12,26.33,10.58,3.51,16062,6.75,32.13,36.24,24.88,1556
North Carolina,Madison,8373,4.99,3.26,14.86,34.31,22.8,10.34,9.44,8373,3.61,28.21,37.8,30.38,1560
North Carolina,Martin,9622,0.99,1.95,12.94,25.37,30.27,19.33,9.15,9622,8.22,34.69,29.71,27.37,1563
North Carolina,Mecklenburg,421950,7.11,4.89,23.61,35.59,18.59,7.81,2.4,421950,5.62,38.08,39.16,17.14,1565
North Carolina,Mitchell,6402,2.53,1.44,13.84,29.94,25.1,16.64,10.51,6402,5.97,28.82,36.13,29.08,1568
North Carolina,Montgomery,10265,3.07,2.68,11.61,29.75,29.64,15.07,8.17,10265,5.25,28.92,37.53,28.3,1573
North Carolina,Moore,40575,5.24,6.42,18.17,38.79,19.84,6.99,4.55,40575,4.39,30.16,39.62,25.84,1584
North Carolina,Nash,37371,2.68,1.77,19.58,38.02,22.32,9.19,6.44,37371,7.22,29.67,34.29,28.81,1588
North Carolina,New Hanover,97998,6.86,3.8,17.97,38.0,19.63,8.58,5.16,97998,6.35,34.55,41.59,17.52,1602
North Carolina,Northampton,8424,1.91,3.69,8.74,34.29,24.44,19.55,7.37,8424,9.01,33.2,28.62,29.17,1606
North Carolina,Onslow,66131,5.81,14.91,23.21,30.0,18.29,7.0,0.78,66131,3.91,29.85,44.87,21.37,1625
North Carolina,Orange,53222,5.35,3.63,17.02,38.08,23.89,8.23,3.81,53222,4.76,30.7,39.93,24.61,1630
North Carolina,Pamlico,5506,5.79,3.54,18.8,35.91,22.19,8.88,4.89,5506,6.12,33.27,37.29,23.32,1703
North Carolina,Pasquotank,14785,2.14,2.23,21.68,32.22,18.07,12.55,11.11,14785,6.98,29.72,33.7,29.6,1714
North Carolina,Pender,22812,8.1,5.42,27.66,37.48,12.87,3.89,4.59,22812,3.39,27.22,38.48,30.9,1718
North Carolina,Perquimans,5886,3.81,6.25,26.95,29.37,19.49,8.31,5.83,5886,3.47,33.59,33.1,29.85,1724
North Carolina,Person,16153,1.83,1.91,18.55,37.36,20.41,13.44,6.5,16153,5.19,23.27,33.24,38.3,1729
North Carolina,Pitt,70683,3.45,4.59,23.44,36.68,22.47,6.67,2.7,70683,8.68,32.79,36.06,22.46,1733
North Carolina,Polk,9252,2.42,1.13,16.34,34.79,23.69,11.59,10.03,9252,4.44,30.29,39.18,26.09,1738
North Carolina,Randolph,56790,2.3,2.69,15.82,36.83,25.92,12.91,3.52,56790,4.17,27.68,35.35,32.81,1741
North Carolina,Richmond,18201,2.92,1.87,10.52,32.47,31.18,13.45,7.6,18201,9.77,33.0,33.71,23.52,1744
North Carolina,Robeson,45881,2.34,3.39,10.59,41.43,25.45,11.9,4.89,45881,8.87,32.16,32.33,26.64,1747
North Carolina,Rockingham,38532,2.92,1.26,11.47,32.44,25.5,17.67,8.74,38532,6.73,28.42,33.68,31.17,1751
North Carolina,Rowan,54137,3.11,1.37,15.03,32.49,23.32,14.87,9.82,54137,6.29,27.19,34.95,31.57,1754
North Carolina,Rutherford,27525,1.97,1.2,12.1,32.65,28.61,16.52,6.96,27525,6.58,29.36,34.49,29.58,1764
North Carolina,Sampson,23162,3.45,2.41,13.85,38.34,25.87,10.66,5.41,23162,5.65,27.73,33.74,32.89,1769
North Carolina,Scotland,12951,2.58,1.13,9.21,37.46,30.83,12.45,6.34,12951,11.37,37.15,31.15,20.33,1772
North Carolina,Stanly,23849,2.92,2.13,11.45,26.8,27.4,19.63,9.67,23849,4.7,24.47,35.08,35.75,1775
North Carolina,Stokes,19608,2.03,2.23,13.75,38.11,31.45,8.07,4.36,19608,2.9,24.1,36.89,36.11,1777
North Carolina,Surry,29001,1.58,2.49,11.3,35.0,27.17,14.68,7.79,29001,6.44,27.77,32.46,33.33,1780
North Carolina,Swain,5741,2.14,1.86,21.62,36.77,25.87,8.76,2.98,5741,7.61,33.88,31.3,27.21,1784
North Carolina,Transylvania,14648,1.98,2.12,17.37,33.01,28.71,12.98,3.83,14648,3.68,29.78,43.81,22.73,1786
North Carolina,Tyrrell,1652,6.78,1.21,15.68,32.87,16.77,15.44,11.26,1652,5.27,32.99,29.84,31.9,1794
North Carolina,Union,77791,7.16,5.22,32.48,34.04,13.87,4.82,2.41,77791,2.66,19.28,43.88,34.19,1798
North Carolina,Vance,16895,1.6,0.94,13.06,36.38,28.87,12.96,6.19,16895,9.68,35.84,30.49,23.98,1801
North Carolina,Wake,410552,8.88,7.09,25.13,37.96,14.65,4.18,2.11,410552,3.71,30.95,43.3,22.04,1805
North Carolina,Warren,8122,1.51,2.72,16.66,40.56,21.42,10.4,6.72,8122,9.17,31.14,32.46,27.23,1809
North Carolina,Washington,5237,0.21,0.82,7.68,29.46,40.77,11.74,9.32,5237,14.89,34.47,32.86,17.78,1811
North Carolina,Watauga,21453,3.1,2.51,15.13,38.35,26.91,8.96,5.05,21453,5.16,31.14,39.81,23.88,1813
North Carolina,Wayne,48198,2.92,2.62,16.15,34.83,27.93,10.25,5.31,48198,7.61,29.03,35.67,27.69,1814
North Carolina,Wilkes,28902,2.79,1.83,9.93,34.49,31.17,14.67,5.11,28902,5.07,26.97,35.01,32.95,1817
North Carolina,Wilson,31968,1.97,1.59,17.04,34.86,25.74,13.91,4.89,31968,9.27,32.97,35.31,22.45,1819
North Carolina,Yadkin,15247,1.87,1.08,11.54,38.47,26.25,14.12,6.68,15247,4.69,24.73,31.75,38.83,1821
North Carolina,Yancey,7466,2.16,1.45,13.57,42.94,23.16,9.23,7.5,7466,5.29,23.91,37.95,32.86,1823
North Dakota,Adams,1058,5.86,3.5,1.7,15.41,32.61,20.89,20.04,1058,6.71,26.75,28.36,38.19,1826
North Dakota,Barnes,5039,2.84,3.85,4.15,17.62,27.96,14.51,29.07,5039,4.98,25.34,36.69,32.98,1828
North Dakota,Benson,2265,1.85,1.77,6.89,20.26,35.41,10.95,22.87,2265,10.38,30.33,26.0,33.29,1831
North Dakota,Billings,366,4.92,5.46,6.01,26.23,28.96,11.2,17.21,366,6.56,12.02,25.14,56.28,1833
North Dakota,Bottineau,2876,1.7,4.55,11.51,17.45,32.23,16.97,15.58,2876,2.61,24.58,34.98,37.83,1836
North Dakota,Bowman,1323,1.81,4.08,7.86,22.07,28.34,16.86,18.97,1323,1.97,21.16,35.37,41.5,1838
North Dakota,Burke,950,2.32,5.79,5.68,14.0,30.74,11.47,30.0,950,1.79,19.26,28.21,50.74,1841
North Dakota,Burleigh,39805,8.17,8.58,16.16,24.13,27.5,10.27,5.18,39805,5.17,29.81,39.78,25.24,1844
North Dakota,Cass,77027,10.85,8.22,16.72,26.91,20.78,9.29,7.23,77027,6.11,30.34,43.69,19.86,1848
North Dakota,Cavalier,1778,1.18,5.57,2.19,23.57,41.96,14.57,10.97,1778,4.39,24.8,39.2,31.61,1849
North Dakota,Dickey,2127,3.1,1.41,6.11,15.8,34.18,20.26,19.13,2127,2.96,26.38,34.7,35.97,2004
North Dakota,Divide,1060,2.45,4.81,9.43,10.57,25.47,17.55,29.72,1060,3.21,27.83,21.23,47.74,2007
North Dakota,Dunn,1700,2.82,10.94,5.29,21.12,25.35,18.47,16.0,1700,2.29,22.71,30.24,44.76,2013
North Dakota,Eddy,1046,2.2,3.25,4.11,11.19,34.13,18.55,26.58,1046,6.5,22.37,35.09,36.04,2017
North Dakota,Emmons,1546,1.49,1.75,7.44,20.7,20.83,23.22,24.58,1546,2.65,26.97,38.55,31.82,2021
North Dakota,Foster,1483,8.23,3.84,6.81,10.45,38.1,19.29,13.28,1483,5.87,20.5,43.22,30.41,2026
North Dakota,Golden Valley,814,1.11,2.33,3.93,10.69,32.43,16.58,32.92,814,4.3,19.41,39.19,37.1,2036
North Dakota,Grand Forks,30779,7.53,6.95,10.23,23.66,28.12,11.0,12.51,30779,5.52,36.61,37.42,20.44,2043
North Dakota,Grant,1082,1.48,3.6,3.23,12.01,33.27,19.13,27.26,1082,2.22,18.76,33.27,45.75,2051
North Dakota,Griggs,1031,1.26,1.45,3.01,10.96,31.62,19.2,32.49,1031,1.65,25.99,33.75,38.6,2056
North Dakota,Hettinger,1093,0.0,2.2,5.76,13.45,26.99,22.96,28.64,1093,0.46,27.08,31.47,40.99,2063
North Dakota,Kidder,1123,1.16,3.12,2.94,19.77,37.13,15.41,20.48,1123,0.62,18.7,41.76,38.91,2068
North Dakota,LaMoure,1869,2.57,1.61,8.88,11.61,37.24,13.91,24.18,1869,3.91,20.17,33.65,42.27,2074
North Dakota,Logan,812,1.11,1.11,4.56,16.01,43.47,18.97,14.78,812,2.83,16.01,39.66,41.5,2078
North Dakota,McHenry,2562,3.55,4.72,4.68,18.07,23.61,21.0,24.36,2562,3.71,17.17,33.49,45.63,2082
North Dakota,McIntosh,1292,0.85,2.17,4.95,12.54,35.06,28.25,16.18,1292,6.58,27.86,32.04,33.51,2090
North Dakota,McKenzie,4478,27.07,12.44,8.24,14.07,16.86,12.15,9.18,4478,2.64,23.65,39.35,34.37,2097
North Dakota,McLean,4372,3.48,4.99,7.71,18.21,32.41,18.66,14.55,4372,3.27,20.2,33.17,43.37,2103
North Dakota,Mercer,3663,3.22,2.98,6.42,29.87,33.09,12.72,11.71,3663,2.43,20.15,29.62,47.8,2107
North Dakota,Morton,13502,8.81,6.69,13.41,16.42,30.32,12.02,12.33,13502,2.98,20.55,37.47,39.0,2114
North Dakota,Mountrail,3570,6.72,10.9,7.23,20.14,23.61,15.57,15.83,3570,4.43,25.69,35.15,34.73,2119
North Dakota,Nelson,1428,3.01,0.63,2.87,12.32,31.72,17.86,31.58,1428,2.94,29.83,35.29,31.93,2122
North Dakota,Oliver,743,4.31,1.21,10.09,22.61,32.44,18.57,10.77,743,2.83,11.84,37.01,48.32,2127
North Dakota,Pembina,3169,0.57,1.83,2.56,19.85,35.5,23.26,16.44,3169,2.97,24.68,38.66,33.7,2131
North Dakota,Pierce,1843,3.2,3.42,0.92,17.25,36.73,19.59,18.88,1843,4.94,19.48,40.42,35.16,2136
North Dakota,Ramsey,4903,4.08,4.55,8.12,17.93,32.94,14.77,17.62,4903,9.22,28.25,35.51,27.02,2141
North Dakota,Ransom,2380,0.97,0.63,9.54,19.45,20.84,16.01,32.56,2380,4.08,24.41,36.85,34.66,2147
North Dakota,Renville,931,3.22,3.65,4.4,21.8,33.3,14.61,19.01,931,2.58,23.74,31.9,41.78,2150
North Dakota,Richland,6806,4.04,2.95,6.92,22.86,28.27,15.37,19.59,6806,5.32,27.65,36.41,30.62,2156
North Dakota,Rolette,4402,1.04,3.0,9.27,33.51,38.73,10.63,3.82,4402,8.75,24.6,33.17,33.48,2161
North Dakota,Sargent,1897,4.53,3.11,7.38,24.57,27.62,10.38,22.4,1897,2.48,23.77,36.64,37.11,2164
North Dakota,Sheridan,684,0.88,0.88,10.09,11.26,36.55,16.23,24.12,684,3.07,21.64,35.82,39.47,2169
North Dakota,Sioux,1107,2.53,2.62,12.92,28.73,36.22,5.6,11.38,1107,10.57,30.35,31.26,27.82,2175
North Dakota,Slope,336,1.49,4.76,12.2,19.94,16.37,18.15,27.08,336,0.89,13.69,29.46,55.95,2180
North Dakota,Stark,12635,6.94,18.08,9.57,23.7,24.12,9.85,7.73,12635,4.24,30.27,36.84,28.65,2182
North Dakota,Steele,804,2.49,4.35,4.35,14.43,34.08,15.05,25.25,804,1.37,15.92,36.19,46.52,2186
North Dakota,Stutsman,8977,3.83,3.81,8.89,15.74,35.08,17.95,14.7,8977,8.09,30.42,31.34,30.15,2199
North Dakota,Towner,1104,1.27,0.0,1.0,18.48,36.05,13.59,29.62,1104,5.71,28.35,37.32,28.62,2205
North Dakota,Traill,3394,1.68,0.97,5.54,13.58,31.7,17.0,29.52,3394,4.04,28.23,35.89,31.85,2217
North Dakota,Walsh,4820,1.04,1.0,4.75,17.57,35.27,17.57,22.8,4820,4.73,25.44,41.64,28.2,2225
North Dakota,Ward,28432,8.02,14.88,11.11,19.97,24.37,13.51,8.14,28432,5.1,30.03,38.61,26.26,2233
North Dakota,Wells,1941,2.42,1.39,5.82,14.48,39.57,16.74,19.58,1941,5.77,25.04,25.5,43.69,2237
North Dakota,Williams,14646,18.9,15.45,8.73,13.76,20.24,14.9,8.03,14646,4.42,30.25,42.69,22.64,2244
Ohio,Adams,10396,1.37,2.64,14.8,31.89,22.36,10.28,16.66,10396,8.75,26.36,32.02,32.87,2248
Ohio,Allen,41025,0.98,0.98,7.64,16.53,30.8,20.52,22.55,41025,8.38,31.36,37.08,23.18,2250
Ohio,Ashland,20504,1.06,1.51,12.06,20.72,20.82,19.1,24.74,20504,6.93,26.19,37.28,29.61,2254
Ohio,Ashtabula,38614,1.03,0.64,7.48,17.91,25.03,19.39,28.53,38614,9.39,31.44,37.56,21.6,2259
Ohio,Athens,22539,1.86,3.07,11.45,33.42,19.24,9.94,21.02,22539,7.21,33.48,35.1,24.21,2266
Ohio,Auglaize,19000,1.64,1.17,8.59,22.06,25.18,16.12,25.23,19000,4.54,24.65,41.86,28.95,2273
Ohio,Belmont,25772,1.66,1.98,6.41,16.15,24.47,21.54,27.79,25772,6.4,31.74,36.86,25.01,2278
Ohio,Brown,17811,1.9,1.04,16.36,33.14,21.94,11.0,14.61,17811,6.16,22.29,35.83,35.71,2282
Ohio,Butler,140736,2.45,1.34,14.86,27.61,26.73,15.88,11.13,140736,5.04,28.94,40.24,25.78,2286
Ohio,Carroll,11286,0.76,1.63,9.06,28.17,22.71,15.67,21.99,11286,7.69,26.31,35.5,30.51,2289
Ohio,Champaign,15407,0.62,0.75,8.18,25.45,21.94,12.46,30.6,15407,5.05,27.23,37.42,30.3,2291
Ohio,Clark,54862,0.63,0.75,5.88,15.06,31.61,22.53,23.54,54862,7.57,32.42,36.11,23.91,2300
Ohio,Clermont,79347,3.02,3.09,16.14,33.4,24.52,13.28,6.53,79347,4.9,26.29,40.82,27.99,2306
Ohio,Clinton,16741,1.25,1.47,12.26,30.34,19.68,17.04,17.96,16741,5.18,28.44,36.23,30.15,2310
Ohio,Columbiana,41632,0.77,0.99,8.08,17.82,27.14,19.14,26.07,41632,7.02,31.26,35.4,26.32,2315
Ohio,Coshocton,14579,1.91,0.6,10.69,18.91,24.25,15.37,28.26,14579,9.54,27.32,36.09,27.05,2317
Ohio,Crawford,17928,0.55,0.21,6.78,11.92,29.34,21.89,29.31,17928,6.53,34.71,35.25,23.51,2323
Ohio,Cuyahoga,547887,0.95,0.82,4.17,12.45,24.59,29.97,27.05,547887,12.85,40.21,33.75,13.19,2332
Ohio,Darke,21171,0.77,0.57,6.75,13.92,28.48,18.33,31.17,21171,4.55,27.96,36.64,30.85,2345
Ohio,Defiance,15385,0.6,1.36,8.9,17.79,27.55,15.2,28.61,15385,5.19,25.43,40.61,28.77,2350
Ohio,Delaware,71521,7.3,5.88,31.35,33.17,11.39,3.51,7.4,71521,2.66,22.02,47.1,28.22,2352
Ohio,Erie,31319,1.51,0.77,5.87,20.26,29.64,21.16,20.79,31319,6.61,35.11,36.27,22.02,2357
Ohio,Fairfield,57071,2.69,2.75,15.87,30.19,22.61,11.86,14.02,57071,4.31,25.89,39.01,30.79,2365
Ohio,Fayette,11737,0.7,1.58,11.4,21.53,26.15,15.38,23.27,11737,8.03,31.26,36.18,24.54,2368
Ohio,Franklin,519237,3.43,2.96,11.57,28.43,27.37,16.15,10.09,519237,7.18,38.09,39.24,15.49,2375
Ohio,Fulton,16582,2.29,1.63,9.43,21.62,23.38,13.49,28.16,16582,3.37,24.99,40.75,30.89,2378
Ohio,Gallia,11359,2.53,1.88,14.73,31.87,25.6,13.86,9.54,11359,6.89,29.18,37.21,26.71,2383
Ohio,Geauga,35303,1.6,1.37,9.52,28.9,29.43,16.65,12.52,35303,8.84,18.89,41.48,30.78,2390
Ohio,Greene,65915,1.98,2.53,13.47,24.05,29.04,20.1,8.83,65915,4.57,30.28,39.45,25.7,2393
Ohio,Guernsey,16244,1.92,1.6,12.39,19.26,26.53,15.22,23.09,16244,7.21,28.24,35.82,28.72,2399
Ohio,Hamilton,344588,1.51,0.92,5.71,17.03,28.02,23.31,23.5,344588,10.99,35.88,35.81,17.32,2411
Ohio,Hancock,32022,1.95,1.86,11.05,24.16,21.69,15.27,24.01,32022,5.85,32.54,37.79,23.82,2427
Ohio,Hardin,11777,0.99,1.05,9.41,22.58,23.04,14.16,28.77,11777,6.03,28.84,35.93,29.21,2432
Ohio,Harrison,6221,1.78,2.62,10.09,17.34,24.85,18.2,25.11,6221,9.21,28.63,36.2,25.96,2440
Ohio,Henry,11069,0.85,0.49,6.75,19.23,22.66,16.73,33.29,11069,3.27,26.48,38.81,31.44,2451
Ohio,Highland,16747,1.31,1.56,13.07,30.57,23.68,11.67,18.13,16747,8.68,26.17,35.78,29.38,2457
Ohio,Hocking,11533,2.57,2.97,12.26,32.94,20.53,10.04,18.69,11533,4.02,25.81,36.51,33.65,2461
Ohio,Holmes,12351,4.05,4.44,14.66,30.02,15.92,10.4,20.51,12351,30.48,18.31,28.01,23.21,2464
Ohio,Huron,23050,0.86,0.88,9.52,19.92,25.03,16.45,27.34,23050,4.8,31.37,36.66,27.17,2468
Ohio,Jackson,12971,1.98,1.87,15.94,29.44,18.45,16.9,15.43,12971,5.86,27.55,38.05,28.55,2472
Ohio,Jefferson,27541,0.97,0.78,4.38,12.21,30.33,30.33,21.01,27541,9.89,32.19,35.72,22.2,2476
Ohio,Knox,23027,1.03,1.29,13.4,25.53,20.2,15.58,22.97,23027,6.53,23.94,41.17,28.37,2479
Ohio,Lake,96534,1.57,1.96,8.14,22.59,32.86,22.98,9.89,96534,4.33,34.88,40.77,20.02,2493
Ohio,Lawrence,23208,2.84,4.41,8.35,25.37,27.71,17.83,13.49,23208,6.38,33.28,34.58,25.76,2499
Ohio,Licking,64466,2.14,1.85,15.54,26.15,27.04,12.41,14.86,64466,4.84,27.21,39.3,28.65,2504
Ohio,Logan,18604,2.27,1.23,10.11,25.81,22.38,15.12,23.08,18604,4.68,27.36,38.39,29.57,2510
Ohio,Lorain,121669,2.92,2.46,12.89,18.0,28.45,19.41,15.87,121669,6.26,33.43,39.47,20.85,2516
Ohio,Lucas,181472,1.49,0.98,6.27,17.46,26.58,23.98,23.25,181472,9.59,37.63,36.34,16.44,2520
Ohio,Madison,15017,2.46,1.92,13.94,24.53,24.75,12.94,19.45,15017,3.53,29.0,36.45,31.02,2529
Ohio,Mahoning,98869,0.97,0.71,6.18,15.79,28.49,30.1,17.76,98869,8.93,35.63,36.29,19.16,2534
Ohio,Marion,24617,1.08,0.78,6.99,15.84,28.72,17.88,28.71,24617,7.92,31.63,36.13,24.31,2541
Ohio,Medina,69739,2.84,2.81,17.51,28.56,26.97,11.83,9.48,69739,3.52,25.95,43.81,26.72,2545
Ohio,Meigs,9090,1.99,2.3,14.79,31.53,17.89,15.07,16.44,9090,7.62,28.92,31.63,31.83,2549
Ohio,Mercer,16078,3.76,2.6,9.57,22.99,23.46,19.03,18.59,16078,3.17,24.77,38.8,33.26,2552
Ohio,Miami,41260,2.88,1.7,8.59,20.38,27.47,16.29,22.7,41260,4.54,26.68,40.55,28.23,2558
Ohio,Monroe,5854,2.85,2.84,7.31,21.85,28.48,12.42,24.26,5854,6.99,25.93,35.28,31.81,2565
Ohio,Montgomery,227077,0.61,0.67,5.77,16.93,34.85,25.99,15.18,227077,9.38,36.31,35.45,18.86,2573
Ohio,Morgan,6076,2.27,1.22,9.41,24.16,23.62,12.82,26.5,6076,6.63,28.34,34.3,30.73,2000
Ohio,Morrow,13064,2.13,2.22,18.67,25.6,23.8,8.98,18.61,13064,6.05,16.9,35.59,41.47,2006
Ohio,Muskingum,33797,1.53,1.56,11.19,19.9,26.24,17.59,22.01,33797,6.26,30.79,36.81,26.14,2010
Ohio,Noble,4969,1.47,1.31,11.03,25.44,25.08,15.25,20.43,4969,9.9,24.63,36.37,29.1,2012
Ohio,Ottawa,18240,1.09,1.54,11.21,21.84,20.7,20.2,23.43,18240,4.07,29.41,38.71,27.81,2019
Ohio,Paulding,7692,0.86,2.78,7.77,20.45,28.16,14.64,25.34,7692,3.84,24.97,39.48,31.71,2024
Ohio,Perry,13216,2.94,2.05,14.44,26.97,19.96,9.53,24.11,13216,7.3,26.63,34.95,31.12,2027
Ohio,Pickaway,19808,2.81,1.61,17.91,27.85,24.06,10.54,15.22,19808,5.19,26.43,33.62,34.75,2031
Ohio,Pike,11037,3.58,2.4,12.95,34.88,20.65,19.59,5.95,11037,7.3,28.99,31.88,31.82,2034
Ohio,Portage,62785,2.08,1.84,13.26,24.38,30.19,15.16,13.08,62785,6.62,30.55,39.04,23.79,2038
Ohio,Preble,16417,0.64,1.48,9.05,22.0,26.89,15.31,24.65,16417,4.9,23.09,37.67,34.34,2039
Ohio,Putnam,13301,1.08,1.27,9.64,23.49,25.14,12.75,26.64,13301,2.82,21.14,39.42,36.62,2040
Ohio,Richland,48967,0.64,0.88,7.99,15.74,29.8,26.69,18.26,48967,9.18,32.3,37.33,21.19,2042
Ohio,Ross,29080,1.43,1.86,10.99,28.05,22.19,19.31,16.17,29080,6.87,28.15,38.6,26.38,2045
Ohio,Sandusky,23825,0.56,0.41,6.98,19.4,20.71,21.07,30.88,23825,5.9,31.14,39.82,23.14,2047
Ohio,Scioto,29561,0.92,1.71,6.99,21.52,26.63,23.42,18.81,29561,7.76,33.04,32.32,26.88,2048
Ohio,Seneca,21759,0.46,1.05,6.38,16.9,24.12,16.02,35.07,21759,6.35,28.26,39.15,26.24,2049
Ohio,Shelby,18670,2.04,1.24,11.01,26.33,25.5,12.28,21.62,18670,3.68,27.78,38.1,30.44,2052
Ohio,Stark,154322,1.52,1.22,7.74,17.78,28.87,23.01,19.87,154322,7.0,32.65,37.76,22.59,2054
Ohio,Summit,226721,1.44,1.6,8.08,19.9,25.38,24.64,18.98,226721,8.1,35.38,37.87,18.65,2057
Ohio,Trumbull,85917,0.59,0.99,5.31,17.21,31.35,26.55,18.0,85917,7.56,35.49,37.73,19.22,2061
Ohio,Tuscarawas,36906,1.85,1.35,11.18,21.83,21.63,15.4,26.77,36906,7.09,30.06,37.92,24.93,2065
Ohio,Union,20695,8.8,2.88,22.78,26.62,14.19,8.2,16.53,20695,2.72,20.11,44.64,32.54,2067
Ohio,Van Wert,11640,1.19,1.31,6.02,18.34,21.9,22.47,28.76,11640,4.12,23.66,39.48,32.75,2071
Ohio,Vinton,5221,3.49,2.24,11.84,29.55,23.27,13.69,15.92,5221,6.51,26.09,28.19,39.21,2075
Ohio,Warren,84127,5.13,4.08,23.13,33.53,19.42,8.68,6.02,84127,2.6,24.31,44.17,28.91,2076
Ohio,Washington,24803,1.78,2.1,8.79,22.33,28.99,15.53,20.48,24803,5.42,30.36,37.18,27.03,2080
Ohio,Wayne,44238,1.42,2.17,12.35,25.2,26.96,14.34,17.56,44238,9.53,26.34,38.11,26.02,2084
Ohio,Williams,15266,0.85,0.5,8.72,21.83,24.87,14.87,28.36,15266,4.64,30.36,40.83,24.18,2087
Ohio,Wood,50645,2.92,2.33,13.14,26.53,25.5,12.46,17.12,50645,4.66,34.19,38.76,22.38,2091
Ohio,Wyandot,9100,1.23,0.41,8.6,20.37,23.26,16.44,29.68,9100,5.9,27.87,36.55,29.68,2093
Oklahoma,Adair,7632,3.0,2.74,12.15,29.86,35.21,11.79,5.25,7632,8.67,29.53,36.88,24.91,2095
Oklahoma,Alfalfa,1897,0.69,0.69,6.69,12.92,29.84,20.93,28.26,1897,2.74,24.57,41.86,30.84,2099
Oklahoma,Atoka,5200,3.48,5.08,15.21,35.42,27.25,9.69,3.87,5200,6.79,28.87,34.6,29.75,2102
Oklahoma,Beaver,1994,0.35,1.5,4.21,18.71,31.64,32.95,10.63,1994,1.86,25.88,37.36,34.9,2104
Oklahoma,Beckham,7724,3.94,3.77,17.43,27.82,24.13,15.52,7.39,7724,5.92,30.19,42.97,20.92,2106
Oklahoma,Blaine,3940,0.76,3.43,7.01,23.76,32.82,18.65,13.58,3940,3.88,31.47,35.18,29.47,2110
Oklahoma,Bryan,17634,6.07,3.39,18.2,32.68,26.3,8.22,5.14,17634,5.87,30.31,35.79,28.03,2112
Oklahoma,Caddo,10465,0.96,1.3,7.79,24.57,35.62,13.86,15.91,10465,6.85,31.27,36.05,25.83,2118
Oklahoma,Canadian,45724,8.62,7.86,21.87,27.62,23.84,6.83,3.36,45724,3.02,26.01,42.16,28.8,2123
Oklahoma,Carter,18474,2.25,4.58,13.71,26.95,25.21,19.98,7.32,18474,5.18,34.05,35.96,24.81,2126
Oklahoma,Cherokee,17364,4.67,3.89,16.12,34.85,29.53,7.78,3.15,17364,8.42,31.43,33.34,26.81,2129
Oklahoma,Choctaw,6074,2.49,3.39,15.23,30.52,32.19,11.71,4.48,6074,8.15,36.42,31.76,23.67,2133
Oklahoma,Cimarron,952,1.16,2.42,0.95,18.17,28.57,27.52,21.22,952,2.42,26.68,37.71,33.19,2135
