State,County,WICS11,FID
Vermont,Franklin,7,2607
Vermont,Grand Isle,1,2609
Vermont,Lamoille,6,2611
Vermont,Orange,11,2612
Vermont,Orleans,12,2614
Vermont,Rutland,15,2615
Vermont,Washington,12,2617
Vermont,Windham,10,2620
Vermont,Windsor,10,2625
Virginia,Accomack,8,2719
Virginia,Albemarle,9,2728
Virginia,Alleghany,1,2733
Virginia,Amelia,1,2741
Virginia,Amherst,4,2746
Virginia,Appomattox,3,2749
Virginia,Arlington,7,2753
Virginia,Augusta,4,2758
Virginia,Bath,,2763
Virginia,Bland,1,2772
Virginia,Botetourt,3,2776
Virginia,Brunswick,2,2777
Virginia,Buchanan,4,2784
Virginia,Buckingham,3,2785
Virginia,Campbell,6,2788
Virginia,Caroline,2,2793
Virginia,Carroll,5,2797
Virginia,Charles City,,2806
Virginia,Charlotte,1,2810
Virginia,Chesterfield,33,2816
Virginia,Clarke,1,2819
Virginia,Craig,1,2820
Virginia,Culpeper,4,2824
Virginia,Cumberland,1,2827
Virginia,Dickenson,3,2832
Virginia,Dinwiddie,4,2838
Virginia,Essex,3,2842
Virginia,Fauquier,5,2853
Virginia,Floyd,2,2856
Virginia,Fluvanna,3,2858
Virginia,Frederick,8,2868
Virginia,Giles,4,2873
Virginia,Gloucester,4,2887
Virginia,Goochland,2,2892
Virginia,Grayson,1,2896
Virginia,Greene,2,2899
Virginia,Greensville,,2902
Virginia,Halifax,4,2904
Virginia,Hanover,8,2909
Virginia,Henrico,38,2915
Virginia,Henry,8,2918
Virginia,Highland,,2920
Virginia,Isle of Wight,3,2925
Virginia,James City,5,2930
Virginia,King and Queen,,2936
Virginia,King George,4,2938
Virginia,King William,2,2943
Virginia,Lancaster,3,2948
Virginia,Lee,6,2950
Virginia,Loudoun,20,2952
Virginia,Louisa,5,2953
Virginia,Lunenburg,2,2954
Virginia,Madison,1,2955
Virginia,Mathews,1,2962
Virginia,Mecklenburg,6,2964
Virginia,Middlesex,2,2965
Virginia,Montgomery,10,2966
Virginia,Nelson,1,2968
Virginia,New Kent,2,2971
Virginia,Northampton,3,2982
Virginia,Northumberland,2,2983
Virginia,Nottoway,3,2984
Virginia,Orange,3,2985
Virginia,Page,5,2986
Virginia,Patrick,4,2987
Virginia,Pittsylvania,4,2988
Virginia,Powhatan,2,2989
Virginia,Prince Edward,4,2990
Virginia,Prince George,3,2991
Virginia,Prince William,30,2992
Virginia,Pulaski,7,2993
Virginia,Rappahannock,,2994
Virginia,Rockbridge,3,2997
Virginia,Rockingham,5,2998
Virginia,Russell,3,2999
Virginia,Scott,5,2585
Virginia,Shenandoah,4,2594
Virginia,Smyth,7,2600
Virginia,Southampton,1,2608
Virginia,Spotsylvania,12,2619
Virginia,Stafford,11,2629
Virginia,Surry,,2636
Virginia,Sussex,3,2647
Virginia,Tazewell,8,2656
Virginia,Warren,3,2662
Virginia,Washington,7,2667
Virginia,Westmoreland,3,2684
Virginia,Wise,8,2695
Virginia,Wythe,6,2699
Virginia,York,9,2709
Virginia,Alexandria,10,2712
Virginia,Bristol,4,2716
Virginia,Buena Vista,1,2720
Virginia,Charlottesville,3,2722
Virginia,Chesapeake,21,2724
Virginia,Colonial Heights,3,2727
Virginia,Covington,2,2729
Virginia,Danville,9,2732
Virginia,Emporia,3,2736
Virginia,Falls Church,1,2740
Virginia,Fredericksburg,3,2745
Virginia,Galax,3,2747
Virginia,Hampton,15,2751
Virginia,Harrisonburg,8,2755
Virginia,Hopewell,4,2756
Virginia,Lexington,1,2760
Virginia,Lynchburg,13,2762
Virginia,Manassas,5,2765
Virginia,Manassas Park,,2768
Virginia,Martinsville,2,2771
Virginia,Newport News,18,2775
Virginia,Norfolk,23,2778
Virginia,Norton,2,2780
Virginia,Petersburg,8,2782
Virginia,Poquoson,1,2791
Virginia,Portsmouth,13,2795
Virginia,Radford,2,2799
Virginia,Salem,6,2809
Virginia,Staunton,5,2812
Virginia,Suffolk,10,2815
Virginia,Virginia Beach,45,2826
Virginia,Waynesboro,5,2831
Virginia,Williamsburg,1,2835
Virginia,Winchester,4,2837
Washington,Adams,6,2840
Washington,Asotin,4,2845
Washington,Benton,17,2847
Washington,Chelan,13,2852
Washington,Clallam,8,2861
Washington,Clark,32,2865
Washington,Columbia,1,2869
Washington,Cowlitz,12,2871
Washington,Douglas,8,2877
Washington,Ferry,4,2880
Washington,Franklin,14,2884
Washington,Garfield,1,2886
Washington,Grant,20,2889
Washington,Grays Harbor,13,2894
Washington,Island,9,2898
Washington,Jefferson,5,2905
Washington,King,188,2913
Washington,Kitsap,26,2927
Washington,Kittitas,5,2932
Washington,Klickitat,4,2935
Washington,Lewis,13,2940
Washington,Lincoln,6,2942
Washington,Mason,7,2946
Washington,Okanogan,14,2947
Washington,Pacific,5,2949
Washington,Pend Oreille,3,2951
Washington,Pierce,73,2956
Washington,San Juan,4,2957
Washington,Skagit,12,2958
Washington,Skamania,2,2959
Washington,Snohomish,70,2960
Washington,Spokane,54,2961
Washington,Stevens,10,2963
Washington,Thurston,23,2967
Washington,Wahkiakum,1,2969
Washington,Walla Walla,9,2970
Washington,Whatcom,24,2972
Washington,Whitman,10,2973
Washington,Yakima,36,2974
West Virginia,Barbour,2,2975
West Virginia,Berkeley,9,2976
West Virginia,Boone,8,2977
West Virginia,Braxton,3,2978
West Virginia,Brooke,4,2979
West Virginia,Cabell,15,2980
West Virginia,Calhoun,3,2981
West Virginia,Clay,8,3000
West Virginia,Doddridge,1,3002
West Virginia,Fayette,10,3006
West Virginia,Gilmer,4,3008
West Virginia,Grant,1,3011
West Virginia,Greenbrier,8,3013
West Virginia,Hampshire,5,3016
West Virginia,Hancock,4,3017
West Virginia,Hardy,3,3019
West Virginia,Harrison,10,3021
West Virginia,Jackson,5,3023
West Virginia,Jefferson,7,3026
West Virginia,Kanawha,33,3027
West Virginia,Lewis,3,3029
West Virginia,Lincoln,7,3031
West Virginia,Logan,9,3034
West Virginia,McDowell,12,3037
West Virginia,Marion,9,3039
West Virginia,Marshall,6,3041
West Virginia,Mason,4,3042
West Virginia,Mercer,14,3044
West Virginia,Mineral,4,3046
West Virginia,Mingo,9,3048
West Virginia,Monongalia,12,3050
West Virginia,Monroe,5,3052
West Virginia,Morgan,1,3054
West Virginia,Nicholas,5,3057
West Virginia,Ohio,9,3059
West Virginia,Pendleton,2,3061
West Virginia,Pleasants,2,3064
West Virginia,Pocahontas,5,3066
West Virginia,Preston,5,3068
West Virginia,Putnam,7,3070
West Virginia,Raleigh,11,3073
West Virginia,Randolph,8,3075
West Virginia,Ritchie,2,3077
West Virginia,Roane,4,3079
West Virginia,Summers,2,3080
West Virginia,Taylor,3,3082
West Virginia,Tucker,2,3084
West Virginia,Tyler,2,3085
West Virginia,Upshur,5,3087
West Virginia,Wayne,8,3089
West Virginia,Webster,4,3091
West Virginia,Wetzel,5,3093
West Virginia,Wirt,2,3095
West Virginia,Wood,12,3097
West Virginia,Wyoming,5,3099
Wisconsin,Adams,2,3101
Wisconsin,Ashland,7,3104
Wisconsin,Barron,10,3106
Wisconsin,Bayfield,6,3108
Wisconsin,Brown,32,3111
Wisconsin,Buffalo,2,3113
Wisconsin,Burnett,5,3115
Wisconsin,Calumet,7,3116
Wisconsin,Chippewa,10,3117
Wisconsin,Clark,6,3119
Wisconsin,Columbia,11,3120
Wisconsin,Crawford,6,3122
Wisconsin,Dane,65,3124
Wisconsin,Dodge,10,3126
Wisconsin,Door,7,3131
Wisconsin,Douglas,9,3134
Wisconsin,Dunn,7,3135
Wisconsin,Eau Claire,15,3137
Wisconsin,Florence,1,3138
Wisconsin,Fond du Lac,16,3140
Wisconsin,Forest,5,3141
Wisconsin,Grant,12,3143
Wisconsin,Green,6,3145
Wisconsin,Green Lake,4,3147
Wisconsin,Iowa,4,3148
Wisconsin,Iron,2,3151
Wisconsin,Jackson,5,3153
Wisconsin,Jefferson,13,3154
Wisconsin,Juneau,6,3156
Wisconsin,Kenosha,36,3158
Wisconsin,Kewaunee,4,3160
Wisconsin,La Crosse,16,3161
Wisconsin,Lafayette,3,3163
Wisconsin,Langlade,7,3165
Wisconsin,Lincoln,4,3166
Wisconsin,Manitowoc,11,3169
Wisconsin,Marathon,22,3170
Wisconsin,Marinette,9,3172
Wisconsin,Marquette,2,3174
Wisconsin,Menominee,3,3175
Wisconsin,Milwaukee,418,3177
Wisconsin,Monroe,7,3179
Wisconsin,Oconto,5,3181
Wisconsin,Oneida,8,3183
Wisconsin,Outagamie,29,3185
Wisconsin,Ozaukee,12,3186
Wisconsin,Pepin,2,3188
Wisconsin,Pierce,5,3189
Wisconsin,Polk,8,3191
Wisconsin,Portage,9,3192
Wisconsin,Price,4,3194
Wisconsin,Racine,57,3195
Wisconsin,Richland,3,3196
Wisconsin,Rock,30,3198
Wisconsin,Rusk,5,3199
Wisconsin,St. Croix,8,3200
Wisconsin,Sauk,14,3202
Wisconsin,Sawyer,6,3203
Wisconsin,Shawano,11,3205
Wisconsin,Sheboygan,19,3207
Wisconsin,Taylor,5,3208
Wisconsin,Trempealeau,7,3210
Wisconsin,Vernon,6,3213
Wisconsin,Vilas,7,3001
Wisconsin,Walworth,13,3003
Wisconsin,Washburn,5,3004
Wisconsin,Washington,18,3005
Wisconsin,Waukesha,59,3007
Wisconsin,Waupaca,10,3009
Wisconsin,Waushara,6,3010
Wisconsin,Winnebago,21,3012
Wisconsin,Wood,10,3014
Wyoming,Albany,3,3015
Wyoming,Big Horn,3,3018
Wyoming,Campbell,5,3020
Wyoming,Carbon,2,3022
Wyoming,Converse,3,3024
Wyoming,Crook,5,3025
Wyoming,Fremont,9,3028
Wyoming,Goshen,3,3030
Wyoming,Hot Springs,2,3032
Wyoming,Johnson,3,3033
Wyoming,Laramie,8,3035
Wyoming,Lincoln,5,3036
Wyoming,Natrona,8,3038
Wyoming,Niobrara,1,3040
Wyoming,Park,4,3043
Wyoming,Platte,3,3045
Wyoming,Sheridan,5,3047
Wyoming,Sublette,2,3049
Wyoming,Sweetwater,4,3051
Wyoming,Teton,3,3053
Wyoming,Uinta,3,3055
Wyoming,Washakie,2,3056
Wyoming,Weston,3,3058
