NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
ATLANTIC UNION COLLEGE,338 MAIN ST,LANCASTER,MA,1523,9,194704,10,0,5,-7979855.098453641,5227841.755349038
ARMENIAN CHURCH OF OUR SAVIOR,87 SALISBURY ST,WORCESTER,MA,1609,9,194909,10,1007029,1,-7993231.693745329,5202234.404992308
FIRST UNITED METHODIST CHURCH,55 FENN ST,PITTSFIELD,MA,1201,9,197410,10,1919000,5,-8154385.135704061,5228630.001116406
SECOND BAPTIST CHURCH,589 GRANBY RD,SOUTH HADLEY,MA,1075,9,195504,10,1000000,5,-8076896.640038278,5196910.390557374
EMANUEL EVANGELICAL LUTHERAN CHURCH,200 GREENWOOD ST,WORCESTER,MA,1607,9,198804,10,1000000,1,-7992255.310491579,5194612.683487619
WOOLMAN HILL INC,107 KEETS RD,DEERFIELD,MA,1342,3,195606,16,29059000,1,-8080139.8220830485,5245339.537005482
TEMPLE EMANUEL OF WORCESTER,280 MAY ST,WORCESTER,MA,1602,3,199908,10,0,1,-7997233.295480871,5201082.053980132
CONGREGATION OF MARIANS OF THE IMMACULATE CONCEPTION OF THE B V M,EDEN HILL,STOCKBRIDGE,MA,1262,9,194603,17,0,1,-8160827.194636266,5204372.943843397
HELLENIC COLLEGE INC,50 GODDARD AVE,BROOKLINE,MA,2445,3,195008,11,30059000,1,-7918175.974231344,5208674.654136483
BETHANY CHRISTIAN UNITED PARISH,1405 MAIN ST,WALTHAM,MA,2451,9,195105,10,29000000,5,-7933746.676686558,5217593.152351643
FIRST BAPTIST CHURCH,71 BOND ST,NORWOOD,MA,2062,9,195504,10,1000000,5,-7926754.142872379,5189632.494313492
FIRST BAPTIST CHURCH,110 COMMONWEALTH AVE,BOSTON,MA,2116,9,195504,10,1000000,5,-7912156.484086188,5213891.254039125
MOUNT CALVARY LUTHERAN CHRUCH,472 MASSACHUSETTS AVE,ACTON,MA,1720,9,194107,10,1029000,5,-7955098.200298671,5232485.432469204
CONGREGATION BETH SHALOM OF THE BLUE HILLS,18 SHOOLMAN WAY,MILTON,MA,2186,3,201608,10,0,1,-7911117.53927861,5198461.954451915
JEWISH CHAPLAINCY COUNCIL OF MASSACHUSETTS INC,1320 CENTRE ST STE 306,NEWTON,MA,2459,3,201802,10,0,1,-7925494.228875585,5210319.242260211
WAKEFIELD LYNNFIELD UNITED METHODIST CHURCH,273 VERNON ST,WAKEFIELD,MA,1880,9,197410,10,0,5,-7910906.254885087,5238667.668047615
UNION CONGREGATIONAL CHURCH,220 MAIN ST,GROTON,MA,1450,9,196406,10,1029000,5,-7967550.39853881,5252835.287192717
RANDOLPH HEBREW CENTER INC,1301 WASHINGTON ST,CANTON,MA,2021,3,200603,10,0,1,-7919364.977712505,5186676.995765769
ST MARYS PARISH,18 SUMMER ST,SHREWSBURY,MA,1545,9,194603,10,0,5,-7982696.083178179,5205308.2266151225
NEW ENGLAND CONFERENCE OF THE UNITED METHODIST CHURCH,411 MERRIMACK ST STE 200,METHUEN,MA,1844,9,197410,10,0,5,-7917961.572892074,5273615.4335445985
MASSACHUSETTS NEW-CHURCH UNION,50 QUINCY ST,CAMBRIDGE,MA,2138,3,193804,15,29000000,1,-7916384.954943969,5217544.177985193
PACKARD MANSE,583 PLAIN ST,STOUGHTON,MA,2072,3,195104,15,29000000,1,-7917102.297742639,5177203.48502575
SECOND CONGREGATIONAL CHURCH,16 COURT SQ,GREENFIELD,MA,1301,9,196406,10,0,5,-8081897.334203699,5249459.292171292
FIRST BAPTIST CHURCH OF HOLDEN,1216 MAIN ST,HOLDEN,MA,1520,9,195504,10,1000000,5,-7999811.0096096825,5213716.221477376
NEWTON PRESBYTERIAN CHURCH,75 VERNON ST,NEWTON,MA,2458,9,196401,10,0,5,-7924009.894785343,5214234.70082783
REHOBOTH CONGREGATIONAL CHURCH,PO BOX 325,REHOBOTH,MA,2769,9,196406,10,0,5,-7930755.855927418,5137698.694895706
SOVEREIGN GRACE CHURCH OF SPRINGFIELD MASSACHUSETTS,60 BOWLES PARK,SPRINGFIELD,MA,1104,3,200410,10,0,1,-8077512.3481418565,5182632.06411632
CATHOLIC COMMUNICATIONS CORPORATION,65 ELLIOT ST,SPRINGFIELD,MA,1105,9,194603,10,1030150,5,-8080161.195425283,5176771.499168517
CONGREGATIONAL CHURCH OF WEST MEDFORD,458 HIGH ST,MEDFORD,MA,2155,9,0,10,0,5,-7918356.42312592,5224266.132576455
SISTERS OF THE PRESENTATION OF MARY INC,209 LAWRENCE ST,METHUEN,MA,1844,9,194603,10,0,5,-7923862.285140551,5270447.461029791
FIRST CHURCH OF CHRIST SCIENTIST,210 MASSACHUSETTS AVE,BOSTON,MA,2115,8,193605,10,1000000,1,-7913320.997279372,5212820.021109016
TEMPLE EMANUEL,101 W FOREST ST,LOWELL,MA,1851,3,200607,10,0,1,-7940680.211170621,5254369.432716799
METROWEST YMCA,280 OLD CONNECTICUT PATH,FRAMINGHAM,MA,1701,3,196503,16,324000000,1,-7948324.965881357,5207158.447180245
EMMANUEL GOSPEL CENTER INC,2 SAN JUAN ST,BOSTON,MA,2118,3,195810,10,1029000,1,-7911803.823939351,5212203.72547497
LAYMENS ACADEMY FOR OECUMENICAL STUDIES INC,233 N PLEASANT ST STE 23,AMHERST,MA,1002,3,196507,11,59029000,1,-8072864.759401241,5217945.473879703
FIRST BAPTIST CHURCH,633 CENTRE ST,JAMAICA PLAIN,MA,2130,9,195504,10,1000000,5,-7916385.28890244,5208067.961590373
CHAPEL OF THE CROSS,160 FLANDERS RD,WESTBOROUGH,MA,1581,9,197204,10,1059349,5,-7966569.896463904,5202441.120888728
UNITED PARISH OF BROOKLINE,210 HARVARD ST,BROOKLINE,MA,2446,9,195504,10,1000000,5,-7917129.904976356,5212072.700048628
BAPTIST CHURCH OF GRAFTON,1 SOUTH ST,GRAFTON,MA,1519,9,195504,10,1000000,5,-7979941.59369799,5191791.0370106045
BIBLE CONFERENCE INC NORTHFIELD,96 WANAMAKER RD,NORTHFIELD,MA,1360,3,196809,15,29325000,1,-8064092.226929278,5270040.7429387
TRINITY CHURCH,23 MAIN ST,NORTHBOROUGH,MA,1532,9,195504,10,1000000,5,-7975067.803752077,5208988.252636411
BETHANY GOSPEL CHAPEL INC,242 CLARK ST,WORCESTER,MA,1606,3,197504,10,1000000,1,-7990357.424493046,5207733.017710483
SOUTH ACTON CONGREGATIONAL CHURCH,35 SCHOOL ST,ACTON,MA,1720,9,196406,10,1029000,5,-7954064.264868186,5230244.865664992
UNITED METHODIST CHURCH OF LENOX,6 HOLMES RD,LENOX,MA,1240,9,197410,10,1919000,5,-8155986.466579123,5221214.039641799
ST ATHANASIUS PARISH,300 HAVERHILL ST,READING,MA,1867,9,194603,10,0,5,-7913494.989643485,5242124.255641357
FIRST CHURCH IN STERLING,PO BOX 40,STERLING,MA,1564,9,196406,10,0,5,-7988088.733270673,5227076.804949336
ATTLEBORO AREA COUNCIL OF CHURCHES INC,95 PINE ST STE 10,ATTLEBORO,MA,2703,3,199910,10,0,1,-7935004.252974051,5152100.876108692
ANDOVER BIBLE CHAPEL INC,266 LOWELL ST,ANDOVER,MA,1810,3,196612,10,1000000,1,-7923296.782127324,5259096.571319419
NORTH AMERICAN MARTYRS PARISH,8 WYOMA DR,AUBURN,MA,1501,9,194603,10,0,5,-7995182.567821478,5193312.003619683
ROMAN CATHOLIC BISHOP OF WORCESTER A CORP SOLE,111 WORCESTER ST,WEST BOYLSTON,MA,1583,9,194603,10,0,5,-7990636.502456462,5215335.170183052
ROSLINDALE CONGREGATIONAL CHURCH,25 CUMMINS HWY,ROSLINDALE,MA,2131,9,196406,10,1029000,5,-7917851.255276698,5203895.631550383
FIRST BAPTIST CHURCH,438 MAIN STREET,MEDFIELD,MA,2052,9,195504,10,1000000,5,-7937496.251094948,5189071.939499691
RECTORATE OF ST ANSELM CHURCH,100 LANDHAM RD,SUDBURY,MA,1776,9,194603,10,31150120,5,-7948425.821340013,5213375.956591768
FEEDING HILLS CONGREGATIONAL CHURCH,PO BOX 264,FEEDING HILLS,MA,1030,9,196406,10,0,5,-8087755.633726182,5172395.578461409
ST COLUMBAS PARISH,10 RICHARDS AVE,PAXTON,MA,1612,9,194603,10,0,5,-8006947.256886475,5207918.3267712975
CENTRAL BAPTIST CHURCH,PO BOX 886,SOUTHBRIDGE,MA,1550,3,199611,10,1000000,5,-8018838.293573518,5172431.272529549
XAVERIAN BROTHERS HIGH SCHOOL,800 CLAPBOARDTREE ST,WESTWOOD,MA,2090,9,194603,10,0,0,-7925525.509652495,5193077.530428844
PILGRIM CONGREGATIONAL CHURCH OF LEXINGTON,55 COOLIDGE AVE,LEXINGTON,MA,2420,9,0,10,1029000,5,-7929149.181716799,5230072.397097967
ALLIN CONGREGATIONAL CHURCH,683 HIGH ST,DEDHAM,MA,2026,9,196406,10,1029000,5,-7923444.725730588,5198406.762664757
COLONY RETIREMENT HOMES INC,101 CHADWICK STREET,WORCESTER,MA,1605,9,196406,10,1029000,5,-7994053.45422636,5204060.852316603
CAMBRIDGE BUDDHIST ASSOCIATION INC,126 BRATTLE ST,CAMBRIDGE,MA,2138,3,196104,10,29059000,1,-7917986.953735973,5217657.346828128
CROSSROADS COMMUNITY CHURCH,1341 EDGELL RD,FRAMINGHAM,MA,1701,3,196202,10,1000000,1,-7952497.776993742,5212686.878577274
NEW ENGLAND DISTRICT OF THE CHRISTIAN AND MISSIONARY ALLIANCE,34 CENTRAL ST,SOUTH EASTON,MA,2375,9,197205,10,1000000,5,-7912979.135123148,5167852.876123874
ALDERSGATE UNITED METHODIST CHURCH,1048 MAIN ST,WORCESTER,MA,1603,9,197410,10,1919000,5,-7996175.092401391,5197853.208304639
ST MALACHYS CHURCH,99 BRADFORD ST,BURLINGTON,MA,1803,9,194603,10,0,5,-7929076.26745033,5237640.739200743
ST PAULS CHOIR SCHOOL,29 MOUNT AUBURN ST,CAMBRIDGE,MA,2138,9,194603,11,0,5,-7916516.9798600525,5216687.393611196
FIRST CONGREGATIONAL CHURCH OF HOLLISTON,725 WASHINGTON ST,HOLLISTON,MA,1746,9,196406,10,0,5,-7951466.958508998,5191196.5435729455
SAINT JOHN LUTHERAN CHURCH,60 BROAD ST,WESTFIELD,MA,1085,9,194107,10,1029000,5,-8098286.346235736,5178571.594699428
ST PAUL EVANGELICAL LUTHERAN CHURCH,181 ELM ST,E LONGMEADOW,MA,1028,9,198804,10,1000000,1,-8071767.928458451,5172176.9177219635
BETHEL LUTHERAN CHURCH,CHURCH INC 90 BRYN MAWR AVE,AUBURN,MA,1501,9,198804,10,1000000,1,-7997718.648460731,5192113.99659749
WEST PARISH CHURCH OF ANDOVER INC,129 RESERVATION RD,ANDOVER,MA,1810,9,196406,10,0,5,-7922177.130688923,5260381.813070022
WESLEY UNITED METHODIST CHURCH,100 WINTHROP ST,MEDFORD,MA,2155,9,197410,10,1919000,5,-7917112.205177319,5223096.47188158
PLYMOUTH CONGREGATIONAL CHURCH OF BELMONT,582 PLEASANT ST,BELMONT,MA,2478,9,196406,10,1029000,5,-7923208.171812649,5220947.972401645
ECUMENICAL INSTITUTE BOSTON INC,31 ALVESTON ST,JAMAICA PLAIN,MA,2130,3,201209,16,59029000,1,-7916237.233979685,5207506.767938339
SOUTHERN NEW ENGLAND DISTRICT COUNCIL,PO BOX 535,STURBRIDGE,MA,1566,9,196408,10,1002029,5,-8024296.288207114,5177993.384161747
SOUTH LANCASTER ACADEMY,198 GEORGE HILL RD,S LANCASTER,MA,1561,9,194704,10,211029000,5,-7980157.8874686,5228160.213809609
CONGREGATIONAL CHURCH OF GRAFTON UNITED CHURCH OF CHRIST,PO BOX 421,GRAFTON,MA,1519,9,196406,10,1029000,5,-7980568.656389628,5191519.633214777
DELIVERANCE REVIVAL TABERNACLE INC,133 HARRISHOF ST,DORCHESTER,MA,2121,3,196706,10,1000000,1,-7913701.153340433,5208621.209436096
FIRST CONGREGATIONAL CHURCH OF MONTEREY,PO BOX 182,MONTEREY,MA,1245,3,199803,10,1000000,1,-8150048.907579191,5187878.072523986
OUR LADY OF MT CARMEL CHURCH,PO BOX 519,SEEKONK,MA,2771,9,194603,10,0,0,-7940145.9889343055,5145025.828377891
SAINT EULALIA PARISH,50 RIDGE ST,WINCHESTER,MA,1890,9,194603,10,0,5,-7922961.599140544,5227053.57532012
TRINITY COVENANT CHURCH-LEXINGTON MA,7 CLEMATIS RD,LEXINGTON,MA,2421,9,197507,10,1000000,5,-7928572.54675449,5224982.144280127
HAVURAT SHALOM COMMUNITY SEMINARY,113 COLLEGE AVE,SOMERVILLE,MA,2144,3,196903,10,46030001,1,-7916841.253536729,5221066.608824389
SAINT JOHNS PARISH OF NEWTONVILLE,297 LOWELL AVE,NEWTONVILLE,MA,2460,9,197206,10,1000000,5,-7927164.243876463,5213152.283148998
EVANGELICAL LUTHERAN CHURCH IN AMERICA,40 MASSACHUSETTS AVE BLDG W11 RM 35,CAMBRIDGE,MA,2139,9,198704,10,0,1,-7914060.27001773,5214817.3837925
BOSTON-CAMBRIDGE MINISTRY IN HIGHER EDUCATION INC,1555 MASSACHUSETTS AVE,CAMBRIDGE,MA,2138,3,197208,10,29000000,1,-7917051.536054839,5217760.872640732
ST JAMES LUTHERAN CHURCH IN BLUE HILLS,214 YORK ST,CANTON,MA,2021,9,196308,10,1000000,5,-7914273.224203618,5187430.279655462
HOPE BAPTIST CHURCH,1916 RIVER ST,HYDE PARK,MA,2136,9,195504,10,1000000,5,-7919717.74917883,5197422.838724445
FIRST METHODIST CHURCH,57 PETERS ST,NORTH ANDOVER,MA,1845,9,197410,10,1919000,5,-7917946.990038779,5262627.888215285
ADVENT CHRISTIAN CHURCH,PO BOX 505,HAVERHILL,MA,1831,9,195809,10,0,5,-7912793.342893014,5277553.623123384
ST STEPHENS ARMENIAN APOSTOLIC CHURCH OF GREATER BOSTON INC,38 ELTON AVE,WATERTOWN,MA,2472,9,200311,10,0,1,-7921311.95560648,5216466.5046944795
UNITED PARISH IN BROOKLINE,210 HARVARD ST,BROOKLINE,MA,2446,3,197106,10,0,1,-7917129.904976356,5212072.700048628
CHRIST CHURCH UNITED IN LOWELL,1 BARTLETT ST,LOWELL,MA,1852,3,201503,10,1000000,1,-7937347.750894231,5258140.662633545
CONGREGATION BETH EL OF THE SUDBURY RIVER VALLEY INC,105 HUDSON RD,SUDBURY,MA,1776,3,201802,10,0,1,-7950597.775924884,5218942.684231653
ELIOT CONGREGATIONAL CHURCH OF ROXBURY BOSTON MASSACHUSETTS,56 DALE ST,ROXBURY,MA,2119,3,198609,10,1000000,1,-7913160.697212636,5209193.610327297
CHRIST THE KING LUTHERAN CHURCH,600 CENTRAL ST,HOLLISTON,MA,1746,9,198704,10,1000000,5,-7948672.171373137,5190660.689828118
LUTHERAN CHURCH OF THE SAVIOR OF BEDFORD INC,426 DAVIS RD,BEDFORD,MA,1730,9,194107,10,1029000,5,-7938252.444395908,5233436.630546047
NORTHEAST BAPTIST CONFERENCE,195 CLOVERDALE ST,PITTSFIELD,MA,1201,9,197204,10,1059349,5,-8161387.46563343,5224875.523263047
CHRIST UNITED METHODIST CHURCH,PO BOX 701,NORTHAMPTON,MA,1061,9,197410,10,0,5,-8084839.508345365,5209230.647452131
LIVING GATE EVANGELICAL FREE CHURCH INC,151 TAYLOR ST,GRANBY,MA,1033,3,197104,10,1000000,1,-8071946.150963211,5197125.862015926
FIRST BAPTIST CHURCH OF WEBSTER MASSACHUSETTS,201 S WHITE HORSE PIKE,AUDUBON,NJ,8106,3,197110,10,1000000,1,-8356526.0802144045,4850468.316376808
LIFEPOINT BAPTIST CHURCH OF CHICOPEE INC,603 NEW LUDLOW RD,CHICOPEE,MA,1020,3,201209,10,0,1,-8077212.8987116255,5193230.087647964
CHRIST LUTHERAN CHURCH,112 CRESCENT ST,WEST BOYLSTON,MA,1583,9,198804,10,1000000,1,-7991442.789528279,5216983.627904983
MOUNT ALVERNIA ACADEMY INC,20 MANET RD,CHESTNUT HILL,MA,2467,9,194603,10,0,0,-7923143.272549522,5211852.37057434
THE BOSTON CHURCH OF CHRIST,214 CONCORD ST,FRAMINGHAM,MA,1702,3,197203,10,1000000,1,-7949963.143507873,5203150.819584744
BURLINGTON CHURCH OF CHRIST INC,344 CAMBRIDGE ST,BURLINGTON,MA,1803,3,197809,10,1000000,1,-7927536.496253673,5239360.757153243
TEMPLE ANSHE AMUNIM,26 BROAD ST,PITTSFIELD,MA,1201,3,196901,10,1000000,1,-8154605.325656851,5227475.186891505
TEMPLE BETH TORAH,2162 WASHINGTON ST,HOLLISTON,MA,1746,3,197211,10,1000000,1,-7956393.959171504,5186592.133029205
NORFOLK COOPERATIVE PRIMARY INC,PO BOX 448,NORFOLK,MA,2056,3,197911,11,46032000,1,-7940387.218270852,5179369.712049186
RIVER OF LIFE CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,440 CENTRE ST,JAMAICA PLAIN,MA,2130,9,199201,10,1000000,5,-7916088.511139988,5209004.211359018
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF WESTFIELD,297 RUSSELL RD,WESTFIELD,MA,1085,9,197205,10,1000000,5,-8101510.60396707,5180113.4111988945
UNITED CHURCH OF ASSONET INC,PO BOX 155,ASSONET,MA,2702,9,196406,10,0,0,-7913744.011344387,5129914.752049863
LIFE CHURCH,1 NEW TAUNTON AVE,NORTON,MA,2766,3,200510,10,30000000,1,-7923025.607847753,5152842.149920511
NEW ENGLAND DISTRICT LUTHERAN CHURCH MISSOURI SYNOD,400 WILBRAHAM RD,SPRINGFIELD,MA,1109,9,194107,10,1029000,5,-8076164.49174733,5177954.5179091785
BIBLE BAPTIST CHURCH INC,131 RESERVOIR ST,N ATTLEBORO,MA,2760,3,197308,10,1000000,1,-7940857.654438946,5155708.561399439
ST MATTHEWS UNITED METHODIST CHURCH,435 CENTRAL ST,ACTON,MA,1720,9,197410,10,1919000,5,-7956786.0264180815,5234999.628952373
CELEBRATION INTERNATIONAL CHURCH,6 LOKER ST,WAYLAND,MA,1778,9,196408,10,1002029,5,-7942567.076539568,5209699.646335779
CHURCH OF THE LIVING GOD THE PILLAR & GROUND OF THE TRUTH,205 CAMBRIDGE RD,WOBURN,MA,1801,3,197603,10,1000000,5,-7923299.899073065,5231000.565587871
COLLINSVILLE BIBLE CHURCH,2075 LAKEVIEW AVE,DRACUT,MA,1826,3,199011,10,1000000,1,-7943314.475600753,5263719.175246543
LOWELL MA FIRST CHURCH OF THE NAZARENE,1195 VARNUM AVE,LOWELL,MA,1854,9,196307,10,1000000,5,-7945086.793213671,5258347.697319005
CHURCH OF CHRIST IN METHUEN,65 COOLIDGE ST,LAWRENCE,MA,1843,3,197811,10,1000000,1,-7922664.932697582,5265211.477041657
ST AGNES PARISH,184 WOBURN ST,READING,MA,1867,9,194603,10,31150120,5,-7916275.193926045,5239327.377757691
EASTON BAPTIST CHURCH,197 BAY RD,NORTH EASTON,MA,2356,9,197204,10,1059349,5,-7918100.165658109,5168619.062472561
PIONEER VALLEY CHURCH,56 PERKINS ST,CHICOPEE,MA,1013,3,198603,10,1000000,1,-8082868.262802394,5183070.322036468
CONGREATION BETH CHAVERIM OF MILFORD INC,PO BOX 325,MEDWAY,MA,2053,3,197509,10,1000000,1,-7950837.7807470355,5182672.751136726
CHRISTIAN LIFE FELLOWSHIP CHURCH INC,9 WESTMINSTER AVE,ARLINGTON,MA,2474,3,197605,10,1000000,1,-7923947.2219120255,5225032.363648146
GREEK ORTHODOX PARISH OF ROSLINDALE-WEST ROXBURY INC,39 BELGRADE AVE,ROSLINDALE,MA,2131,3,201410,10,0,1,-7918310.893454181,5204016.462119273
PRESBYTERIAN CHURCH IN BURLINGTON MASSACHUSETTS INC,335 CAMBRIDGE ST,BURLINGTON,MA,1803,9,196401,10,0,5,-7926891.733763,5238765.987243602
JAMAICA PLAIN WEST SPANISH CONGREGATION OF JEHOVAH WITNESSES,10 KINGSBORO PARK,JAMAICA PLAIN,MA,2130,3,198706,10,1000000,1,-7916120.682472828,5208769.500403407
FAIRLAWN CHRISTIAN REFORMED CHURCH,305 GOLDTHWAITE RD,WHITINSVILLE,MA,1588,9,197502,10,1000000,1,-7979527.596511731,5179563.923733394
CHINESE BIBLE CHURCH OF GREATER BOSTON,149 OLD SPRING ST,LEXINGTON,MA,2421,3,197605,10,1006029,1,-7931751.608772561,5224648.863342076
CONGREGATION BNAI SHALOM INC,117 E MAIN ST,WESTBOROUGH,MA,1581,3,197701,10,998000000,1,-7970752.503691474,5203160.449103432
DAUGHTERS OF ISRAEL INC,101 WASHINGTON ST,BRIGHTON,MA,2135,3,201706,15,0,1,-7919767.954269178,5212746.220153158
WESTGATE CHURCH,100 WINTER ST,WESTON,MA,2493,3,197603,10,1000000,1,-7938690.15263371,5211075.159002991
PILGRIM CHURCH,COMMON ST,SOUTHBOROUGH,MA,1772,9,196406,10,1029000,5,-7962827.891780889,5206910.3855790505
FIRST BAPTIST CHURCH,129 LEXINGTON ST,BELMONT,MA,2478,9,195504,10,1000000,5,-7924766.867322737,5218648.799924573
CEDAR BROOK SCHOOL,24 RAISIE RD,REHOBOTH,MA,2769,9,194704,10,211029000,5,-7930755.855927418,5137698.694895706
CHRISTIAN LIFE CENTER OF SPRINGFIELD MASS INC,1590 SUMNER AVE,SPRINGFIELD,MA,1118,9,196408,10,1002029,5,-8072847.393560677,5175067.154484127
MILFORD HEBREW ASSOCIATION,PO BOX 30,MILFORD,MA,1757,3,199205,10,1029119,1,-7961625.529960829,5182035.891622916
CATHOLIC DAUGHTERS OF THE AMERICAS,26 WARNER ST,HUDSON,MA,1749,9,194603,10,36601279,5,-7967432.845156532,5220326.173048637
KEREM SHALOM INC,659 ELM ST,CONCORD,MA,1742,3,198609,10,1000000,1,-7946543.854028662,5230764.25196759
CHABAD-LUBAVITCH INC,349 DEDHAM ST,NEWTON,MA,2459,3,197703,15,29000000,1,-7926042.366048247,5207417.052292369
SIDDHA YOGA DHAM BOSTON INCORPORATED,301 WAVERLY AVE,NEWTON,MA,2458,3,197705,10,998000000,1,-7923886.441470055,5212895.027567835
CAMBRIDGE CHRISTIAN CENTER OF THE ASSEMBLIES OF GOD,51 LEXINGTON ST,BELMONT,MA,2478,9,196408,10,1000000,5,-7924939.523852957,5219028.892026641
OAKDALE UNITED METHODIST CHURCH,15 N MAIN ST,W BOYLSTON,MA,1583,9,197410,10,1919000,5,-7992013.413238081,5219523.396320044
DEEPER TRUTH CHURCH,275 TREMONT ST,BOSTON,MA,2116,3,197704,10,1000000,1,-7910948.556291589,5213557.007921411
THREE SAINTS INC,PO BOX 807,LAWRENCE,MA,1842,3,199710,15,995029000,1,-7922197.613475229,5267523.997828079
ICHTHUS THE CREATIVE CENTER FOR CHRISTIANS INC,1228 RIVERDALE ST,W SPRINGFIELD,MA,1089,3,197705,10,1008029,1,-8084669.968760883,5181622.301094469
NEW TESTAMENT BAPTIST CHURCH OF HAVERHILL MASS,P O BOX 84,WARD HILL,MA,1830,3,197703,10,0,5,-7912464.839075685,5278489.364045459
MISSION COVENANT CHURCH-ORANGE MA,PO BOX 299,ORANGE,MA,1364,9,197507,10,1000000,5,-8049643.624941256,5249519.167589489
MAYNARD MA NEW HOPE FELLOWSHIP CHURCH OF THE NAZARENE,141 PARKER ST STE 211,MAYNARD,MA,1754,9,196307,10,1000000,5,-7953382.321667586,5223609.283259769
FAITH BAPTIST CHURCH,219 FLORENCE RD,FLORENCE,MA,1062,3,197610,10,1000000,1,-8090289.487975618,5209438.419373665
JOURNEY CHURCH ON THE COMMON,9 ACADEMY ST,CHELMSFORD,MA,1824,9,195504,10,1000000,5,-7943014.692212043,5251025.401420779
SAINT PETERS LUTHERAN CHURCH OF HOLYOKE INC,34 JARVIS AVE,HOLYOKE,MA,1040,3,197704,10,1000000,1,-8086280.873112155,5193877.017621216
GREEK ORTHODOX CHURCH OF ST LUKE,400 PROSPECT ST,E LONGMEADOW,MA,1028,3,197710,10,1000000,1,-8071285.2471463755,5168127.65275126
NORTHEAST ADVENTIST HEALTH SERVICES INC,400 MAIN ST,S LANCASTER,MA,1561,9,194704,10,211029000,5,-7980081.522297918,5227849.901476248
MASJID AL-BAQI INC C/O TOMMY JONES,PO BOX 398,SPRINGFIELD,MA,1101,3,199404,10,1429000,1,-8081362.221411451,5177000.018593421
MOUNT ZION BAPTIST CHURCH OF GREATER SPRINGFIELD,368 BAY ST,SPRINGFIELD,MA,1109,3,197710,10,0,1,-8077920.334075616,5178711.01277778
MERRIMACK VALLEY HEBREW ACADEMY INC,136 MAIN ST,ACTON,MA,1720,3,197806,11,46030029,1,-7954358.482282349,5230344.455247792
CHURCH OF THE SPIRITUAL LIFE INC,24 WARREN RD,AUBURN,MA,1501,3,197806,10,1000000,1,-7999647.481277703,5189004.182367912
KOREAN PRESBYTERIAN CHURCH IN BOSTON,2 MAIN ST,HOPKINTON,MA,1748,3,197607,10,1000000,1,-7961412.68709443,5195427.935219542
CALVARY METROPOLITAN BAPTIST TABERNACLE,172 COLBURN ST,DEDHAM,MA,2026,3,197801,10,7000000,1,-7920811.0178979095,5198716.261903174
FAITH ASSEMBLY OF GOD,1 NELSON ST,WEBSTER,MA,1570,9,196408,10,1002029,5,-8000934.89118873,5168981.714523773
COMMUNITY BIBLE CHAPEL ASSOCIATION,HARTFORD AVE E & ROUTE 140,HOPEDALE,MA,1747,3,197804,10,1000000,1,-7959813.248650715,5176401.498397735
MUSLIN HOUSE OF MASS INC,447 CHESTNUT HILL AVE,BROOKLINE,MA,2445,3,197803,10,1000000,1,-7920182.95333085,5211194.876451436
MARANATHA BIBLE CHAPEL,PO BOX 135,SHELBOURNE FALLS,MA,1370,3,197905,10,1006000,5,-8097175.15507864,5252000.098240055
PENTECOSTAL CHURCH EBENEZER ASSEMBLIES OF GOD INC,PO BOX 6469,HOLYOKE,MA,1041,9,196408,10,1002029,5,-8086236.901913289,5186043.3222353505
FIFTH ST BAPTIST CHURCH DEACONS FUND,28 W 5TH ST,LOWELL,MA,1850,3,199209,10,1029000,1,-7937524.637565104,5259116.096115046
HOLY TRINITY ARMENIAN APOSTOLIC CHURCH,635 GROVE ST,WORCESTER,MA,1605,9,200311,10,0,1,-7994972.173983879,5205733.8371660095
FAITH COMMUNITY CHAPEL,485 E ST,LUDLOW,MA,1056,9,196307,10,1000000,1,-8067130.358472007,5185227.974693946
BEULAH PILGRIM HOLINESS CHURCH,615 WARREN ST,DORCHESTER,MA,2121,3,200001,10,0,1,-7912949.524138596,5207681.986850908
FIRST BAPTIST CHURCH,434 N PLEASANT ST,AMHERST,MA,1002,9,195504,10,1000000,5,-8072971.180834435,5215536.597795583
CHURCH OF CHRIST OF GREATER LOWELL,27 OLD TYNG RD,TYNGSBORO,MA,1879,3,197806,10,1000000,1,-7949456.528505268,5260915.729656098
NEW ENGLAND SIKH STUDY CIRCLE INC,168 FLANDERS RD,WESTBOROUGH,MA,1581,3,198206,10,1003006,1,-7966262.543349822,5202428.934455406
VALLEY ZENDO INC,263 WARNER HILL RD,CHARLEMONT,MA,1339,3,201208,10,29000000,1,-8110858.880845417,5260987.48599437
CHURCH OF CHRIST CONSCIOUSNESS,PO BOX 540,GT BARRINGTON,MA,1230,3,197905,10,1029000,1,-8166761.970648927,5190018.035803932
FIRST PARISH OF BOLTON,PO BOX 250,BOLTON,MA,1740,9,195504,10,1000000,5,-7971567.918961539,5225725.207021925
IMMANUEL CHAPEL,22 MAIN ST BOX 265,UPTON,MA,1568,3,197806,10,1000000,5,-7971012.434702479,5186622.323048619
