NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
SONS OF GOD APOSTOLIC SPIRITUAL BAPTIST CHURCH,53 GEORGIA ST,DORCHESTER,MA,2121,3,197808,10,1000000,1,-7913090.4546139445,5207540.938382589
AGAPE CHAPEL,11 CHESTNUT AVE,CHELMSFORD,MA,1824,3,198308,10,1000000,1,-7945820.499977492,5252410.574829804
CALVARY TEMPLE ASSEMBLY OF GOD,4321 N MAIN ST,FALL RIVER,MA,2720,9,197805,10,0,1,-7917048.196470118,5124146.603121088
PROMISED CHURCH OF GOD IN CHRIST,212 1/2 EASTERN AVE,SPRINGFIELD,MA,1109,3,197808,10,1000000,1,-8077652.722019747,5176687.625064116
FULL GOSPEL MISSIONARY BAPTIST CHURCH INC,125 HARVARD ST # 139,DORCHESTER,MA,2124,3,197810,10,1000000,1,-7912563.356825033,5205503.12016352
COLONY RETIREMENT HOMES III INC,101 CHADWICK ST,WORCESTER,MA,1605,9,196406,10,1029000,5,-7994053.45422636,5204060.852316603
COLUMBUS AVENUE AFRICAN METHODIST EPISCOPAL ZION CHURCH INC,600 COLUMBUS AVE,BOSTON,MA,2118,3,200009,10,0,1,-7912854.012015495,5212055.6819366235
CHRIST THE ROCK ASSEMBLY OF GOD INC,414 ROCK ST,FALL RIVER,MA,2720,3,198002,10,1006029,1,-7920578.36016215,5117248.313798854
ONE BODY IN CHRIST CHURCH,PO BOX 332,WEST UPTON,MA,1568,3,197809,10,1000000,1,-7973069.396253359,5186692.165998546
GOOD SHEPHARD CHURCH OF GOD IN CHRIST INC,18 WHITTIER ST,ROXBURY,MA,2120,3,197809,10,1006029,1,-7913547.977721102,5211078.773092488
UNITED CONGREGATIONAL CHURCH OF BOSTON,202 WASHINGTON ST,DORCHESTER,MA,2121,3,197811,10,1000000,1,-7912376.451399996,5206452.813254599
NEW ENGLAND HINDU TEMPLE INC,PO BOX 1716,FRAMINGHAM,MA,1701,3,197811,10,1000000,1,-7949170.437413929,5206701.464947816
AHAVATH SHOOLEM CONGREGATION INC,PO BOX 1061,PITTSFIELD,MA,1202,3,199302,10,1900029,1,-8154028.24541658,5228473.704480995
OLD ROMAN CATHOLIC BISHOP OF MASSACHUSETTS INC,736 LIBERTY ST,SPRINGFIELD,MA,1104,3,197906,10,1002000,1,-8080051.657046341,5179421.791609296
UNITY MISSIONARY BAPTIST CHURCH INC,200 WASHINGTON ST,DORCHESTER,MA,2121,3,198002,10,1003006,1,-7912378.455150826,5206454.769931321
COVENANT FELLOWSHIP INC,PO BOX 5,NORTHFIELD,MA,1360,3,197812,10,1007000,1,-8064240.059213052,5268194.670089021
WEST SPRINGFIELD COVENANT COMMUNITY CHURCH,PO BOX 604,W SPRINGFIELD,MA,1090,9,197404,10,0,5,-8084205.543845296,5176873.529487487
PILGRIM BAPTIST CHURCH,PO BOX 185,N BROOKFIELD,MA,1535,3,197810,10,1000000,1,-8024323.338843379,5201283.479651146
AMHERST CHINESE CHRISTIAN CHURCH,611 BELCHERTOWN RD,AMHERST,MA,1002,3,197811,10,1006007,1,-8068811.616741458,5214656.1933447085
WEST CHELMSFORD UNITED METHODIST CHURCH,242 MAIN ST,N CHELMSFORD,MA,1863,9,197410,10,1919000,5,-7948938.224956138,5253817.280967443
AMERICAN BUDDHIST SHIM GUM DO ASSOC INC,203 CHESTNUT HILL AVE,BRIGHTON,MA,2135,3,197811,10,1000000,1,-7920958.961501173,5212142.881258423
TEMPLE SHIR TIKVA,141 BOSTON POST RD,WAYLAND,MA,1778,3,197904,10,1000000,1,-7942242.914182373,5215171.1085261665
NATIONAL COUNCIL OF YOUNG ISRAEL,9 WASHINGTON PL,SHARON,MA,2067,9,195210,10,59029349,5,-7923673.487284167,5179213.92532708
STS VARTANANTZ ARMENIAN CHURCH,180 OLD WESTFORD RD,CHELMSFORD,MA,1824,9,194909,10,1007029,1,-7946040.578610783,5253246.858999091
CHURCH OF HIS COMING,15 WOOD ST,HOPKINTON,MA,1748,3,198801,10,0,1,-7962841.250119781,5194748.127983884
KINGDOM EMPOWERMENT CENTER,211 COLUMBIA ST,CAMBRIDGE,MA,2139,3,200012,10,0,1,-7914483.061443765,5216349.733987287
FEDERATED CHURCH OF HUBBARDSTON,MAIN ST,HUBBARDSTON,MA,1452,3,197901,10,1000000,1,-8015959.014944156,5232647.832721947
HOME OUTREACH FOR MINISTRY AND EVANGELISM INC,9 HUGH ST,CLINTON,MA,1510,3,197904,10,1005007,1,-7977619.246481058,5223704.580881773
CHRISTIAN METHODIST EPISCOPAL CHURCH,64 DRESDEN ST,SPRINGFIELD,MA,1109,9,198009,10,1002000,5,-8076598.526441938,5177994.134477063
BETHLEHEM HEALING TEMPLE INC,428 BLUE HILL AVE,ROXBURY,MA,2121,2,198403,10,1000000,1,-7912801.803174312,5207579.022767424
LEOMINSTER ASSEMBLY OF GOD INC,834 MAIN ST,LEOMINSTER,MA,1453,9,196408,10,0,5,-7986145.428919897,5243857.482214594
IGLESIA BAUTISTA RENOVACION,18 SALEM ST # 22,SPRINGFIELD,MA,1105,9,195504,10,1000000,5,-8080286.875130389,5176881.932033113
TREE OF LIFE MINISTRIES INC,102 DUTCHER ST,HOPEDALE,MA,1747,3,197906,15,7563573,1,-7964350.631095446,5181513.164235063
TEMPLE PRAYER OF OUR LORD JESUS CHRIST,115 HARVARD ST,DORCHESTER,MA,2124,3,197905,10,1000000,5,-7912485.54450097,5205522.835486996
COLONY RETIREMENT HOMES IV INC,123 HOLDEN STREET,WORCESTER,MA,1606,9,196406,10,1029000,5,-7994909.946388525,5207236.870918553
SOUNSA INC,82 CHESTNUT ST,GARDNER,MA,1440,3,200101,10,0,1,-8013492.62030614,5247887.547288648
TEMPLE CHAYAI SHALOM,239 DEPOT ST,S EASTON,MA,2375,3,197906,10,1029000,5,-7913732.211478367,5166995.917780256
APOSTOLIC PENTECOSTAL ASSEMBLY CHURCH OF WORCESTER,223 CLOVER ST,WORCESTER,MA,1603,3,197907,10,1006007,1,-7998016.539418095,5195466.572343144
MOUNT HOPE CHRISTIAN CENTER,3 MCGINNIS DR,BURLINGTON,MA,1803,9,198301,10,1007000,1,-7925946.074688712,5236532.234499875
COMMUNITY CHURCH OF WEST MEDWAY INC,11 SLOCUMB PL,MEDWAY,MA,2053,3,197907,10,1000000,1,-7951853.348461541,5182806.524080882
FIRST BAPTIST CHURCH OF TURNERS FALLS THE,10 PROSPECT ST,TURNER FALLS,MA,1376,3,197911,10,1000000,1,-8076917.2341440795,5252047.285501295
SAINT STEPHEN LUTHERAN CHURCH,537 BOLTON ST,MARLBORO,MA,1752,9,198704,10,1000000,5,-7965413.175635069,5215659.234207961
MORNINGSIDE BAPTIST CHURCH,475 TYLER ST,PITTSFIELD,MA,1201,9,195504,10,1000000,5,-8153126.1122631915,5229740.445462781
TREE OF LIFE APOSTOLIC FAITH CHURCH INCORPORATED,PO BOX 218,DORCHESTER,MA,2121,3,198001,10,1003007,1,-7912879.0589009235,5207514.7460486535
COTTAGE HILL CHURCH,315 COTTAGE ST,SPRINGFIELD,MA,1104,3,198104,10,1006000,1,-8075206.364890075,5182577.714936404
NATICK ASSEMBLY HALL OF JEHOVAHS WITNESSES INC,85 BACON ST,NATICK,MA,1760,3,200510,10,0,1,-7940885.929589607,5205029.061757159
FIRST BAPTIST CHURCH,400 LEXINGTON ST,WALTHAM,MA,2452,9,195504,10,1000000,5,-7930306.570462577,5219622.7223050175
NORTH BILLERICA BAPTIST CHURCH,39 ELM ST,N BELLERICA,MA,1862,9,195504,10,1000000,5,-7935799.0741383135,5249719.662289479
PIONEER VALLEY BAPTIST CHURCH OF WESTFIELD INC,265 PONDERS HOLLOW RD,WESTFIELD,MA,1085,3,198002,10,1007029,1,-8098964.393254155,5175152.364467388
ISLAMIC CENTER OF BOSTON INC,126 BOSTON POST RD,WAYLAND,MA,1778,3,198003,10,1006029,1,-7941870.773124656,5215115.9699851265
GRACE CHURCH OF CHRIST MINISTRIES INC OF SPRINGFIELD MASS,272 MEADOW ST,AGAWAM,MA,1001,3,198003,10,1000000,1,-8082053.7380882595,5172851.212794601
INTERNATIONAL COMMUNITY CHURCH,30 GORDON ST,ALLSTON,MA,2134,9,195504,10,1000000,5,-7919299.85581039,5213954.21835102
NEW LIFE CHRISTIAN ASSEMBLY,966 MAIN ST,HAVERHILL,MA,1830,9,196408,10,1002029,5,-7914442.541149117,5282050.126804977
ASSUMPTION OF THE VIRGIN MARY CHURCH,535 SALISBURY ST,WORCESTER,MA,1609,9,197210,10,1000000,1,-7996267.042300789,5204705.511697006
HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE,1320 CENTER ST 306,NEWTON CENTRE,MA,2459,9,195101,15,29059603,1,-7925494.228875585,5210319.242260211
C A CATHOLIC SISTERS OF THE IMMACUL ATE CONCEPTION INC,20 PELHAM RD,LEXINGTON,MA,2421,9,194603,10,0,5,-7927993.908041346,5226792.019669239
PINE STREET BAPTIST CHURCH,41 PINE ST,MILFORD,MA,1757,9,197204,10,0,5,-7961657.478654687,5182246.521954397
STURBRIDGE WORSHIP CENTER,9 MASHAPAUG RD,STURBRIDGE,MA,1566,3,198004,10,1007000,1,-8025767.82055591,5171411.344770251
APOSTOLIC CHRISTIAN CURCH OF BETHSAIDA INC,141 OAK ST,HOLYOKE,MA,1040,3,198105,10,1000000,5,-8083484.193544956,5192355.058749799
COMMUNITY OF THE SISTERS OF ST ANNE,720 BOSTON POST RD E,MARLBOROUGH,MA,1752,9,194603,10,31150120,5,-7959498.548450239,5213683.384403725
UNIVERSAL BUDDHIST CHURCH,50 HALL ST,SPRINGFIELD,MA,1108,3,198003,10,1000000,1,-8078055.809895911,5174324.1497672275
HYDE PARK CHRISTIAN CHURCH AND FELLOWSHIP CENTER INC,858 HYDE PARK AVE,HYDE PARK,MA,2136,3,198004,10,1000000,1,-7917071.796202163,5201664.079044117
MASJID AL TAWHEED,114 LAKESIDE ST,SPRINGFIELD,MA,1109,3,198006,10,1431000,1,-8075481.324032336,5177444.919499084
ALL NATIONS WORSHIP CENTER INC,429 MAIN ST,WALPOLE,MA,2081,3,198003,10,1007029,1,-7930332.953181892,5185136.967686096
CONGREGATION SHALOM INC,87 RICHARDSON RD,N CHELMSFORD,MA,1863,3,201608,10,0,1,-7945932.821343696,5255179.414696922
LIVING WATERS ASSEMBLY OF GOD INC,450 DAVIS ST,GREENFIELD,MA,1301,9,196408,10,1002029,5,-8081607.68088865,5252591.165994846
ST THOMAS INSTITUTE INCORPORATION,PO BOX 462,FALL RIVER,MA,2722,3,198101,10,124005029,1,-7920896.511266837,5116401.845578584
MENS MONASTIC COMMUNITY OF ST BENEDICT CENTER,PO BOX 67,STILL RIVER,MA,1467,9,194603,10,31150120,5,-7973415.599869725,5233868.036941121
BENEDICTINE SISTERS ST SCHOLASTICA PRIORY,PO BOX 545,PETERSHAM,MA,1366,9,194603,10,1150120,5,-8035755.293950391,5234464.460813504
JOY AND GLADNESS PENTECOSTAL CHURCH INC,351 GENEVA AVE,DORCHESTER,MA,2122,3,198110,10,1006029,1,-7911422.332044405,5206357.689150657
FIRST BAPTIST CHURCH,438 MAIN ST,DIGHTON,MA,2715,9,195504,10,1000000,5,-7918005.989368902,5133434.15831338
MARTINS POND UNION BAPTIST CHURCH,4 COGSWELL RD,N READING,MA,1864,9,195504,10,1000000,5,-7917111.98253834,5250695.131373168
CHRIST CONGREGATIONAL CHURCH,1350 PLEASANT ST,BROCKTON,MA,2301,9,196406,10,1029000,5,-7912171.957495406,5174254.847621564
UNITED PARISH OF AUBURNDALE,64 HANCOCK ST,AUBURNDALE,MA,2466,9,196406,10,1000000,5,-7931503.254988602,5212662.479357014
STRAIT GATE CHURCH,15 NELSON ST,DORCHESTER,MA,2124,9,198011,10,1002007,1,-7912920.0244735405,5203444.072907805
CHURCH OF JESUS CHRIST APOSTOLICINC OF MASSACHUSETTS INC,24 EASTERN AVE # 30,SPRINGFIELD,MA,1109,3,198012,10,1007918,1,-8077777.288529947,5177476.430976304
THE NEW PENTECOSTAL CHURCH OF GOD OF BOSTON,82 BABSON ST,MATTAPAN,MA,2126,3,199605,10,0,1,-7913916.890513589,5202028.144932577
CORNERSTONE CHURCH,15 KIBBE RD,E LONGMEADOW,MA,1028,9,194910,10,325059927,5,-8069929.0417900365,5169137.633665262
BLESSED HOPE ADVENT CHRISTIAN CHUR CH OF SPRINGFIELD,1516 SUMNER AVE,SPRINGFIELD,MA,1118,9,195809,10,0,5,-8073135.377083358,5174973.994442559
RUACH ISRAEL CONGREGATION INC,754 GREENDALE AVE,NEEDHAM,MA,2492,3,198104,10,998000000,1,-7926661.525056038,5203501.250087066
NORTH ATTLEBOROUGH MA,45 WASHINGTON ST,N ATTLEBOROUGH,MA,2762,9,196307,10,1000000,5,-7939839.303737165,5161519.920274849
CROSSROADS COMMUNITY CHURCH,839 ASHBY STATE RD,FITCHBURG,MA,1420,9,196408,10,1002029,5,-7992769.940497514,5254919.650094286
CHARLTON BAPTIST CHURCH,50 HAMMOND HILL RD,CHARLTON,MA,1507,3,198506,10,1000000,1,-8007040.431300267,5184729.248969224
GREATER LOWELL CHRISTIAN CENTER OF THE ASSEMBLIESOF GOD,112 SLADEN ST,DRACUT,MA,1826,3,198106,10,1000000,1,-7939447.904407538,5261190.193036482
SPIRIT & THE WORD COMMUNITY FULL GOSPEL MINISTRIES,172 CHESTER ST,FITCHBURG,MA,1420,3,198305,10,1000000,1,-7994898.8144394485,5247231.320058282
UNITED METHODIST CHURCH,10 CHURCH ST,WESTFORD,MA,1886,9,197410,10,0,5,-7955556.502642267,5250465.582361804
LIGHTHOUSE CHURCH OF GOD IN CHRIST,201 KING ST,SPRINGFIELD,MA,1109,3,198002,10,1029000,1,-8077788.420479024,5176755.594540913
FIRST BAPTIST CHURCH-SUDBURY MA,162 LANDHAM RD,SUDBURY,MA,1776,9,195504,10,1000000,5,-7948463.669966882,5213950.151265592
LIVING HOPE COMMUNITY CHURCH,PO BOX 1653,N ADAMS,MA,1247,9,196402,10,1000000,5,-8138442.960108065,5266223.996405406
LIGHTHOUSE MINISTRIES INC,345 MAIN ST,OXFORD,MA,1540,3,198104,10,7001000,1,-7999914.87069459,5178939.728885214
BERKSHIRE FULL GOSPEL,PO BOX 985,PITTSFIELD,MA,1202,9,196402,10,1000000,5,-8154028.24541658,5228473.704480995
VALLEY CHAPEL,14 HUNTER RD,UXBRIDGE,MA,1569,9,196307,10,0,5,-7975088.954455331,5172582.448890469
REVELATION CHURCH OF THE ASSEMBLIES OF GOD,204 MAIN ST,MARLBOROUGH,MA,1752,9,196401,10,1002029,5,-7964924.037792523,5213036.457025231
BOSTON TAIWANESE CHRISTIAN CHURCH,1458 GREAT PLAIN AVE,NEEDHAM,MA,2492,9,198601,10,2000000,5,-7931823.855122087,5203558.578078807
LITTLE ROCK MISSIONARY BAPTIST CHURCH,55 ALPINE ST,ROXBURY,MA,2119,3,198111,10,1000000,1,-7913265.337533976,5209812.420316873
CALVARY CHAPEL INC,299 BELKNAP RD,FRAMINGHAM,MA,1701,3,198204,10,1007029,1,-7954087.864600232,5207625.537105174
GLADTIDINGS HOUSE OF PRAYER FOR ALL NATIONS INC,PO BOX 240784,DORCHESTER,MA,2124,3,198105,10,1002003,1,-7911475.320122022,5204356.992918328
CHURCH IN WORCESTER INC,21 EINHORN RD,WORCESTER,MA,1609,3,198107,10,1000000,1,-7994001.579343654,5201860.25165387
ANTIOCH MISSIONARY BAPTIST CHURCH INC,PO BOX 775,ROXBURY CROSSING,MA,2120,3,198212,10,1006007,1,-7915116.46934638,5210740.861688033
INTERDENOMINATIONAL CHURCH USHERS ASSOCIATION OF NEW ENGLAND INC,8 HARLEY ST,DORCHESTR CTR,MA,2124,3,199509,15,29004000,1,-7911394.8361301785,5204195.077499889
NASHOBA VALLEY CHRISTIAN FELLOWSHIP,118 SANDY POND RD,AYER,MA,1432,3,198202,10,1000000,1,-7964794.79586371,5245190.0666524675
WALPOLE ASSEMBLY OF GOD INC,67 HIGH PLAIN ST,SHARON,MA,2067,9,196408,10,1002029,5,-7926933.033294087,5182154.342460968
AL-JAMAAT AS-SALAFIYA,127 CEDAR ST,BOSTON,MA,2119,3,198108,10,1000000,1,-7914172.925342414,5210127.562204699
NEW LIFE CHRISTIAN CENTER,157 DARTMOUTH ST,WESTFIELD,MA,1085,9,196408,10,1002029,5,-8097042.573565105,5181204.97571424
COVENANT CHURCH,19 BRIDGE ST,MILLERS FALLS,MA,1349,9,197404,10,1000000,1,-8070081.883450895,5248106.904563866
BEACON FELLOWSHIP CHURCH,58 OAK ST,READING,MA,1867,3,198110,10,1000000,1,-7916429.705379268,5238262.621885042
BETHLEHEM APOSTOLIC FAITH HOLNESS,64 WILLOWWOOD ST,DORCHESTER,MA,2124,3,198205,10,1000000,1,-7913269.345035647,5203657.285354604
NEW LIFE CHURCH OF GOD IN CHRIST INC,300 HANCOCK ST,SPRINGFIELD,MA,1105,3,198109,10,1000000,1,-8078137.963680117,5176094.675745708
FAITH CHRISTIAN CHURCH INTERNATIONAL INC,301 HARVARD ST,DORCHESTER,MA,2124,3,198110,10,0,5,-7913621.893862992,5205117.099382668
THE CHURCH OF THE NAZARENE IN FRAMINGHAM,119 HERBERT ST STE 103,FRAMINGHAM,MA,1702,9,196307,10,1000000,5,-7949689.074921535,5201522.217484571
SOCIETY FOR THE LATIN MASS INC,95 ROCKLAND ST,WEST ROXBURY,MA,2132,3,198110,10,29001002,1,-7921151.8781787185,5199445.083768465
LIBERTY BAPTIST CHURCH OF WORCESTER COUNTY INC,PO BOX 220,OXFORD,MA,1540,3,199911,10,1000000,1,-8000424.0460454775,5177960.520408859
CHURCH OF CHRIST OF PITTSFIELD,PO BOX 1251,PITTSFIELD,MA,1202,3,199001,10,1000000,1,-8154028.24541658,5228473.704480995
CHURCH HISTORICAL TRUST,CHRISTIAN SCIENCE CENTER A241,BOSTON,MA,2115,3,198108,15,200000000,2,-7913457.474975087,5212801.947352355
ALPHA AND OMEGA EVANGELISTIC OUT RE ACH CHURCH INC,PO BOX 200401,MISSION HILL,MA,2120,3,199205,10,1000000,1,-7915116.46934638,5210740.861688033
BIBLEWAY CHRISTIAN CENTER INC,121-129 HAMILTON ST,DORCHESTER,MA,2125,3,199710,10,1000000,1,-7911443.260108671,5207257.944586517
PIONEER VALLEY CHURCH OF CHRIST,85 MONTCALM ST,CHICOPEE,MA,1020,9,196406,10,1029000,5,-8079591.128312934,5191381.830381095
CHEVRAT NASHIM INC,PO BOX 434,SHARON,MA,2067,3,198311,15,29000000,1,-7923644.766855545,5179315.5315991575
DEDICATED LIFE INSTITUTE INC,51 WESTCHESTER RD,NEWTON,MA,2458,3,201407,10,123000000,1,-7925645.623383061,5213099.867510456
SOUTH ATTLEBORO ASSEMBLY OF GOD,1052 NEWPORT AVE,ATTLEBORO,MA,2703,9,196408,10,1002029,5,-7943410.099043343,5146960.088514305
IGLESIA LATINO-AMERICANO DE LA ALIANZA CRISTIANA Y MISIONERA,PO BOX 7146,NEWARK,NJ,7107,9,199201,10,1000000,5,-8258763.077009937,4976456.272670512
CORNERSTONE CHURCH OF BOSTON-BOSTON MA,PO BOX 530,MEDFORD,MA,2155,9,197507,10,1000000,5,-7915508.425273461,5224055.772973284
ZION TEMPLE HOLY CHURCH INC,79 STANTON ST,DORCHESTER,MA,2124,3,199712,10,1000000,1,-7912434.448854698,5203458.66810236
LOWELL MA HISPANIC CHURCH OF THE NAZARENE,51 1ST ST,LOWELL,MA,1850,9,196307,10,1000000,5,-7937349.643325577,5258661.738884191
CAMBODIAN EVANGELICAL CHURCH,PO BOX 1388,ATTLEBORO,MA,2703,9,197205,10,1000000,5,-7934646.58345013,5151725.9957718495
ALL TO JESUS BRING INC,447 PINE ST,FEEDING HILLS,MA,1030,3,201208,4,7000000,1,-8091322.64416967,5166562.296558161
BETHANY BIBLE CHAPEL,727 SPRING ST,WINCHENDON,MA,1475,9,197204,10,1059349,5,-8014844.595521822,5260284.630490914
CROSSWAY CHRISTIAN CHURCH,2230 MAIN ST,THREE RIVERS,MA,1080,3,198406,10,1000000,1,-8054600.7931857705,5188456.43403578
BEACON CITY CHURCH,547 WASHINGTON ST,WINCHESTER,MA,1890,3,199104,10,1006007,5,-7917653.217902577,5231208.514391018
ALL NATION CHURCH OF GOD PENTECOSTAL,PO BOX 90248,SPRINGFIELD,MA,1139,3,198302,10,1007000,1,-8077397.132468887,5177894.19299774
ACTON CHRISTIAN CHURCH,PO BOX 2156,ACTON,MA,1720,3,198204,10,1000000,1,-7950708.650137713,5237649.044794713
FIRST PARK MEMORIAL BAPTIST CHURCH,4 GARFIELD ST,SPRINGFIELD,MA,1108,9,195504,10,1000000,5,-8078363.719607446,5173844.745254713
PENTECOSTAL HOUSE OF PRAYER FOR ALL PEOPLE,137 DAKOTA ST,BOSTON,MA,2124,3,198303,10,1000000,1,-7911100.507396525,5206054.863709679
CORNERSTONE ASSEMBLY OF GOD,754 GREENDALE AVE,NEEDHAM,MA,2492,9,196408,10,1002029,5,-7926661.525056038,5203501.250087066
CHRISTIAN LIFE FELLOWSHIP,222 PLAIN ST RTE 118,REHOBOTH,MA,2769,3,198209,10,7001000,1,-7928724.497859419,5129849.952274809
THE CHURCH AT HAVERHILL,PO BOX 89,HAVERHILL,MA,1831,3,198311,10,1000000,2,-7912793.342893014,5277553.623123384
PENTECOSTAL BAPTIST CHURCH INCORPORATED,2038 DORCHESTER AVE,DORCHESTER,MA,2124,3,198209,10,1002000,1,-7910977.0540812295,5203208.897767768
GRACE GOSPEL CHURCH INC,PO BOX 40,SOMERSET,MA,2726,3,198211,10,7001006,1,-7920065.84522654,5123241.335344891
ISLAMIC SOCIETY OF NORTH AMERICA,204 PROSPECT ST,CAMBRIDGE,MA,2139,9,198304,10,1000000,1,-7914846.4082617145,5216615.521276432
GREENFIELD CHURCH OF CHRIST,89 DAVIS ST,GREENFIELD,MA,1301,3,198211,10,1007006,1,-8082029.470439264,5249859.678462988
MOUNT PLEASANT HOLINESS CHURCH INC,125 HARVARD ST,DOCHESTER,MA,2124,3,199708,10,1000000,1,-7912563.356825033,5205503.12016352
ST MARGARETS PARISH,111 WINN ST,BURLINGTON,MA,1803,9,194603,10,0,5,-7923872.526533709,5236091.345232593
NATIONAL CENTER FOR JEWISH FILM INC,BRANDIES UNIVERSITY LOWN BLD 102 MS,WALTHAM,MA,2454,3,198207,15,62994119,1,-7930527.762290781,5217485.559769056
NORTH LEVERETT BAPTIST CHURCH,40 BLACKBERRY LN,AMHERST,MA,1002,3,198906,10,0,1,-8071818.690146252,5222016.658346456
INTERNATIONAL FAMILY CHURCH INC,99 CONCORD ST,NORTH READING,MA,1864,3,198704,10,46001000,1,-7918719.213346411,5245005.687883183
PIONEER VALLEY ASSEMBLY OF GOD,63 OLD CHESTER RD,HUNTINGTON,MA,1050,9,196408,10,1002029,5,-8115274.257128243,5196827.992437475
CHRIST REVOLUTION CHURCH,451 LOWELL ST,LEXINGTON,MA,2420,9,196408,10,1002029,5,-7926045.371674496,5228857.963488746
NEW LIFE ASSEMBLY OF GOD,PO BOX 536,SOUTH BARRE,MA,1074,9,196408,10,1002029,5,-8025997.472665419,5218758.51566475
WORD OF FAITH VICTORY CENTER INC,PO BOX 2733,FALL RIVER,MA,2722,3,198302,10,1006007,1,-7920896.511266837,5116401.845578584
INDEPENDENT ASSEMBLIES OF GOD,231 MAIN ST,CHERRY VALLEY,MA,1611,9,198607,10,1000000,5,-8000961.051269063,5197415.320212072
LIVING DHARMA CENTER INC,285 POMEROY LN,AMHERST,MA,1002,3,198303,10,1000000,1,-8071441.317072467,5212080.079593425
NEW LIFE FELLOWSHIP ASSEMBLY OF GOD,33 GARDEN RD APT B9,PLAISTOW,NH,3865,9,196408,10,0,1,-7915450.316499268,5285593.268019437
BETHANY COMMUNITY CHURCH,15 CAPE RD,MENDON,MA,1756,9,196408,10,0,1,-7959733.655214796,5176073.671133888
EDGEWOOD CHURCH OF CHRIST,PO BOX 869,MANSFIELD,MA,2048,3,198303,10,1000000,5,-7927717.056467739,5165030.6160374265
FIRST ASSEMBLY OF GOD,30 TYLER PRENTICE RD,WORCESTER,MA,1605,9,196408,10,1002029,5,-7989485.0136437,5205277.826592828
SAYAGYI U BA KHIN MEMORIAL TRUST OF MASSACHUSETTS INC,386 COLRAIN SHELBURNE RD,SHELBURNE,MA,1370,3,198305,10,29000000,1,-8089311.657568491,5256657.349895091
BRISTOL BAPTIST CHURCH INCORPORATED,PO BOX 682,N ATTLEBORO,MA,2761,3,198406,10,1000000,1,-7940690.007285812,5158153.378289718
YESHUA-THE HOPE OF ISRAEL,C/O P KELLY 713 CHESTNUT STREET,MANCHESTER,NH,3104,3,198303,15,7994029,5,-7955165.32595162,5312510.077689158
JUBILEE CHRISTIAN CHURCH INTERNATIONAL INC,1500 BLUE HILL AVE,BOSTON,MA,2126,9,196007,10,1268000,1,-7914094.890379367,5201917.569723941
SEEKONK FREE METHODIS CHURCH,453 TAUNTON AVE,SEEKONK,MA,2771,9,195806,10,1000000,5,-7940110.478016736,5135090.147308164
CORNERSTONE CHURCH OF THE ASSEMBLIES OF GOD,122 GARDNER RD,WINCHENDON,MA,1475,9,196405,10,1002029,5,-8015825.4315551985,5256027.595256496
SPANISH CHRISTIAN CHURCH,PO BOX 2944,SPRINGFIELD,MA,1101,9,196408,10,1002029,5,-8081362.221411451,5177000.018593421
OPEN DOOR BAPTIST CHURCH,300 PLEASANT ST,BELMONT,MA,2478,9,197204,10,1059349,5,-7922012.266523057,5221852.028521783
INTERNATIONAL CHURCH OF THE FOUR SQUARE GOSPEL,3 YOUNGS LN,RAYNHAM,MA,2767,9,194910,10,325059927,5,-7911153.161515668,5151630.519619769
SPANISH ASSEMBLY OF GOD CHURCH,14 VINE ST,LAWRENCE,MA,1841,9,196408,10,1002029,5,-7920847.642010382,5268867.208334649
LIBERTY CHRISTIAN CENTER,161 WINTHROP ST,TAUNTON,MA,2780,9,196408,10,1002029,5,-7915519.223264072,5145040.932425463
JAMAICA PLAIN TRINITY LATVIAN LUTHERAN CHURCH,100 ROCKVIEW ST,JAMAICA PLAIN,MA,2130,3,198309,10,1029000,1,-7916018.045902316,5208000.520252624
THE FREEDOM HOUSE OF GOD CHURCH INC,PO BOX 90187,SPRINGFIELD,MA,1139,3,198404,10,1000000,1,-8077397.132468887,5177894.19299774
THE FAITH BAPTIST CHURCH OF PALMER INDEPENDENT,251 SHEARER ST,PALMER,MA,1069,3,198511,10,1000000,1,-8051870.6826740615,5186395.3745562285
HODOS OF CHRIST INCORPORATED,PO BOX 111S,JAMAICA PLAIN,MA,2130,3,198312,10,1000000,1,-7915952.478722233,5208691.81672394
UPPER ROOM CHRISTIAN ASSEMBLY,PO BOX 167,W SPRINGFIELD,MA,1090,3,198309,10,1006007,1,-8084205.543845296,5176873.529487487
MOSQUE OF NEW ENGLAND INC,PO BOX 222,SEEKONK,MA,2771,3,198504,10,1029000,1,-7940145.9889343055,5145025.828377891
SPANISH CHURCH OF THE LIVING GOD INC,350 COMMON ST # 354,LAWRENCE,MA,1840,3,199702,10,1000000,1,-7921939.574895569,5267545.509500517
WATERTOWN EVANGELICAL CHURCH,182 ARLINGTON ST,WATERTOWN,MA,2472,3,201306,10,0,1,-7921030.651253247,5216390.716574625
GREATER FALL RIVER BAPTIST CHURCH,PO BOX 975,FALL RIVER,MA,2722,3,198401,10,1007029,5,-7920896.511266837,5116401.845578584
FIRST BAPTIST CHURCH,PO BOX 396,WESTMINSTER,MA,1473,9,0,10,1059349,5,-8005434.647645572,5243224.502563536
