State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Montana,Garfield,49.95,50.05,6.66,17.7,7.71,9.51,14.27,9.8,13.61,10.94,9.8,99.43,0.57,0.0,0.0,0.0,0.0,0.0,0.29,99.14,13.8,31.11,13.99,13.23,27.88,44.81,0.0,10.09,85.06,14.94,1182
Montana,Glacier,49.41,50.59,10.62,22.02,8.82,12.35,12.25,9.91,12.45,7.17,4.42,30.36,0.38,64.52,0.33,0.26,1.15,2.99,3.2,29.57,27.53,25.22,17.06,7.9,17.18,35.77,2.48,17.54,62.89,37.11,1186
Montana,Golden Valley,50.37,49.63,5.41,13.27,3.44,4.3,13.02,10.57,24.45,15.6,9.95,89.93,1.47,0.86,0.0,0.0,0.0,7.74,10.69,84.4,20.39,24.2,18.55,14.74,22.11,37.35,0.98,17.44,90.05,9.95,1189
Montana,Granite,51.88,48.12,4.71,15.41,5.35,3.28,11.52,10.91,19.48,17.48,11.85,95.71,0.21,0.97,0.33,0.0,0.0,2.77,2.31,94.26,14.68,28.33,22.92,15.23,17.51,34.19,0.76,15.59,93.25,6.75,1192
Montana,Hill,49.89,50.11,9.99,18.84,10.62,11.58,11.3,10.11,12.97,8.82,5.77,69.48,0.42,24.23,0.53,0.02,1.1,4.21,3.79,68.68,17.99,24.0,19.07,14.45,22.57,38.6,2.41,15.56,94.65,5.35,1195
Montana,Jefferson,51.05,48.95,5.6,16.16,6.36,8.01,10.5,13.86,18.48,14.9,6.13,94.12,0.69,0.72,0.07,0.0,1.23,3.18,2.58,92.81,7.15,16.88,16.44,16.68,41.85,41.86,1.39,13.96,94.04,5.96,1199
Montana,Judith Basin,54.73,45.27,6.81,14.99,3.76,6.4,9.2,10.32,25.76,16.21,6.55,94.31,0.0,2.34,0.0,0.0,0.0,3.35,3.25,93.39,22.0,18.24,21.65,15.8,22.31,40.4,0.81,14.23,93.19,6.81,1202
Montana,Lake,49.3,50.7,7.08,17.71,7.23,9.55,10.41,11.0,15.14,13.25,8.63,66.55,0.33,23.41,0.51,0.18,0.48,8.54,4.38,64.97,16.89,23.5,20.34,11.67,26.19,37.55,2.24,13.55,86.37,13.63,1207
Montana,Lewis and Clark,49.33,50.67,7.07,15.75,7.75,11.09,12.38,12.12,15.32,11.71,6.81,93.3,0.33,1.28,0.6,0.0,0.91,3.58,3.48,90.7,10.96,17.08,17.85,14.07,38.28,47.64,1.41,9.6,94.81,5.19,1211
Montana,Liberty,43.96,56.04,6.08,17.71,7.31,10.89,13.76,10.64,13.06,7.44,13.11,99.47,0.0,0.0,0.0,0.0,0.0,0.53,1.11,98.36,22.72,24.98,10.97,14.13,27.2,39.03,0.0,16.64,93.34,6.66,1214
Montana,Lincoln,49.45,50.55,5.52,13.68,4.93,7.34,9.38,11.95,18.73,18.14,10.34,93.61,0.19,0.89,0.36,0.19,0.89,3.86,3.24,91.72,25.42,27.5,13.27,13.53,20.01,32.34,2.98,17.0,90.46,9.54,1219
Montana,McCone,54.04,45.96,9.75,13.01,6.31,12.13,8.14,8.75,16.67,13.29,11.96,93.13,0.0,3.77,2.55,0.0,0.0,0.55,3.82,89.53,10.52,22.87,22.7,20.82,23.09,43.24,0.89,7.86,93.91,6.09,1223
Montana,Madison,50.8,49.2,6.47,11.07,3.87,10.84,9.83,10.67,18.19,19.11,9.96,96.04,0.0,0.22,0.06,0.0,0.33,3.35,4.38,92.47,10.69,22.84,23.99,13.92,25.28,40.21,1.26,11.93,91.02,8.98,1226
Montana,Meagher,53.19,46.81,9.36,11.34,3.78,7.5,8.57,7.33,20.3,22.62,9.19,92.16,0.0,0.68,0.45,0.0,3.44,3.27,5.19,92.16,11.9,28.26,19.68,7.33,32.83,40.95,0.0,6.54,90.3,9.7,1231
Montana,Mineral,52.51,47.49,6.56,13.75,3.67,8.79,8.74,11.47,18.8,17.25,11.0,93.44,0.96,1.55,0.7,0.0,0.07,3.27,2.11,91.47,18.14,27.4,23.5,11.89,18.59,34.4,2.84,14.22,91.78,8.22,1234
Montana,Missoula,49.93,50.07,5.86,14.26,13.86,14.26,13.17,11.02,12.22,9.69,5.65,90.36,0.65,1.96,1.98,0.11,0.56,4.38,3.34,88.2,13.19,20.23,19.21,14.68,30.32,51.98,2.62,9.95,93.53,6.47,1239
Montana,Musselshell,50.24,49.76,4.99,15.28,5.57,6.45,10.02,12.55,17.88,17.07,10.19,93.44,0.0,2.92,0.67,0.0,0.71,2.26,2.67,91.6,16.64,29.06,24.05,11.2,19.05,34.01,2.52,15.95,92.71,7.29,1241
Montana,Park,50.12,49.88,5.25,12.63,6.06,11.67,12.46,12.61,17.15,13.89,8.26,95.03,0.36,0.67,0.4,0.1,0.25,3.2,3.03,93.22,12.01,25.57,17.54,15.52,28.12,47.8,1.05,11.11,89.8,10.2,1244
Montana,Petroleum,51.94,48.06,6.9,12.5,4.74,12.5,7.54,17.03,19.61,6.25,12.93,96.77,0.0,0.0,3.23,0.0,0.0,0.0,0.0,96.77,19.18,31.47,16.59,10.56,22.2,50.43,1.94,9.05,94.4,5.6,1247
Montana,Phillips,51.01,48.99,8.49,15.18,5.79,7.97,11.25,12.03,18.17,11.93,9.2,83.56,0.0,6.46,0.65,0.0,0.38,8.95,3.01,82.81,11.23,34.83,25.63,7.32,20.27,38.56,2.56,14.08,87.87,12.13,1250
Montana,Pondera,49.37,50.63,8.62,17.42,7.58,9.99,10.4,10.77,15.24,10.77,9.22,81.28,0.1,16.28,0.27,0.0,0.22,1.85,0.68,81.1,16.48,21.6,21.27,16.86,21.51,38.15,3.78,12.04,92.25,7.75,1254
Montana,Powder River,47.54,52.46,5.66,10.21,9.83,8.09,9.71,12.88,18.42,13.63,11.57,93.9,0.0,3.3,0.0,0.0,0.25,2.55,4.6,91.6,14.93,21.1,24.77,13.19,25.08,45.55,0.31,13.07,88.8,11.2,1259
Montana,Powell,52.86,47.14,5.8,12.01,10.36,7.08,10.09,13.26,16.92,14.39,10.09,95.48,0.6,0.15,0.52,0.0,0.77,2.47,1.1,94.91,18.0,19.95,21.98,15.7,23.99,46.02,0.5,11.19,92.75,7.25,1262
Montana,Prairie,50.09,49.91,5.78,18.83,2.71,1.23,16.9,7.09,16.11,21.8,9.54,96.5,0.0,1.4,1.93,0.0,0.18,0.0,1.58,96.5,15.94,24.96,33.71,7.09,17.86,35.38,1.14,7.53,96.06,3.94,1264
Montana,Ravalli,49.62,50.38,5.19,15.13,5.33,8.46,10.85,12.34,17.03,16.02,9.65,93.9,0.25,0.68,0.59,0.0,0.09,4.49,3.53,91.67,15.23,21.37,23.36,12.58,27.15,38.87,1.97,13.16,90.49,9.51,1268
Montana,Richland,51.81,48.19,8.32,19.55,6.8,12.86,12.11,11.64,13.56,9.39,5.76,89.93,0.0,1.95,0.02,0.4,2.85,4.87,5.5,88.12,9.84,16.25,16.58,20.46,36.42,44.99,1.13,10.87,93.23,6.77,1271
Montana,Roosevelt,49.6,50.4,10.98,24.44,9.2,11.93,11.27,9.76,11.89,6.86,3.66,34.36,0.2,59.87,0.74,0.0,0.15,4.67,3.35,33.03,25.11,27.13,16.54,9.87,20.85,30.74,4.05,19.28,72.77,27.23,1275
Montana,Rosebud,49.84,50.16,8.93,20.1,9.43,10.06,9.62,11.19,15.77,9.51,5.39,52.62,0.24,38.77,0.71,0.0,3.14,4.51,4.81,52.24,14.77,20.67,19.65,19.19,25.43,40.35,2.11,13.6,83.42,16.58,1277
Montana,Sanders,51.57,48.43,4.76,13.87,5.16,6.49,9.54,10.53,18.76,19.47,11.42,92.12,0.27,3.72,0.4,0.02,0.21,3.26,3.18,90.07,23.0,28.04,17.65,16.13,14.08,30.05,1.73,18.71,90.34,9.66,1278
Montana,Sheridan,51.35,48.65,8.29,13.5,7.81,10.3,12.57,9.1,16.71,11.65,10.06,94.43,0.0,0.39,0.48,0.0,0.21,4.49,4.34,90.09,11.83,20.78,19.49,12.75,33.86,44.25,1.17,11.08,91.53,8.47,1281
Montana,Silver Bow,51.21,48.79,6.85,14.94,10.93,11.21,11.4,11.57,14.6,11.19,7.3,93.65,0.27,2.19,0.77,0.02,0.24,2.86,4.72,90.34,18.61,20.23,22.82,11.94,24.35,43.6,2.43,13.69,93.71,6.29,1284
Montana,Stillwater,50.31,49.69,4.84,18.09,6.27,7.67,10.31,12.55,17.63,14.31,8.33,95.88,0.07,1.06,0.19,0.0,0.25,2.54,4.01,92.69,8.52,16.09,19.82,13.74,40.98,41.25,1.76,11.41,95.79,4.21,1286
Montana,Sweet Grass,49.63,50.37,5.45,15.73,9.43,8.47,9.29,10.44,13.84,13.65,13.7,95.89,0.0,1.29,0.25,0.0,0.0,2.58,3.34,92.55,9.59,22.03,25.13,21.9,21.35,41.79,0.41,9.26,93.72,6.28,1288
Montana,Teton,49.14,50.86,8.44,17.95,7.25,8.43,10.5,11.07,14.43,11.76,10.17,93.85,0.61,1.0,0.12,0.0,0.03,4.4,0.5,93.46,15.0,20.59,28.37,10.95,23.08,38.72,0.45,12.51,90.81,9.19,1290
Montana,Toole,49.74,50.26,7.47,15.48,7.07,9.45,11.29,11.44,18.36,11.53,7.92,90.83,0.0,5.84,0.52,0.0,0.31,2.5,2.76,89.58,12.95,25.07,27.15,12.12,21.88,43.24,1.3,13.07,89.01,10.99,1292
Montana,Treasure,51.47,48.53,3.75,8.31,5.37,5.37,6.68,12.7,27.69,18.24,11.89,99.02,0.0,0.16,0.81,0.0,0.0,0.0,0.33,98.7,15.64,33.88,27.69,7.0,15.8,43.65,0.49,13.68,93.81,6.19,1293
Montana,Valley,50.65,49.35,8.08,15.67,7.19,8.91,11.04,10.75,15.78,11.88,10.71,85.21,0.35,9.3,0.2,0.14,0.12,4.67,0.94,84.65,16.12,24.62,19.98,19.06,19.45,42.65,2.65,8.36,90.48,9.52,1296
Montana,Wheatland,47.37,52.63,7.11,15.5,5.41,8.25,11.57,12.47,14.37,15.08,10.24,96.35,0.0,0.66,0.81,0.0,0.0,2.18,1.66,94.69,26.32,28.5,16.31,13.32,15.32,37.22,0.66,14.18,86.15,13.85,1298
Montana,Wibaux,50.0,50.0,6.86,18.82,3.43,7.16,6.76,13.14,19.51,15.0,9.31,98.92,0.0,0.59,0.49,0.0,0.0,0.0,7.45,91.47,10.2,26.47,16.08,20.0,27.25,43.04,0.2,6.76,91.96,8.04,1300
Montana,Yellowstone,49.4,50.6,7.49,17.26,8.22,12.41,12.7,11.75,13.38,9.99,6.81,89.44,0.83,3.79,0.72,0.06,1.08,4.09,5.87,85.97,11.45,18.62,18.78,14.54,35.76,46.77,1.64,10.05,93.94,6.06,1302
North Carolina,Alamance,47.43,52.57,7.06,17.35,9.8,11.15,11.6,13.46,13.13,9.48,6.96,68.9,19.77,0.41,1.62,0.03,6.12,3.15,12.77,63.11,17.2,22.1,17.72,14.07,26.68,42.85,2.24,14.05,89.15,10.85,1967
North Carolina,Alexander,49.68,50.32,6.05,15.95,7.97,9.6,11.69,13.96,14.38,11.63,8.77,89.2,3.51,0.9,1.09,0.0,3.27,2.02,4.87,88.27,16.88,24.47,19.92,13.6,24.98,42.3,2.18,13.12,91.0,9.0,1968
North Carolina,Alleghany,48.36,51.64,4.76,13.26,6.57,8.86,10.04,13.04,16.38,15.69,11.4,95.2,1.46,0.46,0.38,0.01,0.28,2.21,9.79,86.95,26.01,30.63,17.05,10.94,15.02,37.87,1.22,15.8,89.38,10.62,1970
North Carolina,Anson,48.57,51.43,6.16,16.15,8.37,11.53,11.27,13.04,14.08,11.66,7.74,48.06,49.16,0.25,1.14,0.0,0.3,1.09,4.13,45.33,25.94,22.7,19.04,13.57,18.52,41.13,3.21,13.96,89.7,10.3,1972
North Carolina,Ashe,49.27,50.73,5.23,13.36,6.51,9.29,11.43,12.93,16.37,15.01,9.87,95.96,0.64,0.25,0.61,0.06,0.56,1.93,5.04,92.47,20.84,26.74,20.76,13.29,17.63,41.15,1.75,13.63,88.68,11.32,1975
North Carolina,Avery,48.1,51.9,4.69,13.19,8.97,10.39,10.16,12.89,14.57,14.88,10.26,96.68,0.6,0.49,0.29,0.03,0.8,1.12,5.11,93.06,17.87,29.01,18.76,9.11,18.98,39.08,2.12,15.77,85.29,14.71,1977
North Carolina,Beaufort,47.52,52.48,5.88,15.57,6.82,9.04,10.77,12.78,15.67,14.2,9.26,71.14,24.58,0.13,0.1,0.0,1.08,2.97,8.03,65.69,19.92,24.58,17.77,14.66,22.83,37.81,2.49,14.78,88.12,11.88,1981
North Carolina,Bertie,46.97,53.03,4.79,14.36,7.65,10.13,9.68,12.69,17.13,13.25,10.32,35.16,62.36,0.02,0.67,0.01,0.38,1.41,1.72,34.78,28.54,27.27,17.19,8.43,18.03,35.88,3.76,17.65,87.65,12.35,1983
North Carolina,Bladen,48.14,51.86,5.72,16.43,7.14,9.99,11.14,12.6,15.28,13.31,8.4,58.03,34.5,2.65,0.16,0.0,4.06,0.6,7.59,54.95,32.55,23.47,17.08,10.68,15.63,33.58,1.71,20.85,88.54,11.46,1986
North Carolina,Brunswick,47.85,52.15,4.73,11.39,5.52,8.01,9.61,11.06,18.28,21.26,10.15,83.94,9.33,0.6,0.53,0.0,2.12,3.48,4.87,81.48,13.87,20.45,21.01,16.5,28.14,34.53,2.1,15.84,90.3,9.7,1995
North Carolina,Buncombe,47.96,52.04,6.0,13.89,8.18,12.27,13.36,12.83,13.95,11.88,7.63,87.86,6.09,0.31,1.27,0.13,1.26,3.07,6.77,83.34,13.52,22.29,19.58,13.85,29.45,45.66,1.45,13.5,88.86,11.14,1422
North Carolina,Burke,49.03,50.97,5.83,14.23,7.95,10.94,11.56,13.97,15.39,11.65,8.49,84.75,5.31,0.92,3.8,0.12,3.18,1.92,6.23,82.05,19.96,27.28,19.43,13.53,19.08,40.89,2.98,15.93,88.09,11.91,1424
North Carolina,Cabarrus,48.73,51.27,7.61,19.49,7.98,11.15,14.4,14.64,11.77,8.0,4.97,69.21,18.57,0.32,4.18,0.07,4.36,3.29,10.64,64.13,9.65,17.61,17.13,16.1,39.32,46.57,2.23,11.13,92.12,7.88,1426
North Carolina,Caldwell,49.14,50.86,5.82,15.9,7.46,9.98,10.89,15.46,14.49,12.24,7.77,88.51,4.08,0.24,0.53,0.1,3.74,2.8,5.75,87.1,18.02,25.88,19.15,15.57,21.16,40.49,2.63,15.16,88.02,11.98,1429
North Carolina,Camden,49.91,50.09,6.44,17.95,4.45,11.5,12.25,16.31,13.33,10.86,6.9,81.83,11.19,0.23,1.85,0.54,0.38,3.98,3.08,80.08,5.86,28.58,15.99,19.18,30.07,39.45,4.04,14.36,92.8,7.2,1433
North Carolina,Carteret,48.43,51.57,5.18,13.9,6.16,8.64,10.75,13.16,17.13,15.43,9.65,89.31,4.63,0.29,1.16,0.06,0.87,3.69,4.3,86.5,12.83,22.22,18.35,16.46,29.72,39.96,2.19,13.69,89.9,10.1,1447
North Carolina,Caswell,48.73,51.27,5.84,14.85,7.68,8.54,10.89,14.1,16.28,13.27,8.56,63.92,31.76,0.23,0.95,0.06,1.9,1.19,4.25,61.91,19.58,22.88,21.19,12.36,23.25,39.63,2.62,15.24,91.89,8.11,1449
North Carolina,Catawba,48.78,51.22,6.76,16.96,8.34,10.49,11.89,14.05,14.05,10.7,6.77,78.58,8.12,0.39,4.5,0.0,5.38,3.03,9.94,74.9,14.71,21.71,21.41,15.37,26.11,43.57,2.37,12.89,88.68,11.32,1450
North Carolina,Chatham,47.68,52.32,5.58,15.67,5.95,8.07,11.59,13.96,15.17,13.98,10.03,79.18,11.65,0.18,1.64,0.0,3.69,3.67,12.15,71.91,12.45,18.01,16.48,11.7,41.23,40.53,1.64,12.56,90.07,9.93,1451
North Carolina,Cherokee,49.01,50.99,4.78,12.61,6.18,8.1,9.99,12.34,16.6,18.05,11.34,93.22,1.11,1.69,0.78,0.06,1.11,2.04,3.47,90.83,20.21,30.04,19.88,13.03,16.37,35.26,1.89,16.07,84.47,15.53,1452
North Carolina,Chowan,47.52,52.48,5.96,15.48,3.46,12.3,11.6,11.36,15.95,14.71,9.17,60.16,34.44,0.47,0.5,0.0,2.35,2.08,3.63,59.62,25.01,24.48,19.11,14.09,17.05,36.79,2.13,15.76,90.6,9.4,1455
North Carolina,Clay,46.23,53.77,6.45,12.09,5.81,7.55,9.47,10.92,16.82,18.41,12.47,96.54,1.84,0.52,0.18,0.4,0.13,0.39,3.45,93.23,18.94,28.68,15.84,15.11,21.31,35.02,1.45,14.11,85.16,14.84,1457
North Carolina,Cleveland,48.27,51.73,6.73,16.5,9.27,10.33,11.08,13.73,14.01,11.1,7.26,74.04,20.76,0.25,1.01,0.13,2.08,1.74,3.7,72.5,22.12,24.15,19.2,13.12,19.81,38.68,2.9,16.83,88.55,11.45,1458
North Carolina,Columbus,47.33,52.67,7.19,15.57,8.3,10.21,11.21,12.78,14.22,12.26,8.26,64.02,28.73,3.29,0.37,0.02,1.89,1.67,5.35,60.6,26.74,23.33,20.59,10.83,18.27,35.27,2.17,19.28,86.42,13.58,1459
North Carolina,Craven,47.18,52.82,8.18,16.24,8.74,11.15,11.17,10.88,13.29,11.92,8.44,69.46,21.65,0.56,2.96,0.11,2.42,2.85,6.83,65.49,14.7,24.0,19.94,15.25,25.74,38.21,2.28,14.74,89.56,10.44,1462
North Carolina,Cumberland,45.54,54.46,9.99,18.77,10.12,13.4,11.75,11.42,11.61,7.76,5.18,46.85,39.08,1.31,2.53,0.33,2.93,6.97,11.38,41.2,20.1,24.61,19.58,13.5,21.46,39.2,3.22,15.87,89.6,10.4,1464
North Carolina,Currituck,49.18,50.82,6.69,17.0,5.76,10.87,12.47,14.66,16.13,10.7,5.72,89.14,5.51,0.35,0.41,0.07,1.19,3.33,4.1,87.02,9.02,13.53,21.33,19.1,36.99,45.39,1.46,13.04,87.73,12.27,1481
North Carolina,Dare,49.95,50.05,5.58,14.29,6.1,8.55,12.15,14.05,17.88,14.1,7.3,91.22,3.31,0.13,0.55,0.04,1.93,2.83,7.43,87.06,8.84,20.16,21.91,15.25,33.7,45.55,2.51,10.68,87.45,12.55,1485
North Carolina,Davidson,48.71,51.29,6.9,16.26,7.8,10.44,11.67,14.63,14.42,10.52,7.35,84.63,9.35,0.24,1.56,0.0,1.35,2.88,7.41,79.61,17.22,24.15,20.0,15.49,22.95,42.24,2.42,14.31,88.28,11.72,1489
North Carolina,Davie,48.41,51.59,6.38,16.26,7.19,8.5,11.09,15.17,14.92,11.87,8.62,88.72,4.65,0.63,0.7,0.0,1.15,4.14,6.96,84.25,11.43,20.73,19.87,14.83,33.02,43.75,1.56,11.57,88.84,11.16,1490
North Carolina,Duplin,48.71,51.29,7.6,17.68,7.93,10.22,11.59,12.7,14.0,10.79,7.48,68.96,23.09,0.38,0.31,0.08,3.88,3.3,22.54,51.26,19.75,27.9,23.68,11.16,17.23,39.41,2.43,14.61,83.26,16.74,1492
North Carolina,Durham,47.16,52.84,7.55,15.18,10.62,16.32,13.9,12.01,11.53,8.1,4.78,51.03,35.31,0.24,5.05,0.05,3.36,4.95,13.6,42.77,13.0,19.87,15.36,13.23,35.34,49.31,2.26,12.82,88.2,11.8,1494
North Carolina,Edgecombe,46.35,53.65,6.86,17.1,7.6,11.19,10.78,11.95,15.08,11.73,7.7,39.28,57.54,0.34,0.16,0.05,1.0,1.62,4.86,35.8,23.34,28.79,15.27,14.6,17.75,37.38,3.65,15.58,89.9,10.1,1495
North Carolina,Forsyth,47.27,52.73,7.2,17.64,9.37,11.83,12.0,13.08,13.07,9.4,6.41,64.27,25.93,0.35,2.39,0.07,2.6,4.41,13.09,56.18,16.84,21.59,17.98,13.71,27.63,43.14,2.19,14.02,89.43,10.57,1496
North Carolina,Franklin,49.25,50.75,6.91,16.51,7.72,10.96,12.35,14.12,14.74,10.4,6.3,66.91,23.79,0.96,0.46,0.14,3.18,4.55,8.72,63.46,16.08,18.47,19.56,17.69,27.19,42.28,2.7,14.91,89.57,10.43,1498
North Carolina,Gaston,48.11,51.89,7.27,16.76,8.25,11.76,12.46,14.44,13.26,9.71,6.1,75.82,16.59,0.3,1.71,0.07,1.84,3.67,7.27,71.55,15.31,21.39,19.39,15.23,28.23,43.71,2.79,13.66,89.66,10.34,1499
North Carolina,Gates,48.46,51.54,4.11,18.03,6.38,9.16,9.32,15.68,16.98,12.55,7.78,63.11,31.55,0.81,1.55,0.0,0.03,2.95,0.1,63.04,16.38,27.61,21.05,11.17,23.78,39.17,3.85,14.51,91.66,8.34,1500
North Carolina,Graham,47.1,52.9,5.01,15.49,7.62,9.18,11.88,14.06,14.04,13.06,9.67,87.58,0.04,9.1,0.0,0.0,2.49,0.8,3.76,86.31,20.45,28.42,20.14,9.13,21.77,36.37,1.36,19.05,86.6,13.4,1502
North Carolina,Granville,48.91,51.09,6.33,16.28,7.27,10.59,12.39,15.05,14.89,10.53,6.67,61.22,28.51,0.28,0.57,0.38,4.25,4.8,8.38,58.53,16.07,20.75,16.67,15.48,29.61,44.67,1.88,13.64,90.08,9.92,1503
North Carolina,Greene,50.75,49.25,6.44,18.44,7.61,11.03,13.53,11.19,14.42,10.44,6.9,58.9,32.09,0.13,0.0,0.0,2.85,6.03,16.05,48.31,23.65,25.1,18.97,16.26,15.32,40.16,2.3,15.33,84.83,15.17,1505
North Carolina,Guilford,47.3,52.7,7.0,17.38,10.45,12.28,12.26,13.23,12.46,8.93,6.0,54.03,34.21,0.48,5.18,0.04,2.62,3.44,8.18,49.59,15.18,21.25,17.22,13.32,29.8,44.7,2.68,13.31,90.81,9.19,1506
North Carolina,Halifax,47.4,52.6,6.81,16.08,7.43,10.67,10.49,12.77,15.1,12.19,8.48,39.66,52.18,3.56,0.73,0.2,0.63,3.04,2.9,38.17,29.46,27.54,18.16,9.61,15.07,34.18,2.19,20.08,87.44,12.56,1508
North Carolina,Harnett,47.8,52.2,9.28,19.56,8.85,12.85,13.1,12.3,11.25,7.85,4.96,66.74,21.1,0.95,1.3,0.28,5.2,4.42,12.99,61.05,17.2,20.14,20.79,16.86,23.66,39.19,2.63,16.53,89.03,10.97,1509
North Carolina,Haywood,48.83,51.17,6.07,12.88,6.63,10.72,10.94,13.02,15.38,14.29,10.08,94.51,0.87,0.53,0.76,0.0,0.88,2.45,4.16,92.26,18.05,20.71,21.06,14.94,25.12,40.33,1.59,14.77,88.91,11.09,1512
North Carolina,Henderson,48.07,51.93,5.84,14.32,6.42,9.17,11.39,12.82,14.66,14.51,10.88,90.67,3.46,0.28,1.4,0.0,1.72,2.47,10.23,82.95,12.87,20.86,21.18,17.37,27.46,41.62,1.2,11.63,87.76,12.24,1514
North Carolina,Hertford,46.97,53.03,5.33,16.9,10.77,9.67,9.75,11.44,15.52,12.08,8.54,34.85,60.38,1.22,0.82,0.03,0.78,1.93,2.73,33.96,21.26,28.6,16.92,12.89,16.24,36.82,3.26,17.07,89.76,10.24,1515
North Carolina,Hoke,46.41,53.59,10.23,20.92,7.72,14.03,13.52,11.81,11.39,7.06,3.32,42.99,34.15,8.04,1.54,0.19,6.55,6.56,13.9,37.93,18.86,22.63,19.66,14.55,24.09,37.28,3.03,18.16,87.44,12.56,1517
North Carolina,Hyde,48.5,51.5,9.06,14.91,4.47,9.36,15.74,8.0,17.93,15.85,4.67,66.76,25.96,0.0,0.0,0.0,2.13,5.15,14.03,57.77,28.57,16.99,25.52,19.6,8.81,34.62,1.95,18.94,80.51,19.49,1521
North Carolina,Iredell,49.24,50.76,6.42,17.7,8.11,10.72,12.63,15.09,13.59,9.65,6.1,80.07,12.04,0.3,2.46,0.08,2.13,2.93,7.82,75.6,11.13,20.24,18.95,14.59,34.96,45.06,2.14,12.94,90.52,9.48,1525
North Carolina,Jackson,48.63,51.37,4.78,15.14,17.2,9.46,10.57,10.66,12.54,12.27,7.4,82.98,2.02,7.49,0.74,0.0,2.8,3.98,6.16,80.57,18.34,25.72,18.33,12.95,16.47,40.28,1.99,18.15,85.56,14.44,1528
North Carolina,Johnston,48.92,51.08,7.6,19.53,7.36,11.28,13.77,15.0,12.29,8.46,4.71,75.0,16.11,0.45,0.66,0.03,3.93,3.81,13.81,66.96,12.83,20.14,18.76,14.12,33.96,44.57,1.77,13.36,88.1,11.9,1530
North Carolina,Jones,49.43,50.57,6.23,13.37,6.48,10.6,9.5,13.54,17.03,14.38,8.86,64.27,29.53,0.95,0.37,0.0,1.53,3.35,5.12,62.29,28.86,21.3,19.1,14.61,15.39,34.36,3.03,19.77,85.05,14.95,1536
North Carolina,Lee,47.87,52.13,7.41,18.3,8.12,11.12,12.67,13.06,13.17,9.65,6.5,72.7,19.46,0.68,1.45,0.0,2.06,3.65,19.59,57.93,16.98,23.71,22.22,14.22,22.65,41.94,2.62,13.57,86.9,13.1,1540
North Carolina,Lenoir,47.85,52.15,7.36,16.23,7.83,10.17,10.45,13.02,15.21,11.54,8.2,53.07,38.79,0.19,0.22,0.09,2.95,4.69,7.94,48.99,22.13,28.33,19.3,11.0,18.75,38.75,3.56,14.36,88.75,11.25,1542
North Carolina,Lincoln,49.33,50.67,6.05,16.52,6.77,10.2,12.39,15.31,15.23,10.98,6.56,88.86,4.8,0.17,0.84,0.05,1.93,3.35,7.23,84.44,13.79,19.4,19.15,14.86,32.63,44.41,2.38,13.1,90.95,9.05,1545
North Carolina,McDowell,49.79,50.21,5.68,15.92,7.25,9.71,12.01,13.92,14.98,12.12,8.4,91.5,2.91,0.14,1.05,0.0,2.09,2.3,6.18,88.24,15.3,30.2,20.31,14.24,19.46,39.0,2.31,16.57,88.79,11.21,1554
North Carolina,Macon,48.18,51.82,5.13,14.1,6.66,9.05,9.47,11.62,15.48,16.65,11.85,93.12,1.46,0.64,0.93,0.0,2.55,1.3,7.26,88.83,19.89,23.33,24.01,11.35,20.87,35.13,1.43,15.71,86.56,13.44,1556
North Carolina,Madison,49.28,50.72,5.98,13.69,9.3,10.3,11.59,12.62,14.77,13.29,8.46,95.0,1.36,0.34,0.5,0.0,0.44,2.38,2.48,93.97,16.6,22.68,18.47,14.03,24.27,40.03,1.4,17.15,88.83,11.17,1560
North Carolina,Martin,46.54,53.46,6.56,15.3,6.96,9.37,10.51,12.67,15.98,13.54,9.11,53.37,42.24,0.3,0.64,0.0,0.32,3.13,4.19,51.6,23.0,28.27,20.4,15.7,12.57,37.4,3.23,14.86,91.09,8.91,1563
North Carolina,Mecklenburg,48.01,51.99,7.99,16.91,9.64,15.19,14.73,13.46,11.02,6.86,4.21,51.92,31.56,0.35,6.08,0.04,6.05,4.0,13.44,46.27,10.85,18.32,16.93,13.56,39.36,50.14,2.37,11.53,88.58,11.42,1565
North Carolina,Mitchell,49.87,50.13,5.5,14.08,6.21,11.23,10.28,12.63,15.46,14.16,10.45,95.74,0.11,0.52,0.19,0.0,0.69,2.75,5.7,91.87,16.11,25.48,23.51,13.07,20.14,39.25,1.86,14.71,89.52,10.48,1568
North Carolina,Montgomery,49.04,50.96,6.21,17.65,9.39,7.68,10.44,13.17,14.7,12.49,8.27,76.34,16.54,0.33,1.6,0.0,3.03,2.15,15.99,63.57,17.24,28.36,26.77,14.34,12.93,37.17,1.28,16.92,87.65,12.35,1573
North Carolina,Moore,46.99,53.01,7.56,15.85,6.26,9.47,10.9,12.01,13.78,13.16,11.01,80.53,11.09,0.79,1.42,0.25,2.32,3.6,7.05,76.51,12.23,20.33,17.9,16.67,32.54,38.33,1.76,12.33,91.5,8.5,1584
