STATE,COUNTY,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,FID
Pennsylvania,Clearfield,75117,27581,5821.8,36.72,7.75,29732,5889.1,39.58,7.84,17804,4846.3,23.7,6.45,2372
Pennsylvania,Clinton,36013,12942,2782.2,35.94,7.73,14548,2816,40.4,7.82,8523,2307.7,23.67,6.41,2379
Pennsylvania,Columbia,61978,25485,4817.7,41.12,7.77,23190,4868.6,37.42,7.86,13303,4011.6,21.46,6.47,2385
Pennsylvania,Crawford,80437,26550,5879.3,33.01,7.31,33883,5999.5,42.12,7.46,20004,5000.4,24.87,6.22,2389
Pennsylvania,Cumberland,253214,109145,21072.2,43.1,8.32,99306,20984.2,39.22,8.29,44763,16461.1,17.68,6.5,2397
Pennsylvania,Dauphin,285150,112605,24509.9,39.49,8.6,119699,25038,41.98,8.78,52846,20402.9,18.53,7.16,2403
Pennsylvania,Delaware,557963,214838,47150.5,38.5,8.45,232742,50485.7,41.71,9.05,110383,43048.2,19.78,7.72,2414
Pennsylvania,Elk,30732,10871,2577.1,35.37,8.39,13538,2633.1,44.05,8.57,6323,2198.9,20.57,7.16,2420
Pennsylvania,Erie,260139,97670,22145.6,37.55,8.51,106513,22369.6,40.94,8.6,55956,18335.1,21.51,7.05,2425
Pennsylvania,Fayette,124692,43803,10185.2,35.13,8.17,52055,10271.3,41.75,8.24,28834,8399.4,23.12,6.74,2431
Pennsylvania,Forest,4702,1178,383.5,25.05,8.16,2111,409.4,44.9,8.71,1413,366.7,30.05,7.8,2436
Pennsylvania,Franklin,155415,61847,12716.1,39.79,8.18,60968,12870.3,39.23,8.28,32600,10424.1,20.98,6.71,2439
Pennsylvania,Fulton,14427,5244,987.4,36.35,6.84,5859,1006,40.61,6.97,3324,831.1,23.04,5.76,2446
Pennsylvania,Greene,32750,11488,2615.5,35.08,7.99,14257,2661.8,43.53,8.13,7005,2200.8,21.39,6.72,2447
Pennsylvania,Huntingdon,39468,13650,2887.3,34.58,7.32,16750,2958.8,42.44,7.5,9068,2499.2,22.98,6.33,2454
Pennsylvania,Indiana,78737,27396,6239.8,34.79,7.92,32598,6289.5,41.4,7.99,18743,5116.7,23.8,6.5,2459
Pennsylvania,Jefferson,43865,13883,3059,31.65,6.97,18092,3110.5,41.24,7.09,11890,2567.1,27.11,5.85,2462
Pennsylvania,Juniata,23278,8272,1717.5,35.54,7.38,8977,1752.4,38.56,7.53,6029,1451.1,25.9,6.23,2466
Pennsylvania,Lackawanna,211233,82258,18169.5,38.94,8.6,83634,18330.3,39.59,8.68,45341,15107.3,21.46,7.15,2471
Pennsylvania,Lancaster,546837,218362,43797.2,39.93,8.01,213515,43983.3,39.05,8.04,114960,34593.4,21.02,6.33,2482
Pennsylvania,Lawrence,84371,32314,7007.3,38.3,8.31,33422,7094.7,39.61,8.41,18635,5869.5,22.09,6.96,2488
Pennsylvania,Lebanon,141610,53666,11635.4,37.9,8.22,60177,11662.5,42.49,8.24,27767,9280,19.61,6.55,2492
Pennsylvania,Lehigh,370491,137883,30214.5,37.22,8.16,150464,32314.8,40.61,8.72,82144,27558.7,22.17,7.44,2496
Pennsylvania,Luzerne,318686,116995,27444.5,36.71,8.61,129344,28016,40.59,8.79,72347,23236.9,22.7,7.29,2501
Pennsylvania,Lycoming,109679,42492,9088.3,38.74,8.29,44566,9187.9,40.63,8.38,22621,7612.9,20.62,6.94,2505
Pennsylvania,McKean,37760,14693,2905.8,38.91,7.7,15071,2952.1,39.91,7.82,7996,2445.1,21.18,6.48,2509
Pennsylvania,Mercer,105300,37717,8240.5,35.82,7.83,43269,8386.6,41.09,7.96,24314,7006.4,23.09,6.65,2513
Pennsylvania,Mifflin,46088,16700,3689.9,36.24,8.01,17514,3752.5,38,8.14,11874,3114.7,25.76,6.76,2517
Pennsylvania,Monroe,165962,71701,15988.5,43.2,9.63,67791,15823.4,40.85,9.53,26470,11901.7,15.95,7.17,2521
Pennsylvania,Montgomery,849311,384366,69895.1,45.26,8.23,324931,71973.2,38.26,8.47,140014,58213.4,16.49,6.85,2528
Pennsylvania,Montour,17952,7156,1415.6,39.86,7.89,7038,1446.5,39.2,8.06,3758,1225.5,20.93,6.83,2533
Pennsylvania,Northampton,305664,124663,25673.1,40.78,8.4,123527,25956.6,40.41,8.49,57474,21178.9,18.8,6.93,2537
Pennsylvania,Northumberland,88773,31402,6899.4,35.37,7.77,38048,7028.2,42.86,7.92,19323,5879,21.77,6.62,2544
Pennsylvania,Perry,45784,17938,3141.8,39.18,6.86,19001,3163.2,41.5,6.91,8845,2538.9,19.32,5.55,2554
Pennsylvania,Philadelphia,1541483,412294,136112.5,26.75,8.83,665776,156354.1,43.19,10.14,463413,140988.6,30.06,9.15,2563
Pennsylvania,Pike,59609,21956,5907.1,36.83,9.91,26004,5895.1,43.62,9.89,11649,4517.7,19.54,7.58,2571
Pennsylvania,Potter,16216,4872,1174.5,30.04,7.24,6839,1207.8,42.17,7.45,4505,1025.7,27.78,6.33,2575
Pennsylvania,Schuylkill,138244,53625,11152.9,38.79,8.07,56244,11270.7,40.68,8.15,28375,9305.3,20.53,6.73,2581
Pennsylvania,Snyder,37196,14394,2662.8,38.7,7.16,14799,2713.4,39.79,7.29,8003,2248.2,21.52,6.04,2583
Pennsylvania,Somerset,69568,25590,5209.4,36.78,7.49,27193,5346.6,39.09,7.69,16785,4514.5,24.13,6.49,2589
Pennsylvania,Sullivan,5868,2022,497.5,34.46,8.48,2493,517.8,42.48,8.82,1353,450.3,23.06,7.67,2293
Pennsylvania,Susquehanna,38362,13516,2727.2,35.23,7.11,16778,2800.8,43.74,7.3,8068,2348.1,21.03,6.12,2298
Pennsylvania,Tioga,39962,14955,2670.3,37.42,6.68,15654,2736.7,39.17,6.85,9353,2292.3,23.4,5.74,2305
Pennsylvania,Union,35118,12267,3235.3,34.93,9.21,13746,3321.4,39.14,9.46,9105,2786,25.93,7.93,2313
Pennsylvania,Venango,49575,18012,3739.8,36.33,7.54,19471,3832,39.28,7.73,12092,3224.3,24.39,6.5,2316
Pennsylvania,Warren,37868,13045,2844.7,34.45,7.51,15870,2915,41.91,7.7,8953,2452.3,23.64,6.48,2322
Pennsylvania,Washington,206117,89583,17755,43.46,8.61,80610,17512.1,39.11,8.5,35924,13520.8,17.43,6.56,2346
Pennsylvania,Wayne,48176,15369,3876.7,31.9,8.05,21521,4016.5,44.67,8.34,11286,3417,23.43,7.09,2363
Pennsylvania,Westmoreland,349660,147714,29857.1,42.25,8.54,132509,29561,37.9,8.45,69437,23075.6,19.86,6.6,2394
Pennsylvania,Wyoming,25579,10119,1799.7,39.56,7.04,10354,1839.9,40.48,7.19,5106,1527.5,19.96,5.97,2407
Pennsylvania,York,453510,199498,37236.2,43.99,8.21,178047,36901.7,39.26,8.14,75965,28265.1,16.75,6.23,2419
Rhode Island,Bristol,48781,21060,4122.3,43.17,8.45,20067,4134.5,41.14,8.48,7654,3209.1,15.69,6.58,2433
Rhode Island,Kent,170691,71105,14755.5,41.66,8.64,70968,14968,41.58,8.77,28618,11689.9,16.77,6.85,2444
Rhode Island,Newport,83935,33448,7426.5,39.85,8.85,35951,7506.6,42.83,8.94,14536,5821.7,17.32,6.94,2460
Rhode Island,Providence,638806,216655,54513.9,33.92,8.53,272679,58325.4,42.69,9.13,149472,49598.3,23.4,7.76,2475
Rhode Island,Washington,125043,52741,10605.8,42.18,8.48,52728,10600.6,42.17,8.48,19574,7932,15.65,6.34,2484
South Carolina,Abbeville,23741,7476,1991.2,31.49,8.39,10717,2175.7,45.14,9.16,5548,1957.1,23.37,8.24,2489
South Carolina,Aiken,169607,56780,14526.8,33.48,8.56,75423,15170.1,44.47,8.94,37404,12554.5,22.05,7.4,2503
South Carolina,Allendale,7059,1614,640.2,22.86,9.07,2522,753.1,35.73,10.67,2923,726.2,41.41,10.29,2527
South Carolina,Anderson,205270,72576,17284.7,35.36,8.42,89341,17882.3,43.52,8.71,43353,14519.9,21.12,7.07,2559
South Carolina,Bamberg,12646,2770,1244.4,21.9,9.84,5149,1425.1,40.72,11.27,4727,1350.4,37.38,10.68,2592
South Carolina,Barnwell,20522,5018,1831.8,24.45,8.93,8403,2023.6,40.95,9.86,7101,1834.9,34.6,8.94,2605
South Carolina,Beaufort,190951,55384,16072.2,29,8.42,95290,17302.5,49.9,9.06,40277,14339.9,21.09,7.51,2626
South Carolina,Berkeley,235899,93783,20088,39.76,8.52,102517,20581.3,43.46,8.72,39599,16083.5,16.79,6.82,2631
South Carolina,Calhoun,14165,3354,1351,23.68,9.54,5521,1496.2,38.98,10.56,5290,1366.5,37.35,9.65,2635
South Carolina,Charleston,405049,161860,38726.3,39.96,9.56,167292,39433,41.3,9.74,75897,30641.2,18.74,7.56,2691
South Carolina,Cherokee,55383,17469,4684.7,31.54,8.46,22841,4930.7,41.24,8.9,15073,4132.9,27.22,7.46,2700
South Carolina,Chester,32126,10311,2628.8,32.1,8.18,13811,2868.4,42.99,8.93,8004,2556.2,24.91,7.96,2704
South Carolina,Chesterfield,43187,11762,3558.7,27.24,8.24,18569,3886,43,9,12856,3463.5,29.77,8.02,2708
South Carolina,Clarendon,30099,6626,2451.1,22.01,8.14,14019,2792.7,46.58,9.28,9454,2607.7,31.41,8.66,2715
South Carolina,Colleton,38462,10097,3244.5,26.25,8.44,16059,3554.4,41.75,9.24,12306,3198,32,8.31,2718
South Carolina,Darlington,62077,16274,5178.1,26.22,8.34,28327,5681.8,45.63,9.15,17476,5094.8,28.15,8.21,2721
South Carolina,Dillon,27968,6014,2354.6,21.5,8.42,12476,2601.1,44.61,9.3,9478,2351.9,33.89,8.41,2725
South Carolina,Dorchester,161872,61549,14791.3,38.02,9.14,71426,15127.9,44.12,9.35,28897,11817.4,17.85,7.3,2730
South Carolina,Edgefield,24128,7865,2087.1,32.6,8.65,9545,2268.9,39.56,9.4,6718,2006.5,27.84,8.32,2735
South Carolina,Fairfield,20657,4611,1830.7,22.32,8.86,8812,2081,42.66,10.07,7234,1954.7,35.02,9.46,2738
South Carolina,Florence,134906,45856,11491.5,33.99,8.52,56042,12017.6,41.54,8.91,33008,9997.3,24.47,7.41,2742
South Carolina,Georgetown,63673,16082,5230.5,25.26,8.21,29494,5927.9,46.32,9.31,18097,5461.7,28.42,8.58,2752
South Carolina,Greenville,526299,211932,46234.8,40.27,8.78,221792,46783.4,42.14,8.89,92575,35870.6,17.59,6.82,2759
South Carolina,Greenwood,67504,20606,5556.1,30.53,8.23,30488,5969.6,45.16,8.84,16410,5155.8,24.31,7.64,2764
South Carolina,Hampton,18043,4328,1461.9,23.99,8.1,8036,1634.6,44.54,9.06,5679,1511,31.47,8.37,2767
South Carolina,Horry,363125,102697,29712.8,28.28,8.18,171226,31159.5,47.15,8.58,89202,25718.2,24.57,7.08,2774
South Carolina,Jasper,29365,7461,2496.8,25.41,8.5,14020,2845.6,47.74,9.69,7884,2614.6,26.85,8.9,2783
South Carolina,Kershaw,66114,22789,5456.8,34.47,8.25,29246,5928.1,44.24,8.97,14079,5217.8,21.3,7.89,2787
South Carolina,Lancaster,99071,35607,8820.5,35.94,8.9,41161,9291.6,41.55,9.38,22303,7693.9,22.51,7.77,2790
South Carolina,Laurens,66567,19071,5561.7,28.65,8.36,30949,6029.3,46.49,9.06,16547,5307.4,24.86,7.97,2794
South Carolina,Lee,14842,3742,1329,25.21,8.95,6328,1511.1,42.64,10.18,4772,1419.3,32.15,9.56,2800
South Carolina,Lexington,299317,118365,25114.7,39.55,8.39,127613,25635,42.63,8.56,53339,19970.5,17.82,6.67,2803
South Carolina,McCormick,8829,2188,705.5,24.78,7.99,3777,860.3,42.78,9.74,2864,828.9,32.44,9.39,2807
South Carolina,Marion,28784,6424,2562.2,22.32,8.9,11928,2900.2,41.44,10.08,10432,2696.4,36.24,9.37,2811
South Carolina,Marlboro,24078,6510,2003.9,27.04,8.32,9745,2256.7,40.47,9.37,7823,2089.6,32.49,8.68,2813
South Carolina,Newberry,37055,12600,2868.9,34,7.74,15164,3176.4,40.92,8.57,9291,2862.5,25.07,7.73,2818
South Carolina,Oconee,78923,21096,6482.9,26.73,8.21,36276,7019.9,45.96,8.89,21551,6112.5,27.31,7.74,2822
South Carolina,Orangeburg,80535,19563,7474.3,24.29,9.28,33263,8442.2,41.3,10.48,27709,7810.7,34.41,9.7,2829
South Carolina,Pickens,124366,44926,11090.9,36.12,8.92,52222,11291.4,41.99,9.08,27218,8796.6,21.89,7.07,2834
South Carolina,Richland,404485,144886,37132.6,35.82,9.18,177047,38312.2,43.77,9.47,82552,30523.4,20.41,7.55,2843
South Carolina,Saluda,18821,4243,1614.2,22.54,8.58,8308,1798.2,44.14,9.55,6270,1623.1,33.31,8.62,2846
South Carolina,Spartanburg,330471,121945,28778.8,36.9,8.71,140864,29262.3,42.63,8.85,67662,22731.1,20.47,6.88,2851
South Carolina,Sumter,103428,34030,8836.4,32.9,8.54,43912,9359.6,42.46,9.05,25486,7964.7,24.64,7.7,2855
South Carolina,Union,26786,7473,2272.2,27.9,8.48,10554,2470.3,39.4,9.22,8759,2206.1,32.7,8.24,2860
South Carolina,Williamsburg,29820,8725,2398.1,29.26,8.04,12501,2741.3,41.92,9.19,8594,2588,28.82,8.68,2864
South Carolina,York,286244,120950,24125.7,42.25,8.43,117394,24356.8,41.01,8.51,47900,18395.3,16.73,6.43,2867
South Dakota,Aurora,2686,1062,263.5,39.54,9.81,1142,267.6,42.52,9.96,482,220.3,17.94,8.2,2870
South Dakota,Beadle,19037,6435,1915.4,33.8,10.06,7841,1960.5,41.19,10.3,4761,1610.2,25.01,8.46,2874
South Dakota,Bennett,3406,615,334.6,18.06,9.82,1149,390.2,33.73,11.46,1642,380.5,48.21,11.17,2876
South Dakota,Bon Homme,5717,1816,495.5,31.76,8.67,2587,504.9,45.25,8.83,1314,431.1,22.98,7.54,2879
South Dakota,Brookings,31532,13507,2803.1,42.84,8.89,12978,2779,41.16,8.81,5047,2123.7,16.01,6.74,2882
South Dakota,Brown,37383,16573,3331.9,44.33,8.91,13086,3350.5,35.01,8.96,7724,2707.3,20.66,7.24,2885
South Dakota,Brule,5199,2454,491.6,47.2,9.46,1384,502.5,26.62,9.67,1361,435,26.18,8.37,2888
South Dakota,Buffalo,1923,254,191.9,13.21,9.98,727,236.1,37.81,12.28,942,234.4,48.99,12.19,2891
South Dakota,Butte,10456,4272,1039.1,40.86,9.94,4284,1049.4,40.97,10.04,1900,852.9,18.17,8.16,2895
South Dakota,Campbell,1380,489,155.4,35.43,11.26,568,162.1,41.16,11.75,323,140.3,23.41,10.17,2897
South Dakota,Charles Mix,9001,2745,678.9,30.5,7.54,3370,727.8,37.44,8.09,2886,662.9,32.06,7.36,2900
South Dakota,Clark,3855,1252,399.7,32.48,10.37,1579,407.7,40.96,10.58,1024,339.3,26.56,8.8,2901
South Dakota,Clay,13071,5387,1292,41.21,9.88,5320,1289.9,40.7,9.87,2364,1020.4,18.09,7.81,2903
South Dakota,Codington,28380,12943,2568,45.61,9.05,10374,2557.9,36.55,9.01,5063,2049,17.84,7.22,2906
South Dakota,Corson,3872,670,301.3,17.3,7.78,1271,360.9,32.83,9.32,1931,354,49.87,9.14,2907
South Dakota,Custer,8472,2197,798.1,25.93,9.42,3372,834.7,39.8,9.85,2903,732.5,34.27,8.65,2908
South Dakota,Davison,19424,8338,1827.2,42.93,9.41,7619,1853,39.22,9.54,3467,1533.1,17.85,7.89,2910
South Dakota,Day,5403,1506,488.5,27.87,9.04,2143,508.9,39.66,9.42,1754,447.8,32.46,8.29,2911
South Dakota,Deuel,4272,1386,392.4,32.44,9.19,2089,396.7,48.9,9.29,797,322.6,18.66,7.55,2912
South Dakota,Dewey,5242,1093,394.8,20.85,7.53,2609,481.9,49.77,9.19,1540,476.2,29.38,9.08,2914
South Dakota,Douglas,2821,962,271.2,34.1,9.61,985,275.7,34.92,9.77,874,237,30.98,8.4,2916
South Dakota,Edmunds,4025,1416,415.8,35.18,10.33,1616,418.9,40.15,10.41,993,342.4,24.67,8.51,2917
South Dakota,Fall River,7159,1769,698.6,24.71,9.76,3332,735.4,46.54,10.27,2058,663.7,28.75,9.27,2919
South Dakota,Faulk,2137,679,239.5,31.77,11.21,889,244.8,41.6,11.46,569,208.1,26.63,9.74,2921
South Dakota,Grant,7505,3481,726.8,46.38,9.68,2556,741.7,34.06,9.88,1468,627.7,19.56,8.36,2922
South Dakota,Gregory,3977,1457,349.2,36.64,8.78,1546,361.5,38.87,9.09,974,317.1,24.49,7.97,2923
South Dakota,Haakon,1835,791,226,43.11,12.32,637,231.4,34.71,12.61,407,196.9,22.18,10.73,2924
South Dakota,Hamlin,6255,2356,508.7,37.67,8.13,3039,506.5,48.59,8.1,860,386.1,13.75,6.17,2926
South Dakota,Hand,3095,1210,308.5,39.1,9.97,1209,314.7,39.06,10.17,676,262.8,21.84,8.49,2928
South Dakota,Hanson,3505,1350,326,38.52,9.3,1616,324.5,46.11,9.26,539,246.1,15.38,7.02,2929
South Dakota,Harding,1303,530,160.8,40.68,12.34,528,162.7,40.52,12.49,245,131.6,18.8,10.1,2931
South Dakota,Hughes,17147,6664,1592.2,38.86,9.29,7228,1620.6,42.15,9.45,3255,1345.3,18.98,7.85,2933
South Dakota,Hutchinson,7377,3512,609.1,47.61,8.26,2410,616.1,32.67,8.35,1455,509.3,19.72,6.9,2934
South Dakota,Hyde,1236,487,148.8,39.4,12.04,522,154.3,42.23,12.48,227,137.1,18.37,11.09,2937
South Dakota,Jackson,2878,580,284.4,20.15,9.88,918,332.1,31.9,11.54,1380,320.6,47.95,11.14,2939
South Dakota,Jerauld,1636,486,181.1,29.71,11.07,780,186.8,47.68,11.42,370,160.8,22.62,9.83,2941
South Dakota,Jones,879,341,113.5,38.79,12.91,372,118.1,42.32,13.44,166,101.5,18.89,11.55,2944
South Dakota,Kingsbury,5192,1843,440.2,35.5,8.48,2451,446,47.21,8.59,898,370.4,17.3,7.13,2945
South Dakota,Lake,10418,4452,946.8,42.73,9.09,3848,970.4,36.94,9.31,2118,810.9,20.33,7.78,2401
South Dakota,Lawrence,25480,9306,2305.7,36.52,9.05,10469,2354,41.09,9.24,5705,1952.6,22.39,7.66,2406
South Dakota,Lincoln,67843,32753,6371.3,48.28,9.39,27844,6266.4,41.04,9.24,7246,4562.2,10.68,6.72,2410
South Dakota,Lyman,3727,1242,340.7,33.32,9.14,1168,376.3,31.34,10.1,1317,341.6,35.34,9.17,2417
South Dakota,McCook,5695,2086,469,36.63,8.24,2490,470.5,43.72,8.26,1119,379.9,19.65,6.67,2422
South Dakota,McPherson,2420,781,251.5,32.27,10.39,1021,260.3,42.19,10.76,618,229.5,25.54,9.48,2426
South Dakota,Marshall,4303,1966,414.3,45.69,9.63,1368,427.2,31.79,9.93,969,364.9,22.52,8.48,2430
South Dakota,Meade,30119,12844,2676.2,42.64,8.89,12134,2690.8,40.29,8.93,5141,2097.1,17.07,6.96,2442
South Dakota,Mellette,1908,436,196.3,22.85,10.29,613,225.4,32.13,11.81,859,220.2,45.02,11.54,2450
South Dakota,Miner,2314,708,271,30.6,11.71,954,274.3,41.23,11.85,652,231.1,28.18,9.99,2456
South Dakota,Minnehaha,195592,86335,16956.6,44.14,8.67,78888,16895.5,40.33,8.64,30369,12882.5,15.53,6.59,2467
South Dakota,Moody,6315,2209,507.4,34.98,8.03,2666,524.4,42.22,8.3,1440,443.9,22.8,7.03,2485
South Dakota,Shannon,13566,1439,1092.5,10.61,8.05,4318,1424.1,31.83,10.5,7809,1427.2,57.56,10.52,2519
South Dakota,Pennington,110412,42033,9517.8,38.07,8.62,45287,9608.5,41.02,8.7,23092,7784.9,20.91,7.05,2497
South Dakota,Perkins,2819,1088,270.6,38.6,9.6,926,277.2,32.85,9.83,805,238,28.56,8.44,2502
South Dakota,Potter,2475,1010,247.4,40.81,10,1033,254.9,41.74,10.3,432,221.1,17.45,8.93,2506
South Dakota,Roberts,10123,3169,758.7,31.3,7.49,4355,842.5,43.02,8.32,2599,794.6,25.67,7.85,2511
South Dakota,Sanborn,2378,1064,243.8,44.74,10.25,853,246.2,35.87,10.35,461,203.1,19.39,8.54,2514
South Dakota,Spink,6119,2679,543.2,43.78,8.88,2376,553,38.83,9.04,1064,473.3,17.39,7.73,2523
South Dakota,Stanley,3032,1312,358.5,43.27,11.82,1216,366.8,40.11,12.1,504,307.8,16.62,10.15,2530
South Dakota,Sully,1476,528,170.3,35.77,11.54,705,174.8,47.76,11.84,243,146.6,16.46,9.93,2535
South Dakota,Todd,9273,1626,676.6,17.53,7.3,2861,861.1,30.85,9.29,4786,857.8,51.61,9.25,2540
South Dakota,Tripp,5516,1394,539.9,25.27,9.79,2418,566.2,43.84,10.26,1704,510.6,30.89,9.26,2546
South Dakota,Turner,8708,4197,645.3,48.2,7.41,2955,651.1,33.93,7.48,1556,530.9,17.87,6.1,2550
South Dakota,Union,16859,8184,1471,48.54,8.73,6103,1457.9,36.2,8.65,2572,1098.2,15.26,6.51,2557
South Dakota,Walworth,5237,1901,541,36.3,10.33,1671,571.3,31.91,10.91,1665,512.1,31.79,9.78,2561
South Dakota,Yankton,21825,9868,1965.7,45.21,9.01,7736,1991.7,35.45,9.13,4221,1674.7,19.34,7.67,2569
South Dakota,Ziebach,2380,395,212.9,16.6,8.95,1009,256.7,42.39,10.79,976,253.7,41.01,10.66,2578
Tennessee,Anderson,77199,26852,6354.9,34.78,8.23,32856,6550.4,42.56,8.49,17491,5561.4,22.66,7.2,2584
Tennessee,Bedford,50985,14630,4362.3,28.69,8.56,23043,4577.7,45.2,8.98,13312,3931.1,26.11,7.71,2593
Tennessee,Benton,15769,4284,1356.5,27.17,8.6,6678,1461.2,42.35,9.27,4807,1326.7,30.48,8.41,2598
Tennessee,Bledsoe,12583,2915,1228,23.17,9.76,5581,1311.2,44.35,10.42,4087,1176.7,32.48,9.35,2602
Tennessee,Blount,136482,48189,11459.9,35.31,8.4,60252,11701.5,44.15,8.57,28041,9760.9,20.55,7.15,2622
Tennessee,Bradley,108328,38331,9146.1,35.38,8.44,45396,9386.2,41.91,8.66,24601,7865.5,22.71,7.26,2627
Tennessee,Campbell,39315,10475,3403.1,26.64,8.66,16581,3595,42.17,9.14,12259,3173.6,31.18,8.07,2633
Tennessee,Cannon,14532,4935,1283.7,33.96,8.83,5449,1350.3,37.5,9.29,4148,1177.9,28.54,8.11,2638
Tennessee,Carroll,27580,7892,2168.1,28.61,7.86,11814,2328.8,42.84,8.44,7874,2109.6,28.55,7.65,2648
Tennessee,Carter,55649,16846,4720.3,30.27,8.48,23905,4923.7,42.96,8.85,14898,4304.8,26.77,7.74,2654
Tennessee,Cheatham,41425,14080,3448.9,33.99,8.33,19419,3621.4,46.88,8.74,7926,3134.2,19.13,7.57,2660
Tennessee,Chester,16521,4934,1474.7,29.87,8.93,6839,1572.5,41.4,9.52,4748,1395.5,28.74,8.45,2664
Tennessee,Claiborne,31333,9590,2584.4,30.61,8.25,13180,2738,42.06,8.74,8563,2440.9,27.33,7.79,2670
Tennessee,Clay,7555,1459,719.9,19.31,9.53,3660,775.5,48.44,10.26,2436,708.9,32.24,9.38,2679
Tennessee,Cocke,36270,8873,3426.1,24.46,9.45,17054,3658.1,47.02,10.09,10343,3279.2,28.52,9.04,2686
Tennessee,Coffee,58789,17804,5242.4,30.28,8.92,26174,5513.4,44.52,9.38,14811,4777.4,25.19,8.13,2689
Tennessee,Crockett,13979,4072,1157.6,29.13,8.28,5824,1266.3,41.66,9.06,4083,1160,29.21,8.3,2693
Tennessee,Cumberland,62291,15715,4843.2,25.23,7.78,25787,5444.1,41.4,8.74,20789,5089.2,33.37,8.17,2696
Tennessee,Davidson,683425,258164,61564.9,37.78,9.01,275624,63289,40.33,9.26,149637,53774.5,21.9,7.87,2698
Tennessee,Decatur,11369,3635,1048.1,31.97,9.22,4219,1123.3,37.11,9.88,3515,1019.5,30.92,8.97,2705
Tennessee,DeKalb,20418,5732,1723.7,28.07,8.44,8994,1838.6,44.05,9,5692,1634.6,27.88,8.01,2710
Tennessee,Dickson,55021,18141,4418.4,32.97,8.03,24265,4668,44.1,8.48,12615,4068.5,22.93,7.39,2717
Tennessee,Dyer,36457,10954,3265.8,30.05,8.96,16081,3521.2,44.11,9.66,9422,3166.9,25.84,8.69,2723
Tennessee,Fayette,42605,12451,3180.6,29.22,7.47,19174,3511.9,45,8.24,10980,3250.1,25.77,7.63,2726
Tennessee,Fentress,18700,4602,1699.1,24.61,9.09,8300,1812.9,44.39,9.69,5798,1633.9,31.01,8.74,2731
Tennessee,Franklin,41283,12297,3286,29.79,7.96,18712,3520.1,45.33,8.53,10274,3166.4,24.89,7.67,2734
Tennessee,Gibson,50226,17397,4510.2,34.64,8.98,20028,4840.8,39.88,9.64,12801,4296.9,25.49,8.56,2739
Tennessee,Giles,30153,11150,2513.1,36.98,8.33,11987,2704.9,39.75,8.97,7016,2454.9,23.27,8.14,2743
Tennessee,Grainger,23738,6726,1958.7,28.33,8.25,10176,2086.6,42.87,8.79,6836,1864.4,28.8,7.85,2748
Tennessee,Greene,69719,20922,5587.7,30.01,8.01,31293,5990.3,44.88,8.59,17504,5393.9,25.11,7.74,2750
Tennessee,Grundy,13574,3085,1168.8,22.73,8.61,6185,1237.7,45.57,9.12,4304,1099.3,31.71,8.1,2754
Tennessee,Hamblen,64141,19008,5457.7,29.63,8.51,27758,5721.8,43.28,8.92,17375,4968.2,27.09,7.75,2757
Tennessee,Hamilton,363056,135107,30627.7,37.21,8.44,147055,31273.6,40.5,8.61,80894,26095.9,22.28,7.19,2761
Tennessee,Hancock,6681,1317,636.7,19.71,9.53,3219,677.3,48.18,10.14,2145,608.1,32.11,9.1,2766
Tennessee,Hardeman,21909,4999,1728.2,22.82,7.89,9936,1962.5,45.35,8.96,6974,1854.1,31.83,8.46,2770
Tennessee,Hardin,26892,7859,2305.9,29.22,8.57,12298,2473.1,45.73,9.2,6735,2250.4,25.04,8.37,2773
Tennessee,Hawkins,57047,17005,4536.1,29.81,7.95,24365,4824.2,42.71,8.46,15677,4307.9,27.48,7.55,2779
Tennessee,Haywood,17585,3606,1393.2,20.51,7.92,7910,1607.2,44.98,9.14,6069,1529.4,34.51,8.7,2781
Tennessee,Henderson,27744,8366,2422.4,30.15,8.73,12587,2576.7,45.37,9.29,6791,2293,24.48,8.26,2786
Tennessee,Henry,32086,8049,2789.8,25.09,8.69,14499,3021.3,45.19,9.42,9538,2754.4,29.73,8.58,2789
Tennessee,Hickman,24072,7826,2168.6,32.51,9.01,9918,2286,41.2,9.5,6328,1995.1,26.29,8.29,2792
Tennessee,Houston,8295,2148,791.9,25.9,9.55,3973,840.5,47.9,10.13,2174,750.3,26.21,9.05,2796
Tennessee,Humphreys,19033,5686,1736.2,29.87,9.12,8183,1849.7,42.99,9.72,5164,1649.5,27.13,8.67,2798
Tennessee,Jackson,11699,3806,1054.6,32.53,9.01,4665,1124.3,39.88,9.61,3228,1008.2,27.59,8.62,2801
Tennessee,Jefferson,54669,16706,4449.3,30.56,8.14,23543,4741.9,43.06,8.67,14420,4247.3,26.38,7.77,2804
Tennessee,Johnson,16648,4228,1472.2,25.4,8.84,7236,1590.3,43.46,9.55,5184,1453.1,31.14,8.73,2808
Tennessee,Knox,477498,198224,40444.8,41.51,8.47,189103,40520.1,39.6,8.49,90171,32322.4,18.88,6.77,2814
Tennessee,Lake,5075,1045,517.5,20.59,10.2,1947,565.4,38.36,11.14,2083,525.4,41.04,10.35,2817
Tennessee,Lauderdale,23145,6288,1895.1,27.17,8.19,10050,2095,43.42,9.05,6807,1923.7,29.41,8.31,2821
