State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Kansas,Stevens,2771,2571,492,1138,499,516,755,548,639,472,283,4319,33,2,0,0,435,553,1992,3247,863,1218,1351,834,1076,2080,169,708,4461,881,914
Kansas,Sumner,11395,11075,1558,4325,1678,2159,2578,2721,3432,2272,1747,21042,122,280,120,0,182,724,1267,20081,3108,5305,4253,3616,6178,9328,516,2724,20579,1891,916
Kansas,Thomas,3725,3915,663,1247,951,827,863,820,1035,684,550,7156,173,29,39,0,77,166,536,6807,704,1191,1820,1650,1992,3748,55,693,6962,678,917
Kansas,Trego,1383,1332,141,392,161,208,369,308,468,364,304,2688,2,1,0,0,12,12,59,2641,260,563,528,572,787,1326,33,155,2503,212,919
Kansas,Wabaunsee,3449,3325,477,1239,419,646,718,828,1123,768,556,6392,41,48,43,5,41,204,279,6234,531,1092,1879,1452,1820,2923,67,744,6335,439,920
Kansas,Wallace,781,774,148,252,102,142,190,140,236,154,191,1442,3,6,9,0,39,56,93,1396,200,429,343,288,295,635,3,172,1481,74,921
Kansas,Washington,2802,2549,471,762,432,497,540,611,775,650,613,5152,4,33,9,0,43,110,214,5004,597,1397,1465,986,893,2291,33,531,5093,258,922
Kansas,Wichita,1015,1068,137,368,160,245,232,261,283,213,184,1868,22,12,23,0,126,32,618,1410,249,415,372,465,582,945,39,197,1978,105,923
Kansas,Wilson,4160,4308,684,1505,490,792,887,982,1358,1023,747,8030,49,19,0,0,12,358,283,7789,1371,2014,1911,1317,1850,3416,158,935,7975,493,925
Kansas,Woodson,1637,1474,218,402,177,270,327,418,512,454,333,2883,4,54,0,0,5,165,8,2880,448,960,707,408,588,1137,89,478,2802,309,926
Kansas,Wyandotte,81484,82694,15478,32364,15247,21675,21329,18597,19353,12481,7654,91407,35229,812,8059,258,17630,10783,48185,65624,29491,40726,33393,23004,37275,70853,4239,21109,136026,28152,927
Kentucky,Adair,9459,9632,1214,2908,2294,1990,2074,2437,2651,2152,1371,17989,482,1,100,0,77,442,391,17719,4087,4263,4305,2260,3067,7094,533,3819,18119,972,928
Kentucky,Allen,10326,10523,1696,3463,1733,2374,2337,2794,2835,2229,1388,20169,103,0,24,0,48,505,447,19804,4417,4987,3773,3291,4351,7958,513,3602,19333,1516,929
Kentucky,Anderson,11075,11403,1839,3657,2008,2167,2818,3468,3056,2163,1302,21210,674,0,59,11,62,462,431,20968,3369,5213,3991,3812,6093,9630,555,3332,21662,816,930
Kentucky,Ballard,3876,3917,473,1279,611,683,917,1052,1145,950,683,7262,369,13,22,0,5,122,108,7206,1491,1924,1591,704,2083,2895,161,1352,7388,405,932
Kentucky,Barren,20880,22432,3378,7603,3475,4606,5198,5902,5972,4277,2901,39934,1489,33,161,0,224,1471,1470,39001,10584,13861,7994,4274,6557,16372,1226,7555,39545,3767,933
Kentucky,Bath,6178,6177,983,2281,981,1244,1457,1669,1764,1162,814,11845,154,13,48,0,105,190,209,11750,3097,2976,2741,1309,2232,4459,154,2502,11526,829,934
Kentucky,Bell,12383,13321,2040,3906,1923,3002,2872,3469,3732,2923,1837,24592,560,44,0,0,58,450,315,24284,9250,7635,3946,2763,1979,6690,777,7531,24248,1456,936
Kentucky,Boone,65035,66422,10878,25367,10178,14651,18037,18423,16215,11229,6479,118005,4251,140,3099,27,2203,3732,5535,114633,9400,18313,19301,21516,62718,61565,2171,13768,124589,6868,1002
Kentucky,Bourbon,9681,10095,1515,3194,1704,2004,2170,2767,2662,2210,1550,18046,1307,0,32,0,34,357,1368,16774,3128,5756,3046,2726,5104,8000,506,2801,18835,941,1005
Kentucky,Boyd,22290,23407,3291,7259,3181,4977,5636,6050,6500,5183,3620,43149,487,51,149,0,543,1318,790,42830,8138,9772,9826,7491,10364,16444,1426,8474,43269,2428,1008
Kentucky,Boyle,13849,14792,1854,4670,3510,2807,3064,3619,3641,3127,2349,25008,2134,81,261,0,436,721,960,24482,4777,5642,5491,3235,7872,11371,697,4573,27119,1522,1010
Kentucky,Bracken,4192,4085,647,1447,528,881,1068,1109,1236,826,535,7977,81,20,81,0,0,118,46,7937,1532,1738,1375,1422,2210,3247,163,1412,7936,341,1013
Kentucky,Breathitt,6343,6326,987,1724,1131,1350,1669,1800,1939,1371,698,12353,155,11,42,0,60,48,156,12257,4572,2825,2027,1395,1618,3727,326,3836,12203,466,1017
Kentucky,Breckinridge,9885,10137,1251,3666,1458,1884,2264,2626,3013,2405,1455,19110,322,26,70,0,44,450,334,18830,3945,4711,3646,2848,4827,7044,519,3682,18855,1167,1020
Kentucky,Bullitt,40123,40366,5097,13651,6606,9180,10412,11700,11170,8029,4644,76546,965,111,585,4,375,1903,1771,75688,8317,13896,16543,13957,27776,37535,1844,9689,77496,2993,1024
Kentucky,Butler,6273,6271,997,2039,887,1331,1661,1647,1777,1344,861,12143,37,16,42,3,108,195,425,11886,2674,2823,3180,1809,2058,4706,400,2197,11579,965,1026
Kentucky,Caldwell,6119,6444,842,2247,830,1263,1314,1584,1847,1506,1130,11586,925,0,0,0,0,52,208,11404,2560,2858,1845,2474,2785,4647,307,1884,11303,1260,1031
Kentucky,Calloway,18659,19971,2303,5695,7120,3793,4063,4444,4694,3813,2705,35274,1329,92,462,61,249,1163,1067,34577,7434,8747,7029,4552,7475,16475,715,6924,36212,2418,1033
Kentucky,Campbell,44999,47236,6185,14917,9466,11488,11250,11509,13069,8818,5533,86411,2646,92,948,21,410,1707,1951,84982,12100,14284,13662,14061,35938,43694,1735,11353,88917,3318,1035
Kentucky,Carlisle,2343,2337,348,796,344,498,533,611,612,522,416,4461,60,22,36,0,10,91,113,4369,1095,1234,708,714,929,1615,79,904,4353,327,1039
Kentucky,Carroll,5320,5086,913,1892,909,1152,1266,1274,1433,949,618,9517,280,0,49,0,231,329,718,9212,2627,2216,1426,1365,2739,4203,491,1340,9604,802,1041
Kentucky,Carter,13169,13478,2113,4589,2134,2648,2985,3556,3675,2952,1995,25904,88,75,0,3,34,543,293,25628,6931,6563,4757,2968,5023,8301,445,6252,23999,2648,1044
Kentucky,Casey,7512,8081,1120,2706,1038,1659,1801,2069,2065,1905,1230,15044,91,102,37,0,186,133,452,14789,4424,5233,2083,1586,2184,4941,438,3253,13613,1980,1048
Kentucky,Christian,29201,32485,7832,12245,6819,7473,6871,5951,6182,4791,3522,43028,13386,257,1093,233,770,2919,4462,39950,12342,17926,12399,7298,11528,21287,1669,10340,56683,5003,1050
Kentucky,Clark,17256,18539,2614,5855,2700,3847,4326,5173,4925,3784,2571,32799,1586,34,234,0,336,806,1107,32093,6764,6561,7151,6256,8976,14863,745,5363,34151,1644,1053
Kentucky,Clay,9392,9431,1421,3025,1334,2478,2310,2620,2609,1968,1058,17775,514,13,0,9,30,482,119,17677,7336,4747,3047,1931,1660,5340,489,5522,17658,1165,1056
Kentucky,Clinton,4969,5046,744,1536,761,1039,1182,1357,1452,1145,799,9700,4,0,15,0,123,173,294,9529,2609,3502,1568,685,1645,3330,266,2195,9266,749,1059
Kentucky,Crittenden,4399,4304,608,1419,585,907,1027,1085,1313,1025,734,8463,30,30,21,0,39,120,110,8393,1600,2325,1703,1409,1666,3325,102,1490,7851,852,1064
Kentucky,Cumberland,3212,3364,583,860,430,710,661,875,1078,820,559,6080,159,0,46,0,169,122,92,6070,1602,1780,1540,508,1140,2394,95,1265,5948,628,1067
Kentucky,Daviess,48085,50970,8091,17747,8477,10953,11858,12069,13300,9726,6834,88677,4509,147,1883,107,966,2766,3258,86629,16018,21069,18667,14857,27039,41933,1778,12946,94542,4513,1071
Kentucky,Edmonson,6083,6023,662,1773,1096,1200,1512,1673,1795,1452,943,11547,213,24,13,0,2,307,172,11470,2208,3077,2693,1481,2388,4285,360,2631,11186,920,1073
Kentucky,Elliott,2722,3229,471,894,555,518,553,718,864,808,570,5927,0,0,0,0,19,5,60,5886,1612,1753,1303,547,736,1600,33,1575,5516,435,1075
Kentucky,Estill,6881,7186,982,2151,961,1447,1652,2053,2193,1639,989,13667,8,57,8,0,13,314,173,13619,3884,4209,2222,2207,1540,4489,441,3376,13189,878,1077
Kentucky,Fayette,154470,163133,23093,49104,44752,43574,41173,37168,36724,25502,16513,234343,45962,544,12815,56,9828,14055,23005,223514,46947,61908,54131,39993,106352,155590,8124,39677,296376,21227,1080
Kentucky,Fleming,7150,7369,1192,2469,1142,1437,1662,1946,2068,1610,993,13989,323,24,93,0,24,66,117,13899,3119,3794,3276,1726,2572,5087,467,2701,13424,1095,1083
Kentucky,Floyd,17405,18044,2414,5755,2815,3762,4324,4833,5237,4035,2274,34546,353,4,123,0,56,367,314,34411,11450,8989,6591,4164,3840,10187,1071,9713,33843,1606,1085
Kentucky,Franklin,24013,25827,3371,7643,4486,5940,5956,6790,6897,5523,3234,40893,4944,37,941,28,1121,1876,1820,40470,6485,10236,9328,9280,13452,22291,985,6793,45946,3894,1086
Kentucky,Fulton,2635,2968,403,881,430,743,400,679,873,672,522,3973,1306,63,7,0,31,223,97,3914,1830,1865,870,389,649,1865,125,1135,5208,395,1088
Kentucky,Gallatin,4452,4232,764,1514,660,1057,1032,1241,1196,818,402,7915,179,0,10,0,294,286,457,7767,1367,1619,2121,1545,1964,3541,230,1415,7772,912,1090
Kentucky,Garrard,8557,8894,1168,2818,1102,1759,2140,2634,2745,1900,1185,16521,358,36,15,0,117,404,384,16384,3044,3643,3668,2545,4520,7315,419,2646,16291,1160,1092
Kentucky,Grant,12087,12628,2187,4911,1955,3052,2793,3314,3124,2084,1295,23267,108,59,53,0,505,723,724,23073,4028,5186,4846,3065,7590,10498,456,3284,23655,1060,1094
Kentucky,Graves,17933,18811,2956,6551,2960,3870,4297,4487,4979,3855,2789,32726,1402,44,194,116,866,1396,2562,31697,7553,8971,8302,4738,6922,14033,676,5884,34139,2605,1097
Kentucky,Grayson,12887,13131,2025,4615,2230,2555,3153,3289,3641,2778,1732,25091,180,93,190,8,187,269,365,24904,6298,7991,3966,3316,4447,10007,336,4525,24354,1664,1100
Kentucky,Green,5402,5474,670,1683,743,1279,1239,1481,1691,1262,828,10422,191,83,3,0,0,177,183,10239,3006,3032,2011,1035,1778,3827,222,2384,10000,876,1102
Kentucky,Greenup,17004,17930,2465,5528,2517,3397,4222,4691,5019,4175,2920,33841,352,29,192,0,17,503,378,33582,6233,7008,8203,4539,8951,12882,760,6204,33424,1510,1105
Kentucky,Hancock,4439,4230,699,1602,597,879,987,1280,1176,875,574,8295,61,5,51,0,0,257,43,8252,1348,1792,1733,1410,2356,3442,177,1300,8414,255,1107
Kentucky,Hardin,51062,54104,8237,19994,9231,11957,12967,13703,13981,9239,5857,82624,12282,240,2163,368,1369,6120,5850,79987,13033,24130,19691,17376,30824,43699,2901,15239,100709,4457,1110
Kentucky,Harlan,12389,13454,1869,4410,1819,2912,3025,3426,3755,2985,1642,24711,490,0,86,0,81,475,258,24571,9245,7172,4421,2654,2127,6454,883,7600,24548,1295,1114
Kentucky,Harrison,9083,9484,1288,3112,1415,1951,2104,2578,2778,1940,1401,17708,402,2,0,2,81,372,458,17402,3297,4181,3653,2669,4583,7739,282,2805,17546,1021,1119
Kentucky,Hart,9224,9343,1537,3306,1451,1918,1997,2573,2705,1874,1206,17342,822,39,90,0,1,273,353,17010,4507,4886,3618,2026,3530,6910,299,3435,16775,1792,1121
Kentucky,Henderson,21391,23056,3199,7817,2943,4937,5576,5650,6595,4692,3038,38720,3225,92,151,14,561,1684,1158,38130,9016,8959,9083,6152,10898,18310,674,6717,42819,1628,1126
Kentucky,Henry,7896,8021,1074,2910,1227,1610,1914,2122,2407,1701,952,14761,429,0,88,24,177,438,538,14494,2524,4291,3467,2212,3423,6120,264,2896,14335,1582,1129
Kentucky,Hickman,2107,2221,249,757,340,291,551,503,650,623,364,3726,383,49,7,0,32,131,92,3715,902,1279,812,473,862,1510,114,711,4186,142,1130
Kentucky,Hopkins,21256,22787,3037,7621,3609,4729,5251,5599,6285,4752,3160,39567,2822,77,329,5,92,1151,962,38900,9422,11408,7851,6123,9222,17283,1072,7118,41533,2510,1136
Kentucky,Jackson,6575,6691,986,2265,842,1327,1801,1837,1916,1442,850,13004,29,0,0,0,0,233,26,12987,4727,3048,3026,846,1619,3866,259,3598,12713,553,1140
Kentucky,Jefferson,366455,393306,57045,121517,69569,99060,95310,94349,102529,72246,48136,533618,166379,1025,22846,499,8985,26409,43587,505977,110058,150794,135556,106853,248375,351090,19111,90616,722157,37604,1143
Kentucky,Jessamine,25490,27526,3955,9836,4861,6071,6740,6841,6841,4827,3044,47903,2332,60,847,6,601,1267,1935,46841,5761,10036,9740,9512,16631,22908,1056,7390,50050,2966,1145
Kentucky,Johnson,10723,11133,1643,3450,1648,2251,2772,3025,3125,2476,1466,21301,31,23,283,0,36,182,142,21285,5806,5539,3196,3071,4168,6553,682,5586,20911,945,1148
Kentucky,Kenton,81686,83563,13302,28344,13802,22044,21764,20770,22010,14424,8789,148296,7440,225,1997,21,2239,5031,5565,145581,19134,27679,28901,25720,62685,79558,3108,17724,156554,8695,1151
Kentucky,Knott,7376,7544,955,2321,1567,1312,1693,2123,2284,1677,988,14527,111,33,43,0,57,149,151,14457,4770,4372,2532,1498,1162,4188,455,4336,14210,710,1154
Kentucky,Knox,15130,15775,2249,5422,2966,3495,3594,4082,3955,3041,2101,29783,231,165,109,33,26,558,409,29573,11381,7128,5597,2849,3586,8753,605,8734,29049,1856,1159
Kentucky,Larue,6859,7123,944,2293,1044,1367,1859,1822,2285,1402,966,13089,473,20,61,0,112,227,457,12722,2563,3356,3481,1889,2686,5982,138,2257,13446,536,1162
Kentucky,Laurel,29254,30539,4350,10364,4944,6409,7737,8338,8016,5884,3751,57996,342,238,147,0,163,907,925,57257,13800,14610,11022,7586,12598,21956,1114,12374,55638,4155,1166
Kentucky,Lawrence,7699,7803,1193,2780,936,1677,1921,2046,2224,1780,945,15125,42,1,150,0,8,176,205,14982,4925,3903,2666,1967,2041,4325,247,4232,14259,1243,1167
Kentucky,Lee,3363,3248,566,981,384,639,797,930,1049,808,457,6335,48,9,14,0,7,198,32,6303,2647,1801,720,746,697,2016,221,1562,6452,159,1171
Kentucky,Leslie,4868,4891,607,1516,855,1028,1099,1401,1529,1045,679,9488,0,0,29,0,0,242,4,9484,2792,3177,1874,1329,587,3161,194,2557,9384,375,1175
Kentucky,Letcher,10650,11081,1369,3622,1430,2268,2695,2951,3301,2618,1477,21209,78,33,59,0,72,280,189,21123,7425,5629,3955,2203,2479,6710,652,5283,20815,916,1178
Kentucky,Lewis,6582,6623,932,2228,920,1350,1593,1802,2028,1417,935,12906,42,51,19,0,0,187,0,12906,4525,3187,2562,1642,1289,3785,278,3630,12415,790,1180
Kentucky,Lincoln,11875,12357,1865,4100,2020,2423,2840,3318,3285,2585,1796,22868,615,0,42,0,155,552,421,22782,5495,6708,4928,3068,4020,8978,700,4208,22079,2153,1184
Kentucky,Livingston,4555,4560,577,1485,609,841,974,1237,1473,1168,751,8846,74,6,28,2,6,153,192,8670,1669,1898,2102,1420,2026,3541,156,1437,8783,332,1187
Kentucky,Logan,12958,13750,2048,4649,2070,2752,3222,3272,3696,2947,2052,24274,1756,16,73,0,119,470,771,23675,5013,6334,5148,4682,5480,10215,502,4295,24847,1861,1190
Kentucky,Lyon,3381,3562,351,940,437,493,511,882,1208,1295,826,6517,253,32,69,9,3,60,138,6379,1214,1780,1332,739,1878,2455,80,996,6666,277,1193
Kentucky,McCracken,30942,33299,5001,10008,4896,6915,7742,8144,8999,7084,5452,54297,6481,232,582,41,381,2227,1677,53253,12552,15262,11273,8368,16587,26359,1021,9316,60274,3967,1196
Kentucky,McCreary,8031,7933,1168,2803,1328,1739,1951,2272,2055,1663,985,15111,249,66,154,12,0,372,215,15092,5354,4069,3278,1288,1518,4397,396,4552,15315,649,1198
Kentucky,McLean,4545,4566,669,1608,547,918,1049,1263,1335,1033,689,8831,119,35,21,0,37,68,134,8734,1561,1797,1879,1290,2572,3340,196,1576,8599,512,1201
Kentucky,Madison,44361,46834,6422,15626,14855,9805,11026,10726,10450,7708,4577,83096,3884,334,939,250,526,2166,2318,81534,15424,17951,15020,13375,23808,39241,2379,15242,86079,5116,1204
Kentucky,Magoffin,6139,6079,920,2014,795,1421,1476,1739,1834,1247,772,12030,0,11,47,0,4,126,138,11949,4300,3589,2121,953,1255,3257,450,3558,11676,542,1206
Kentucky,Marion,8986,9328,1315,3527,1625,1697,2111,2482,2489,1901,1167,16613,1205,35,66,36,115,244,498,16220,3340,5077,3839,2566,3420,6917,596,2891,17645,669,1210
Kentucky,Marshall,14951,15674,2139,4539,1885,3108,3677,3995,4702,3847,2733,29672,162,85,47,0,107,552,517,29513,4281,6256,5553,4812,9701,11935,423,5009,28610,2015,1213
Kentucky,Martin,5154,5038,731,1623,770,1376,1200,1323,1414,1131,624,10090,2,56,0,0,0,44,36,10090,2481,2405,2179,1066,2045,3149,141,2793,9717,475,1215
Kentucky,Mason,8380,8449,1213,2878,1302,1819,1969,2184,2432,1918,1114,15081,1049,8,167,13,80,431,359,14908,3129,4073,2064,2369,5194,6508,279,2919,15691,1138,1217
Kentucky,Meade,13429,13893,1942,4700,2365,3161,3428,3768,3970,2506,1482,25233,846,133,139,59,87,825,936,24710,3235,4984,5221,5243,8626,11788,537,4367,26428,894,1220
Kentucky,Menifee,3510,2884,432,968,439,752,715,793,984,709,602,6260,9,0,0,0,0,125,178,6082,1103,2147,1556,843,708,2141,102,1440,6006,388,1222
Kentucky,Mercer,10764,10758,1563,3454,1846,2115,2435,2936,3197,2410,1566,19932,741,54,169,6,157,463,662,19516,3214,4503,4269,3519,6017,8898,607,3024,20121,1401,1225
Kentucky,Metcalfe,4876,5097,682,1760,766,933,1180,1383,1471,1059,739,9494,214,34,22,0,3,206,145,9448,2659,2706,1532,1597,1439,3863,117,1753,9479,494,1228
Kentucky,Monroe,5257,5227,780,1720,881,969,1292,1383,1580,1128,751,10014,242,27,27,2,39,133,329,9792,2872,2249,1993,930,2415,4187,160,1758,9592,892,1230
Kentucky,Montgomery,13555,14128,2108,4803,2365,3049,3461,3970,3449,2809,1669,26095,788,160,45,0,143,452,789,25698,4962,6340,6100,4657,5574,10699,618,4977,25918,1765,1233
Kentucky,Morgan,5900,5765,732,1780,977,1115,1487,1613,1758,1399,804,11305,50,51,77,50,57,75,187,11118,3048,3040,2078,1400,2099,3663,212,3075,10774,891,1235
Kentucky,Muhlenberg,14888,15274,2005,4663,2742,3180,3461,4237,4079,3260,2535,27953,1119,51,452,23,50,514,484,27769,5712,7740,6492,3541,6492,11027,548,6124,28675,1487,1238
Kentucky,Nelson,22678,22872,3424,7904,3779,5095,5622,6231,6343,4517,2635,41950,2335,39,268,0,136,822,1022,41129,4546,8763,10553,7222,14251,20281,698,6091,43121,2429,1243
Kentucky,Nicholas,3461,3627,504,1252,614,724,867,977,1028,693,429,6832,63,6,0,0,49,138,108,6786,1230,2008,1310,1197,1338,2706,155,1349,6783,305,1246
Kentucky,Ohio,11699,12033,1577,4731,1771,2422,2879,3040,3179,2455,1678,22874,266,2,45,0,319,226,822,22371,4141,7380,4362,3782,4067,9119,498,3674,22503,1229,1249
Kentucky,Oldham,31434,31416,4109,13862,4858,5045,8771,9950,8007,5440,2808,57489,1796,90,1083,0,458,1934,2562,55804,3499,5518,7652,7971,38134,29100,1004,6527,60821,2029,1252
Kentucky,Owen,5529,5215,696,1772,941,1046,1307,1445,1604,1198,735,10220,146,0,0,0,85,293,78,10184,2125,2528,2066,1141,2884,4263,190,1890,9965,779,1255
Kentucky,Owsley,1882,2447,413,483,426,320,456,630,745,578,278,4009,186,0,4,0,49,81,0,4009,1250,1251,448,670,710,999,145,1433,4157,172,1257
Kentucky,Pendleton,7469,7019,1066,2538,1164,1436,1682,2162,2183,1425,832,13834,93,4,105,65,30,357,204,13745,2364,2356,2921,2048,4611,6048,274,2305,13957,531,1260
Kentucky,Perry,12661,13013,1872,4254,1866,2826,3252,3688,3812,2631,1473,24465,516,11,265,20,74,323,271,24307,5865,7131,4889,3256,4494,9083,858,5503,24473,1201,1265
Kentucky,Pike,28249,29614,3736,9040,4706,5958,7209,7945,8731,6627,3911,56384,456,74,320,20,52,557,562,56056,17645,14678,9080,7008,8922,17986,1559,15004,54486,3377,1267
Kentucky,Powell,5825,6208,1031,2120,983,1270,1522,1582,1697,1214,614,11729,1,27,48,0,8,220,233,11504,3069,2108,2091,2484,2276,4487,293,2274,11522,511,1270
Kentucky,Pulaski,30895,33124,4544,10503,4718,6788,7701,8754,9079,7252,4680,61397,572,298,516,0,274,962,1640,60035,16249,13868,11686,9580,12535,23908,1550,11582,60258,3761,1272
Kentucky,Robertson,939,1136,165,375,85,258,264,317,317,204,90,2056,16,0,0,0,0,3,38,2018,451,357,451,467,349,778,69,394,1908,167,1273
Kentucky,Rockcastle,8018,8469,1072,2807,1210,1721,1955,2462,2364,1752,1144,16149,3,54,24,0,18,239,157,15998,4754,3576,3284,2053,2777,5923,544,3245,15852,635,1276
Kentucky,Rowan,11681,12600,1693,4284,4637,2634,2411,2698,2612,1952,1360,23323,480,7,189,0,7,275,433,22957,5293,6037,2943,2872,4539,10002,356,4634,23182,1099,1279
Kentucky,Russell,8579,9042,1313,2869,1277,1745,1905,2485,2541,2073,1413,16704,78,0,129,0,428,282,678,16499,4076,4025,3561,2743,3174,6687,396,2870,16503,1118,1282
Kentucky,Scott,27202,28485,4542,10180,5365,6799,7961,7719,6391,4370,2360,48850,2573,171,629,0,1245,2219,2438,48311,4834,8950,9701,8940,22168,26767,875,6593,53146,2541,1283
Kentucky,Shelby,23051,23881,3637,7886,4029,5066,5794,6821,6282,4715,2702,39662,3005,0,480,29,1671,2085,4518,37212,4221,8939,7320,7942,18015,21826,814,5352,43802,3130,1285
Kentucky,Simpson,8879,9084,1504,3112,1557,2043,2067,2218,2505,1848,1109,15407,1602,74,148,0,162,570,466,15341,2039,4663,4892,2897,3447,7228,460,2702,16692,1271,1287
Kentucky,Spencer,9487,9331,1219,3436,1172,1894,2561,3087,2947,1653,849,18045,281,21,112,0,61,298,466,17640,1466,2830,2542,3709,8271,8883,415,2363,18108,710,1000
Kentucky,Taylor,12044,13038,1840,4464,2776,2773,2575,2910,3419,2529,1796,22876,1104,17,265,0,93,727,617,22376,4793,5067,5514,4079,4837,9575,532,4346,24238,844,1003
Kentucky,Todd,5970,6158,1057,2329,858,1415,1382,1523,1595,1168,801,10643,984,0,11,0,285,205,536,10445,2563,2361,3000,1386,2818,4423,279,2071,9751,2377,1006
Kentucky,Trigg,7269,7208,1079,2401,820,1342,1480,1872,2193,1962,1328,12992,998,0,66,0,12,409,318,12743,2364,3130,3013,2438,3479,5139,349,2219,13381,1096,1009
Kentucky,Trimble,4176,4296,511,1448,751,811,1010,1243,1242,936,520,7896,29,19,0,58,227,243,276,7790,1642,1475,1743,1274,2338,3483,311,1263,7945,527,1012
Kentucky,Union,7229,7186,989,1822,2499,1444,1599,1679,1949,1581,853,11919,2219,0,70,0,58,149,163,11853,1599,4075,2738,1537,3085,5922,326,2922,13711,704,1016
Kentucky,Warren,63464,66097,9835,23325,20077,15086,15849,14705,14465,9863,6356,104504,11321,402,5579,535,2435,4785,7015,100722,19881,27732,22878,18891,34193,60549,2821,16812,122672,6889,1019
Kentucky,Washington,5835,6082,843,2050,1063,1148,1384,1685,1641,1257,846,10596,895,0,94,0,24,308,181,10452,1781,2432,2331,1714,3300,5125,190,1606,10915,1002,1023
Kentucky,Wayne,9951,10191,1343,3096,1658,1923,2391,2644,2914,2432,1741,19015,324,94,18,0,463,228,692,18797,5621,5041,5020,1708,2752,6820,414,4296,18344,1798,1027
Kentucky,Webster,6225,6471,1063,2083,1041,1374,1449,1637,1858,1327,864,11430,513,5,8,13,171,556,713,11212,2837,2825,2353,1631,2979,4748,193,2418,11848,848,1029
Kentucky,Whitley,17643,18059,2997,6622,3842,3898,4067,4410,4418,3256,2192,34613,319,122,181,0,97,370,493,34226,8488,8248,6853,4499,6248,12356,865,7414,33199,2503,1034
