State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Montana,Musselshell,2337,2315,232,711,259,300,466,584,832,794,474,4347,0,136,31,0,33,105,124,4261,774,1352,1119,521,886,1582,117,742,4313,339,1241
Montana,Park,8231,8193,863,2075,996,1917,2046,2071,2817,2282,1357,15608,59,110,65,16,41,525,498,15310,1972,4200,2880,2549,4619,7851,172,1824,14748,1676,1244
Montana,Petroleum,241,223,32,58,22,58,35,79,91,29,60,449,0,0,15,0,0,0,0,449,89,146,77,49,103,234,9,42,438,26,1247
Montana,Phillips,2036,1955,339,606,231,318,449,480,725,476,367,3335,0,258,26,0,15,357,120,3305,448,1390,1023,292,809,1539,102,562,3507,484,1250
Montana,Pondera,2887,2961,504,1019,443,584,608,630,891,630,539,4753,6,952,16,0,13,108,40,4743,964,1263,1244,986,1258,2231,221,704,5395,453,1254
Montana,Powder River,764,843,91,164,158,130,156,207,296,219,186,1509,0,53,0,0,4,41,74,1472,240,339,398,212,403,732,5,210,1427,180,1259
Montana,Powell,2734,2438,300,621,536,366,522,686,875,744,522,4938,31,8,27,0,40,128,57,4909,931,1032,1137,812,1241,2380,26,579,4797,375,1262
Montana,Prairie,572,570,66,215,31,14,193,81,184,249,109,1102,0,16,22,0,2,0,18,1102,182,285,385,81,204,404,13,86,1097,45,1264
Montana,Ravalli,21455,21783,2244,6542,2303,3658,4691,5336,7363,6927,4174,40601,106,295,256,0,38,1942,1526,39635,6584,9239,10100,5441,11739,16808,853,5690,39127,4111,1268
Montana,Richland,5749,5348,923,2170,755,1427,1344,1292,1505,1042,639,9979,0,216,2,44,316,540,610,9779,1092,1803,1840,2271,4041,4992,125,1206,10346,751,1271
Montana,Roosevelt,5395,5481,1194,2658,1001,1298,1226,1062,1293,746,398,3737,22,6512,81,0,16,508,364,3592,2731,2951,1799,1073,2268,3343,440,2097,7914,2962,1275
Montana,Rosebud,4482,4511,803,1808,848,905,865,1006,1418,855,485,4732,22,3487,64,0,282,406,433,4698,1328,1859,1767,1726,2287,3629,190,1223,7502,1491,1277
Montana,Sanders,6029,5663,557,1622,603,759,1116,1231,2193,2276,1335,10771,31,435,47,2,25,381,372,10531,2689,3278,2064,1886,1646,3513,202,2187,10562,1130,1278
Montana,Sheridan,1715,1625,277,451,261,344,420,304,558,389,336,3154,0,13,16,0,7,150,145,3009,395,694,651,426,1131,1478,39,370,3057,283,1281
Montana,Silver Bow,17505,16677,2341,5108,3737,3832,3897,3956,4991,3826,2494,32012,94,747,262,8,82,977,1612,30879,6361,6916,7800,4083,8323,14905,829,4679,32033,2149,1284
Montana,Stillwater,4789,4730,461,1722,597,730,981,1195,1678,1362,793,9127,7,101,18,0,24,242,382,8823,811,1532,1887,1308,3901,3927,168,1086,9118,401,1286
Montana,Sweet Grass,1811,1838,199,574,344,309,339,381,505,498,500,3499,0,47,9,0,0,94,122,3377,350,804,917,799,779,1525,15,338,3420,229,1288
Montana,Teton,2962,3066,509,1082,437,508,633,667,870,709,613,5657,37,60,7,0,2,265,30,5634,904,1241,1710,660,1391,2334,27,754,5474,554,1290
Montana,Toole,2105,2127,316,655,299,400,478,484,777,488,335,3844,0,247,22,0,13,106,117,3791,548,1061,1149,513,926,1830,55,553,3767,465,1292
Montana,Treasure,316,298,23,51,33,33,41,78,170,112,73,608,0,1,5,0,0,0,2,606,96,208,170,43,97,268,3,84,576,38,1293
Montana,Valley,3713,3618,592,1149,527,653,809,788,1157,871,785,6247,26,682,15,10,9,342,69,6206,1182,1805,1465,1397,1426,3127,194,613,6633,698,1296
Montana,Wheatland,999,1110,150,327,114,174,244,263,303,318,216,2032,0,14,17,0,0,46,35,1997,555,601,344,281,323,785,14,299,1817,292,1298
Montana,Wibaux,510,510,70,192,35,73,69,134,199,153,95,1009,0,6,5,0,0,0,76,933,104,270,164,204,278,439,2,69,938,82,1300
Montana,Yellowstone,78179,80089,11853,27316,13014,19635,20102,18592,21178,15807,10771,141551,1310,5993,1145,90,1703,6476,9295,136064,18119,29467,29724,23005,56589,74016,2592,15913,148684,9584,1302
North Carolina,Alamance,78254,86732,11650,28617,16176,18390,19144,22205,21670,15645,11489,113669,32618,681,2679,54,10096,5189,21075,104120,28376,36457,29231,23208,44025,70703,3700,23182,147084,17902,1967
North Carolina,Alexander,17882,18112,2179,5740,2868,3456,4206,5026,5175,4187,3157,32105,1264,325,394,0,1178,728,1753,31771,6074,8806,7170,4896,8993,15227,783,4721,32754,3240,1968
North Carolina,Alleghany,5309,5668,523,1456,721,973,1102,1431,1798,1722,1251,10450,160,50,42,1,31,243,1075,9544,2855,3362,1872,1201,1649,4157,134,1734,9811,1166,1970
North Carolina,Anson,11043,11693,1400,3673,1904,2622,2562,2965,3201,2650,1759,10928,11176,56,260,0,69,247,940,10306,5897,5160,4330,3085,4210,9351,729,3174,20395,2341,1972
North Carolina,Ashe,13181,13570,1398,3575,1741,2486,3058,3458,4379,4016,2640,25669,172,68,162,15,149,516,1349,24737,5576,7153,5554,3555,4716,11008,467,3647,23722,3029,1975
North Carolina,Avery,7178,7744,700,1968,1338,1551,1516,1923,2174,2221,1531,14426,89,73,44,4,119,167,762,13887,2667,4329,2800,1359,2832,5832,317,2353,12727,2195,1977
North Carolina,Beaufort,22232,24551,2752,7285,3190,4230,5039,5977,7333,6643,4334,33282,11497,63,48,0,505,1388,3759,30730,9317,11498,8312,6858,10681,17690,1164,6915,41225,5558,1981
North Carolina,Bertie,8340,9415,850,2549,1358,1799,1719,2253,3042,2352,1833,6242,11072,4,119,1,67,250,306,6176,5067,4841,3052,1496,3201,6370,668,3133,15562,2193,1983
North Carolina,Bladen,15834,17060,1881,5405,2348,3286,3663,4145,5026,4377,2763,19087,11348,872,52,0,1337,198,2496,18075,10706,7719,5617,3514,5140,11046,562,6860,29124,3770,1986
North Carolina,Brunswick,65193,71049,6445,15524,7518,10908,13094,15063,24904,28959,13827,114358,12705,823,725,3,2884,4744,6630,111010,18892,27862,28622,22481,38344,47039,2861,21587,123020,13222,1995
North Carolina,Buncombe,122731,133156,15346,35532,20937,31406,34191,32842,35701,30407,19525,224817,15587,791,3262,337,3225,7868,17314,213251,34587,57025,50099,35442,75358,116827,3713,34537,227382,28505,1422
North Carolina,Burke,43109,44813,5123,12507,6988,9616,10167,12283,13532,10241,7465,74516,4668,813,3337,109,2795,1684,5481,72141,17551,23982,17081,11898,16773,35955,2623,14008,77451,10471,1424
North Carolina,Cabarrus,102385,107707,15993,40945,16755,23415,30256,30754,24724,16804,10446,145406,39015,665,8775,153,9164,6914,22362,134733,20271,37005,35987,33823,82602,97840,4678,23386,193540,16552,1426
North Carolina,Caldwell,39904,41301,4723,12910,6056,8105,8844,12553,11765,9941,6308,71877,3317,194,428,81,3034,2274,4672,70727,14635,21014,15554,12644,17183,32881,2132,12310,71480,9725,1429
North Carolina,Camden,5267,5285,680,1894,470,1213,1293,1721,1407,1146,728,8635,1181,24,195,57,40,420,325,8450,618,3016,1687,2024,3173,4163,426,1515,9792,760,1433
North Carolina,Carteret,32873,35009,3519,9433,4179,5866,7300,8931,11628,10474,6552,60625,3143,195,786,38,592,2503,2922,58718,8710,15084,12459,11172,20176,27125,1485,9294,61026,6856,1447
North Carolina,Caswell,10511,11058,1259,3202,1656,1843,2348,3042,3511,2862,1846,13786,6850,49,204,14,410,256,917,13353,4223,4934,4570,2665,5015,8547,566,3287,19819,1750,1449
North Carolina,Catawba,76562,80397,10604,26619,13095,16469,18665,22047,22048,16791,10621,123342,12740,617,7064,0,8439,4757,15599,117560,23084,34068,33598,24131,40987,68382,3716,20226,139193,17766,1450
North Carolina,Chatham,34453,37812,4032,11324,4298,5835,8377,10087,10961,10100,7251,57221,8419,130,1182,0,2663,2650,8780,51966,8997,13018,11907,8452,29793,29292,1186,9080,65091,7174,1451
North Carolina,Cherokee,13770,14328,1343,3544,1737,2277,2807,3466,4665,5073,3186,26192,312,474,219,16,311,574,974,25521,5679,8441,5585,3662,4600,9907,531,4514,23735,4363,1452
North Carolina,Chowan,6523,7205,818,2125,475,1689,1593,1560,2190,2019,1259,8259,4728,65,68,0,323,285,499,8184,3433,3360,2624,1934,2341,5051,293,2163,12438,1290,1455
North Carolina,Clay,5138,5976,717,1344,646,839,1053,1214,1869,2046,1386,10730,204,58,20,44,15,43,383,10362,2105,3188,1761,1679,2368,3892,161,1568,9465,1649,1457
North Carolina,Cleveland,47070,50438,6565,16085,9035,10068,10804,13385,13662,10824,7080,72199,20238,240,985,125,2029,1692,3609,70691,21571,23551,18718,12797,19317,37712,2828,16414,86345,11163,1458
North Carolina,Columbus,24971,27793,3795,8214,4378,5387,5916,6743,7503,6469,4359,33782,15159,1736,196,9,999,883,2824,31976,14111,12312,10865,5715,9642,18610,1144,10173,45600,7164,1459
North Carolina,Craven,44803,50153,7766,15417,8295,10590,10603,10333,12616,11322,8014,65953,20555,533,2806,100,2299,2710,6486,62186,13958,22785,18935,14478,24442,36279,2162,13996,85042,9914,1462
North Carolina,Cumberland,137532,164455,30154,56694,30568,40463,35478,34481,35055,23443,15651,141470,118021,3969,7650,983,8850,21044,34358,124407,60707,74308,59141,40755,64807,118389,9719,47937,270570,31417,1464
North Carolina,Currituck,13166,13604,1792,4550,1543,2910,3337,3924,4319,2865,1530,23864,1475,93,111,18,318,891,1097,23294,2414,3622,5709,5112,9902,12152,391,3490,23484,3286,1481
North Carolina,Dare,18209,18247,2035,5210,2222,3118,4429,5122,6520,5140,2660,33254,1206,47,200,14,705,1030,2707,31740,3222,7351,7987,5559,12287,16605,914,3892,31882,4574,1485
North Carolina,Davidson,80432,84688,11396,26849,12874,17239,19275,24165,23817,17374,12131,139735,15433,400,2572,0,2228,4752,12234,131459,28434,39870,33028,25569,37887,69749,4000,23621,145773,19347,1489
North Carolina,Davie,20437,21782,2692,6864,3034,3587,4684,6406,6301,5013,3638,37458,1965,267,295,0,487,1747,2940,35568,4824,8752,8389,6262,13941,18469,660,4883,37507,4712,1490
North Carolina,Duplin,28548,30055,4451,10361,4649,5992,6792,7444,8203,6325,4386,40410,13532,222,184,48,2271,1936,13211,30039,11574,16349,13880,6542,10098,23097,1424,8559,48790,9813,1492
North Carolina,Durham,147301,165032,23593,47416,33155,50980,43412,37523,36026,25291,14937,159397,110298,765,15760,150,10500,15463,42478,133589,40616,62065,47963,41327,110388,154011,7059,40026,275464,36869,1494
North Carolina,Edgecombe,23889,27655,3538,8812,3919,5768,5558,6160,7773,6045,3971,20247,29659,176,84,27,515,836,2503,18454,12029,14842,7871,7523,9151,19266,1881,8031,46339,5205,1495
North Carolina,Forsyth,177386,197851,27013,66174,35166,44389,45039,49078,49036,35276,24066,241149,97301,1310,8957,244,9742,16534,49136,210797,63191,80997,67459,51461,103689,161875,8227,52606,335565,39672,1496
North Carolina,Franklin,33062,34069,4639,11081,5181,7360,8289,9478,9895,6980,4228,44918,15971,644,311,97,2138,3052,5853,42599,10796,12400,13133,11877,18252,28383,1811,10009,60129,7002,1498
North Carolina,Gaston,105827,114146,15990,36875,18144,25860,27411,31757,29167,21352,13417,166789,36492,665,3764,144,4050,8069,16001,157388,33670,47047,42643,33494,62107,96147,6143,30049,197232,22741,1499
North Carolina,Gates,5552,5906,471,2066,731,1049,1068,1797,1946,1438,892,7231,3615,93,178,0,3,338,11,7223,1877,3164,2412,1280,2725,4488,441,1662,10502,956,1500
North Carolina,Graham,3956,4444,421,1301,640,771,998,1181,1179,1097,812,7357,3,764,0,0,209,67,316,7250,1718,2387,1692,767,1829,3055,114,1600,7274,1126,1502
North Carolina,Granville,27835,29074,3601,9266,4136,6029,7049,8562,8476,5993,3797,34838,16223,160,324,215,2420,2729,4769,33307,9147,11809,9487,8810,16850,25419,1069,7764,51261,5648,1503
North Carolina,Greene,9440,9160,1197,3429,1416,2052,2517,2081,2682,1942,1284,10956,5968,24,0,0,531,1121,2986,8985,4399,4669,3529,3024,2849,7470,427,2851,15779,2821,1505
North Carolina,Guilford,250096,278619,36993,91881,55248,64913,64834,69975,65898,47228,31745,285681,180862,2516,27368,211,13870,18207,43257,262176,80282,112361,91023,70431,157533,236338,14149,70381,480148,48567,1506
North Carolina,Halifax,23460,26032,3368,7957,3675,5280,5193,6319,7471,6032,4197,19628,25823,1764,363,98,313,1503,1436,18891,14579,13630,8990,4757,7457,16915,1086,9937,43274,6218,1508
North Carolina,Harnett,61453,67098,11929,25148,11371,16522,16834,15813,14462,10094,6378,85799,27128,1217,1676,363,6690,5678,16703,78480,22110,25885,26730,21675,30411,50378,3379,21245,114455,14096,1509
North Carolina,Haywood,29988,31429,3725,7909,4075,6583,6718,7996,9446,8776,6189,58043,535,326,468,0,540,1505,2557,56664,11086,12719,12936,9177,15430,24771,975,9072,54604,6813,1512
North Carolina,Henderson,55367,59821,6726,16497,7396,10557,13118,14763,16886,16714,12531,104440,3981,322,1618,0,1981,2846,11789,95548,14822,24026,24401,20004,31625,47946,1381,13393,101094,14094,1514
North Carolina,Hertford,10511,11866,1193,3782,2409,2164,2181,2560,3473,2703,1912,7798,13512,272,184,6,174,431,610,7600,4758,6399,3787,2885,3635,8239,729,3819,20085,2292,1515
North Carolina,Hoke,23562,27202,5195,10621,3920,7123,6864,5993,5782,3583,1683,21822,17334,4080,780,97,3323,3328,7058,19255,9573,11490,9980,7386,12230,18924,1539,9219,44387,6377,1517
North Carolina,Hyde,2212,2349,413,680,204,427,718,365,818,723,213,3045,1184,0,0,0,97,235,640,2635,1303,775,1164,894,402,1579,89,864,3672,889,1521
North Carolina,Iredell,87521,90220,11408,31452,14420,19061,22442,26821,24148,17144,10845,142323,21393,539,4365,135,3784,5202,13906,134371,19790,35980,33677,25940,62145,80097,3795,23000,160897,16844,1525
North Carolina,Jackson,21019,22199,2064,6542,7432,4087,4570,4605,5418,5304,3196,35861,872,3237,318,0,1212,1718,2663,34821,7928,11117,7921,5595,7120,17408,859,7845,36977,6241,1528
North Carolina,Johnston,98702,103049,15343,39403,14847,22748,27776,30268,24792,17070,9504,151322,32495,910,1334,70,7924,7696,27863,135083,25882,40639,37847,28497,68516,89915,3570,26946,177733,24018,1530
North Carolina,Jones,4635,4742,584,1254,608,994,891,1270,1597,1348,831,6027,2769,89,35,0,143,314,480,5841,2706,1997,1791,1370,1443,3222,284,1854,7975,1402,1536
North Carolina,Lee,28697,31245,4442,10969,4867,6667,7592,7830,7892,5786,3897,43577,11667,406,869,0,1233,2190,11744,34724,10178,14215,13317,8526,13577,25139,1572,8137,52090,7852,1540
North Carolina,Lenoir,26392,28758,4057,8950,4317,5606,5762,7178,8391,6366,4523,29267,21390,107,120,50,1628,2588,4381,27020,12202,15625,10643,6068,10341,21369,1964,7921,48946,6204,1542
North Carolina,Lincoln,41423,42545,5082,13872,5684,8564,10401,12854,12785,9216,5510,74615,4030,143,702,42,1619,2817,6075,70903,11575,16289,16079,12481,27396,37286,1999,11003,76371,7597,1545
North Carolina,McDowell,22140,22330,2527,7078,3226,4318,5340,6191,6663,5391,3736,40691,1296,64,465,0,929,1025,2748,39239,6806,13428,9032,6332,8655,17342,1027,7369,39487,4983,1554
North Carolina,Macon,16859,18131,1794,4933,2330,3168,3312,4066,5415,5825,4147,32583,510,224,326,0,892,455,2541,31080,6960,8164,8402,3972,7303,12291,502,5498,30289,4701,1556
North Carolina,Madison,10531,10839,1277,2926,1987,2201,2477,2697,3157,2841,1807,20301,290,72,106,0,93,508,531,20081,3547,4847,3946,2998,5186,8554,299,3666,18983,2387,1560
North Carolina,Martin,10473,12031,1476,3443,1566,2108,2366,2852,3596,3047,2050,12010,9505,67,145,0,72,705,942,11612,5175,6361,4590,3534,2828,8416,727,3345,20498,2006,1563
North Carolina,Mecklenburg,523180,566592,87126,184252,105074,165542,160479,146634,120057,74704,45904,565757,343970,3812,66292,426,65958,43557,146444,504230,118265,199671,184532,147747,428941,546386,25791,125609,965319,124453,1565
